mandt,spras,anlkl,txk20,txk50,txt50,txa50,xltxid,operation_flag,is_deleted,recordstamp
800,d,L2210,Machines str.-line,Machines straight-line-depr.,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,L3110,Maskiner o.invent.,Inventarier,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,L3710,Maskiner o.invent.,Inventarier,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,L3410,Maskiner o.invent.,Inventarier,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,L3510,Maskiner o.invent.,Inventarier,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,N3000,Maskiner o.invent.,Inventarier,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,L3810,Maskiner o.invent.,Inventarier,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,L3000,Maskiner o.invent.,Inventarier,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,L3610,Maskiner o.invent.,Inventarier,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,00003000,Maskiner o.invent.,Inventarier,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,L3210,Maskiner o.invent.,Inventarier,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,L,L3110,Wyposaż. zakładu,Wyposażenie zakładu,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,L,L3210,Wyposaż. zakładu,Wyposażenie zakładu,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,L,L3710,Wyposaż. zakładu,Wyposażenie zakładu,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,L,L3000,Wyposaż. zakładu,Wyposażenie zakładu,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,L,L3510,Wyposaż. zakładu,Wyposażenie zakładu,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,L,L3610,Wyposaż. zakładu,Wyposażenie zakładu,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,L,L3410,Wyposaż. zakładu,Wyposażenie zakładu,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,L,N3000,Wyposaż. zakładu,Wyposażenie zakładu,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,L,00003000,Wyposaż. zakładu,Wyposażenie zakładu,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,L,L3810,Wyposaż. zakładu,Wyposażenie zakładu,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,M,L3210,裝置物及配件,裝置物及配件,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,M,N3000,裝置物及配件,裝置物及配件,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,M,L3610,裝置物及配件,裝置物及配件,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,M,L3110,裝置物及配件,裝置物及配件,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,M,L3000,裝置物及配件,裝置物及配件,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,M,L3410,裝置物及配件,裝置物及配件,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,M,L3810,裝置物及配件,裝置物及配件,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,M,L3510,裝置物及配件,裝置物及配件,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,M,00003000,裝置物及配件,裝置物及配件,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,M,L3710,裝置物及配件,裝置物及配件,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,4,L3410,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,4,L3210,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,4,L3610,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,4,N3000,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,4,L3810,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,4,L3000,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,4,L3110,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,4,L3510,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,4,L3710,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,5,L3000,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,5,L3510,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,5,L3610,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,5,N3000,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,5,L3210,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,5,L3410,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,5,L3710,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,5,L3810,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,5,L3110,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,6,N3000,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,6,L3510,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,6,L3210,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,6,L3410,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,6,L3710,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,6,L3610,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,6,L3110,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,6,L3000,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,6,L3810,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,L3510,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,L3610,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,L3810,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,L3710,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,L3410,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,L3210,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,L3110,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,00003000,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,L3000,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,G,L3210,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,G,N3000,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,G,L3810,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,G,L3510,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,G,L3410,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,G,L3000,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,G,L3610,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,G,L3110,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,G,L3710,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,W,L3510,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,W,L3000,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,W,N3000,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,W,L3410,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,W,L3210,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,W,L3710,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,W,L3810,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,W,L3110,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,W,L3610,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Z,L3810,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Z,L3000,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Z,L3610,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Z,L3410,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Z,L3110,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Z,N3000,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Z,L3510,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Z,00003000,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Z,L3210,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Z,L3710,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,d,N3000,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,d,L3510,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,d,L3000,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,d,L3210,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,d,L3410,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,d,L3610,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,d,L3810,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,d,L3710,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,d,L3110,Fixture and fitting,Fixture and fittings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,N,L3610,Kant.- en vest.inr.,Kantoor- en vestigingsinrichting,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,N,N3000,Kant.- en vest.inr.,Kantoor- en vestigingsinrichting,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,N,00003000,Kant.- en vest.inr.,Kantoor- en vestigingsinrichting,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,N,L3510,Kant.- en vest.inr.,Kantoor- en vestigingsinrichting,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,N,L3410,Kant.- en vest.inr.,Kantoor- en vestigingsinrichting,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,N,L3000,Kant.- en vest.inr.,Kantoor- en vestigingsinrichting,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,N,L3810,Kant.- en vest.inr.,Kantoor- en vestigingsinrichting,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,N,L3210,Kant.- en vest.inr.,Kantoor- en vestigingsinrichting,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,N,L3710,Kant.- en vest.inr.,Kantoor- en vestigingsinrichting,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,N,L3110,Kant.- en vest.inr.,Kantoor- en vestigingsinrichting,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,L3110,Mat.install/équip.,Matériel d'installation et d'équipement,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,L3410,Mat.install/équip.,Matériel d'installation et d'équipement,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,L3610,Mat.install/équip.,Matériel d'installation et d'équipement,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,L3210,Mat.install/équip.,Matériel d'installation et d'équipement,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,L3510,Mat.install/équip.,Matériel d'installation et d'équipement,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,L3000,Mat.install/équip.,Matériel d'installation et d'équipement,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,00003000,Mat.install/équip.,Matériel d'installation et d'équipement,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,L3810,Mat.install/équip.,Matériel d'installation et d'équipement,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,N3000,Mat.install/équip.,Matériel d'installation et d'équipement,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,L3710,Mat.install/équip.,Matériel d'installation et d'équipement,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,O,L3810,ProdUtstyr/inventar,Fast bygningsinventar,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,O,L3210,ProdUtstyr/inventar,Fast bygningsinventar,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,O,L3410,ProdUtstyr/inventar,Fast bygningsinventar,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,O,L3110,ProdUtstyr/inventar,Fast bygningsinventar,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,O,N3000,ProdUtstyr/inventar,Fast bygningsinventar,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,O,L3710,ProdUtstyr/inventar,Fast bygningsinventar,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,O,L3000,ProdUtstyr/inventar,Fast bygningsinventar,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,O,L3510,ProdUtstyr/inventar,Fast bygningsinventar,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,O,00003000,ProdUtstyr/inventar,Fast bygningsinventar,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,O,L3610,ProdUtstyr/inventar,Fast bygningsinventar,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,C,L3000,Provoz. a kanc.vyb.,Provozní a kancelářské vybavení,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,C,N3000,Provoz. a kanc.vyb.,Provozní a kancelářské vybavení,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,C,L3410,Provoz. a kanc.vyb.,Provozní a kancelářské vybavení,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,C,L3510,Provoz. a kanc.vyb.,Provozní a kancelářské vybavení,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,C,L3110,Provoz. a kanc.vyb.,Provozní a kancelářské vybavení,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,C,00003000,Provoz. a kanc.vyb.,Provozní a kancelářské vybavení,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,C,L3610,Provoz. a kanc.vyb.,Provozní a kancelářské vybavení,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,C,L3210,Provoz. a kanc.vyb.,Provozní a kancelářské vybavení,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,C,L3710,Provoz. a kanc.vyb.,Provozní a kancelářské vybavení,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,C,L3810,Provoz. a kanc.vyb.,Provozní a kancelářské vybavení,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,4,4000R&D,Assets under Constr.,Assets under construction,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,4,L4000,Assets under Constr.,Assets under construction,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,5,L4000,Assets under Constr.,Assets under construction,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,5,4000R&D,Assets under Constr.,Assets under construction,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,6,L4000,Assets under Constr.,Assets under construction,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,6,4000R&D,Assets under Constr.,Assets under construction,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,00004000,Assets under Constr.,Assets under construction,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,4000R&D,Assets under Constr.,Assets under construction,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,L4000,Assets under Constr.,Assets under construction,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,G,4000R&D,Assets under Constr.,Assets under construction,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,G,L4000,Assets under Constr.,Assets under construction,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,W,4000R&D,Assets under Constr.,Assets under construction,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,W,L4000,Assets under Constr.,Assets under construction,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Z,L4000,Assets under Constr.,Assets under construction,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Z,4000R&D,Assets under Constr.,Assets under construction,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Z,00004000,Assets under Constr.,Assets under construction,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,d,L4000,Assets under Constr.,Assets under construction,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,d,4000R&D,Assets under Constr.,Assets under construction,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,K,L3610,Drifts- og forretn.-,Drifts- og forretningsinventar,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,K,L3410,Drifts- og forretn.-,Drifts- og forretningsinventar,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,K,N3000,Drifts- og forretn.-,Drifts- og forretningsinventar,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,K,L3710,Drifts- og forretn.-,Drifts- og forretningsinventar,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,K,L3810,Drifts- og forretn.-,Drifts- og forretningsinventar,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,K,L3510,Drifts- og forretn.-,Drifts- og forretningsinventar,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,K,L3110,Drifts- og forretn.-,Drifts- og forretningsinventar,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,K,L3210,Drifts- og forretn.-,Drifts- og forretningsinventar,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,K,L3000,Drifts- og forretn.-,Drifts- og forretningsinventar,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,K,00003000,Drifts- og forretn.-,Drifts- og forretningsinventar,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,00005001,LVA (collect. mgmt.),Low value assets (collective management),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,4,00005001,LVA (collect. mgmt.),Low value assets (collective management),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,5,00005001,LVA (collect. mgmt.),Low value assets (collective management),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,6,00005001,LVA (collect. mgmt.),Low value assets (collective management),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,00005001,LVA (collect. mgmt.),Low value assets (collective management),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,G,00005001,LVA (collect. mgmt.),Low value assets (collective management),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,W,00005001,LVA (collect. mgmt.),Low value assets (collective management),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Z,00005001,LVA (collect. mgmt.),Low value assets (collective management),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,d,00005001,LVA (collect. mgmt.),Low value assets (collective management),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,4,L5100,LVA (individ. mgmt.),Low value assets (individual management),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,4,L5000,LVA (individ. mgmt.),Low value assets (individual management),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,5,L5000,LVA (individ. mgmt.),Low value assets (individual management),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,5,L5100,LVA (individ. mgmt.),Low value assets (individual management),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,6,L5000,LVA (individ. mgmt.),Low value assets (individual management),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,6,L5100,LVA (individ. mgmt.),Low value assets (individual management),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,L5000,LVA (individ. mgmt.),Low value assets (individual management),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,00005000,LVA (individ. mgmt.),Low value assets (individual management),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,L5100,LVA (individ. mgmt.),Low value assets (individual management),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,G,L5000,LVA (individ. mgmt.),Low value assets (individual management),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,G,L5100,LVA (individ. mgmt.),Low value assets (individual management),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,W,L5100,LVA (individ. mgmt.),Low value assets (individual management),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,W,L5000,LVA (individ. mgmt.),Low value assets (individual management),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Z,L5000,LVA (individ. mgmt.),Low value assets (individual management),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Z,00005000,LVA (individ. mgmt.),Low value assets (individual management),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Z,L5100,LVA (individ. mgmt.),Low value assets (individual management),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,d,L5100,LVA (individ. mgmt.),Low value assets (individual management),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,d,L5000,LVA (individ. mgmt.),Low value assets (individual management),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,4,2000R,Machines decl. depr.,Machines declining depr.,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,4,2000D,Machines decl. depr.,Machines declining depr.,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,5,2000R,Machines decl. depr.,Machines declining depr.,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,5,2000D,Machines decl. depr.,Machines declining depr.,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,6,2000R,Machines decl. depr.,Machines declining depr.,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,6,2000D,Machines decl. depr.,Machines declining depr.,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,2000R,Machines decl. depr.,Machines declining depr.,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,00002000,Machines decl. depr.,Machines declining depr.,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,2000D,Machines decl. depr.,Machines declining depr.,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,G,2000D,Machines decl. depr.,Machines declining depr.,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,G,2000R,Machines decl. depr.,Machines declining depr.,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,W,2000D,Machines decl. depr.,Machines declining depr.,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,W,2000R,Machines decl. depr.,Machines declining depr.,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Z,2000D,Machines decl. depr.,Machines declining depr.,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Z,2000R,Machines decl. depr.,Machines declining depr.,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Z,00002000,Machines decl. depr.,Machines declining depr.,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Z,00009360,Machines decl. depr.,Machines declining depr.,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,d,2000D,Machines decl. depr.,Machines declining depr.,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,d,2000R,Machines decl. depr.,Machines declining depr.,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,I,L3710,Mobili/macchine uff.,Mobili e macchine d'ufficio,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,I,L3000,Mobili/macchine uff.,Mobili e macchine d'ufficio,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,I,L3810,Mobili/macchine uff.,Mobili e macchine d'ufficio,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,I,N3000,Mobili/macchine uff.,Mobili e macchine d'ufficio,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,I,L3610,Mobili/macchine uff.,Mobili e macchine d'ufficio,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,I,L3510,Mobili/macchine uff.,Mobili e macchine d'ufficio,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,I,L3110,Mobili/macchine uff.,Mobili e macchine d'ufficio,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,I,00003000,Mobili/macchine uff.,Mobili e macchine d'ufficio,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,I,L3410,Mobili/macchine uff.,Mobili e macchine d'ufficio,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,I,L3210,Mobili/macchine uff.,Mobili e macchine d'ufficio,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,S,L3810,Mobiliario y enseres,Mobiliario y enseres,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,S,00003000,Mobiliario y enseres,Mobiliario y enseres,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,S,N3000,Mobiliario y enseres,Mobiliario y enseres,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,S,L3510,Mobiliario y enseres,Mobiliario y enseres,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,S,L3610,Mobiliario y enseres,Mobiliario y enseres,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,S,L3000,Mobiliario y enseres,Mobiliario y enseres,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,S,L3710,Mobiliario y enseres,Mobiliario y enseres,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,S,L3210,Mobiliario y enseres,Mobiliario y enseres,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,S,L3410,Mobiliario y enseres,Mobiliario y enseres,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,S,L3110,Mobiliario y enseres,Mobiliario y enseres,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Q,L3410,Prevádz.a kanc.vyb.,Prevádzkové a kancelárske vybavenie,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Q,L3710,Prevádz.a kanc.vyb.,Prevádzkové a kancelárske vybavenie,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Q,L3210,Prevádz.a kanc.vyb.,Prevádzkové a kancelárske vybavenie,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Q,00003000,Prevádz.a kanc.vyb.,Prevádzkové a kancelárske vybavenie,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Q,L3810,Prevádz.a kanc.vyb.,Prevádzkové a kancelárske vybavenie,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Q,L3610,Prevádz.a kanc.vyb.,Prevádzkové a kancelárske vybavenie,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Q,N3000,Prevádz.a kanc.vyb.,Prevádzkové a kancelárske vybavenie,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Q,L3000,Prevádz.a kanc.vyb.,Prevádzkové a kancelárske vybavenie,,,,L,False,2021-07-27 03:11:23.530644+00:00
