mandt,spras,anlkl,txk20,txk50,txt50,txa50,xltxid,operation_flag,is_deleted,recordstamp
100,D,00005000,GWG,Geringwertige Wirtschaftsgüter,,,,I,False,2022-04-21 14:40:42.650360+00:00
100,E,00002000,Machinery,Machinery,,,,I,False,2022-04-21 14:40:42.650360+00:00
100,D,00001000,Grundstuecke,"Grundstuecke, grundstuecksgleiche Rechte",,,,I,False,2022-04-21 14:40:42.650360+00:00
100,D,00003200,EDV / Hardware,EDV / Hardware,,,,I,False,2022-04-21 14:40:42.650360+00:00
100,E,00007000,Formation expense,Formation expense,,,,I,False,2022-04-21 14:40:42.650360+00:00
100,E,00004001,Investment measure,AuC as investment measure,,,,I,False,2022-04-21 14:40:42.650360+00:00
100,E,00004000,Assets under const.,Assets under construction,,,,I,False,2022-04-21 14:40:42.650360+00:00
100,E,00003000,Fixtures & fittings,Fixtures and fittings,,,,I,False,2022-04-21 14:40:42.650360+00:00
100,D,00003000,Betr.-und Geschäfts.,Betriebs- und Geschäftsausstattung,,,,I,False,2022-04-21 14:40:42.650360+00:00
100,E,00005000,LVA,Low-value assets,,,,I,False,2022-04-21 14:40:42.650360+00:00
100,D,00003100,Fuhrpark,Fuhrpark,,,,I,False,2022-04-21 14:40:42.650360+00:00
100,D,00001100,Gebäude,Gebäude,,,,I,False,2022-04-21 14:40:42.650360+00:00
100,D,00008200,Goodwill,Goodwill,,,,I,False,2022-04-21 14:40:42.650360+00:00
100,E,00008200,Goodwill,Goodwill,,,,I,False,2022-04-21 14:40:42.650360+00:00
100,E,00003100,Vehicles,Vehicles,,,,I,False,2022-04-21 14:40:42.650360+00:00
100,E,00001100,Buildings,Buildings,,,,I,False,2022-04-21 14:40:42.650360+00:00
100,D,00002000,Maschinen,Maschinen,,,,I,False,2022-04-21 14:40:42.650360+00:00
100,E,00001000,Real estate,Real estate and similar rights,,,,I,False,2022-04-21 14:40:42.650360+00:00
100,D,00008000,Kunstobjekte,Kunstobjekte,,,,I,False,2022-04-21 14:40:42.650360+00:00
100,E,00003200,DP / Hardware,DP / Hardware,,,,I,False,2022-04-21 14:40:42.650360+00:00
100,D,00004000,Anlagen im Bau,Anlagen im Bau,,,,I,False,2022-04-21 14:40:42.650360+00:00
100,E,00008000,Objects of art,Objects of art,,,,I,False,2022-04-21 14:40:42.650360+00:00
100,D,00006000,Leasing (Oper.),Geleaste Anlagen (Operational Lease),,,,I,False,2022-04-21 14:40:42.650360+00:00
100,E,00006000,Leasing (oper.),Leased assets (operating lease),,,,I,False,2022-04-21 14:40:42.650360+00:00
100,D,00008100,Vorauszahlungen,Vorauszahlungen,,,,I,False,2022-04-21 14:40:42.650360+00:00
100,E,00008100,Advance payments,Advance payments,,,,I,False,2022-04-21 14:40:42.650360+00:00
100,D,00007000,Gründungsaufwand,Gründungsaufwand,,,,I,False,2022-04-21 14:40:42.650360+00:00
100,D,00006100,Leasing (Capital),Geleaste Anlagen (Capital Lease),,,,I,False,2022-04-21 14:40:42.650360+00:00
100,E,00006100,Leasing (capital),Leased assets (capital lease),,,,I,False,2022-04-21 14:40:42.650360+00:00
100,D,00004001,Investitionsmaßnahme,AiB als Investitionsmaßnahme,,,,I,False,2022-04-21 14:40:42.650360+00:00
000,D,00005000,GWG,Geringwertige Wirtschaftsgüter,,,,L,False,2022-01-31 20:41:43.517301+00:00
001,D,00005000,GWG,Geringwertige Wirtschaftsgüter,,,,L,False,2022-01-31 20:41:43.517301+00:00
050,D,00005000,GWG,Geringwertige Wirtschaftsgüter,,,,L,False,2022-01-31 20:41:43.517301+00:00
100,D,00005000,GWG,Geringwertige Wirtschaftsgüter,,,,L,False,2022-01-31 20:41:43.517301+00:00
200,D,00005000,GWG,Geringwertige Wirtschaftsgüter,,,,L,False,2022-01-31 20:41:43.517301+00:00
250,D,00005000,GWG,Geringwertige Wirtschaftsgüter,,,,L,False,2022-01-31 20:41:43.517301+00:00
000,E,00002000,Machinery,Machinery,,,,L,False,2022-01-31 20:41:43.517301+00:00
001,E,00002000,Machinery,Machinery,,,,L,False,2022-01-31 20:41:43.517301+00:00
050,E,00002000,Machinery,Machinery,,,,L,False,2022-01-31 20:41:43.517301+00:00
100,E,00002000,Machinery,Machinery,,,,L,False,2022-01-31 20:41:43.517301+00:00
200,E,00002000,Machinery,Machinery,,,,L,False,2022-01-31 20:41:43.517301+00:00
250,E,00002000,Machinery,Machinery,,,,L,False,2022-01-31 20:41:43.517301+00:00
000,D,00001000,Grundstuecke,"Grundstuecke, grundstuecksgleiche Rechte",,,,L,False,2022-01-31 20:41:43.517301+00:00
001,D,00001000,Grundstuecke,"Grundstuecke, grundstuecksgleiche Rechte",,,,L,False,2022-01-31 20:41:43.517301+00:00
050,D,00001000,Grundstuecke,"Grundstuecke, grundstuecksgleiche Rechte",,,,L,False,2022-01-31 20:41:43.517301+00:00
100,D,00001000,Grundstuecke,"Grundstuecke, grundstuecksgleiche Rechte",,,,L,False,2022-01-31 20:41:43.517301+00:00
200,D,00001000,Grundstuecke,"Grundstuecke, grundstuecksgleiche Rechte",,,,L,False,2022-01-31 20:41:43.517301+00:00
250,D,00001000,Grundstuecke,"Grundstuecke, grundstuecksgleiche Rechte",,,,L,False,2022-01-31 20:41:43.517301+00:00
000,D,00003200,EDV / Hardware,EDV / Hardware,,,,L,False,2022-01-31 20:41:43.517301+00:00
001,D,00003200,EDV / Hardware,EDV / Hardware,,,,L,False,2022-01-31 20:41:43.517301+00:00
050,D,00003200,EDV / Hardware,EDV / Hardware,,,,L,False,2022-01-31 20:41:43.517301+00:00
100,D,00003200,EDV / Hardware,EDV / Hardware,,,,L,False,2022-01-31 20:41:43.517301+00:00
200,D,00003200,EDV / Hardware,EDV / Hardware,,,,L,False,2022-01-31 20:41:43.517301+00:00
250,D,00003200,EDV / Hardware,EDV / Hardware,,,,L,False,2022-01-31 20:41:43.517301+00:00
000,E,00007000,Formation expense,Formation expense,,,,L,False,2022-01-31 20:41:43.517301+00:00
001,E,00007000,Formation expense,Formation expense,,,,L,False,2022-01-31 20:41:43.517301+00:00
050,E,00007000,Formation expense,Formation expense,,,,L,False,2022-01-31 20:41:43.517301+00:00
100,E,00007000,Formation expense,Formation expense,,,,L,False,2022-01-31 20:41:43.517301+00:00
200,E,00007000,Formation expense,Formation expense,,,,L,False,2022-01-31 20:41:43.517301+00:00
250,E,00007000,Formation expense,Formation expense,,,,L,False,2022-01-31 20:41:43.517301+00:00
000,E,00004001,Investment measure,AuC as investment measure,,,,L,False,2022-01-31 20:41:43.517301+00:00
001,E,00004001,Investment measure,AuC as investment measure,,,,L,False,2022-01-31 20:41:43.517301+00:00
050,E,00004001,Investment measure,AuC as investment measure,,,,L,False,2022-01-31 20:41:43.517301+00:00
100,E,00004001,Investment measure,AuC as investment measure,,,,L,False,2022-01-31 20:41:43.517301+00:00
200,E,00004001,Investment measure,AuC as investment measure,,,,L,False,2022-01-31 20:41:43.517301+00:00
250,E,00004001,Investment measure,AuC as investment measure,,,,L,False,2022-01-31 20:41:43.517301+00:00
000,E,00004000,Assets under const.,Assets under construction,,,,L,False,2022-01-31 20:41:43.517301+00:00
001,E,00004000,Assets under const.,Assets under construction,,,,L,False,2022-01-31 20:41:43.517301+00:00
050,E,00004000,Assets under const.,Assets under construction,,,,L,False,2022-01-31 20:41:43.517301+00:00
100,E,00004000,Assets under const.,Assets under construction,,,,L,False,2022-01-31 20:41:43.517301+00:00
200,E,00004000,Assets under const.,Assets under construction,,,,L,False,2022-01-31 20:41:43.517301+00:00
250,E,00004000,Assets under const.,Assets under construction,,,,L,False,2022-01-31 20:41:43.517301+00:00
000,E,00003000,Fixtures & fittings,Fixtures and fittings,,,,L,False,2022-01-31 20:41:43.517301+00:00
001,E,00003000,Fixtures & fittings,Fixtures and fittings,,,,L,False,2022-01-31 20:41:43.517301+00:00
050,E,00003000,Fixtures & fittings,Fixtures and fittings,,,,L,False,2022-01-31 20:41:43.517301+00:00
100,E,00003000,Fixtures & fittings,Fixtures and fittings,,,,L,False,2022-01-31 20:41:43.517301+00:00
200,E,00003000,Fixtures & fittings,Fixtures and fittings,,,,L,False,2022-01-31 20:41:43.517301+00:00
250,E,00003000,Fixtures & fittings,Fixtures and fittings,,,,L,False,2022-01-31 20:41:43.517301+00:00
000,D,00003000,Betr.-und Geschäfts.,Betriebs- und Geschäftsausstattung,,,,L,False,2022-01-31 20:41:43.517301+00:00
001,D,00003000,Betr.-und Geschäfts.,Betriebs- und Geschäftsausstattung,,,,L,False,2022-01-31 20:41:43.517301+00:00
050,D,00003000,Betr.-und Geschäfts.,Betriebs- und Geschäftsausstattung,,,,L,False,2022-01-31 20:41:43.517301+00:00
100,D,00003000,Betr.-und Geschäfts.,Betriebs- und Geschäftsausstattung,,,,L,False,2022-01-31 20:41:43.517301+00:00
200,D,00003000,Betr.-und Geschäfts.,Betriebs- und Geschäftsausstattung,,,,L,False,2022-01-31 20:41:43.517301+00:00
250,D,00003000,Betr.-und Geschäfts.,Betriebs- und Geschäftsausstattung,,,,L,False,2022-01-31 20:41:43.517301+00:00
000,E,00005000,LVA,Low-value assets,,,,L,False,2022-01-31 20:41:43.517301+00:00
001,E,00005000,LVA,Low-value assets,,,,L,False,2022-01-31 20:41:43.517301+00:00
050,E,00005000,LVA,Low-value assets,,,,L,False,2022-01-31 20:41:43.517301+00:00
100,E,00005000,LVA,Low-value assets,,,,L,False,2022-01-31 20:41:43.517301+00:00
200,E,00005000,LVA,Low-value assets,,,,L,False,2022-01-31 20:41:43.517301+00:00
250,E,00005000,LVA,Low-value assets,,,,L,False,2022-01-31 20:41:43.517301+00:00
000,D,00003100,Fuhrpark,Fuhrpark,,,,L,False,2022-01-31 20:41:43.517301+00:00
001,D,00003100,Fuhrpark,Fuhrpark,,,,L,False,2022-01-31 20:41:43.517301+00:00
050,D,00003100,Fuhrpark,Fuhrpark,,,,L,False,2022-01-31 20:41:43.517301+00:00
100,D,00003100,Fuhrpark,Fuhrpark,,,,L,False,2022-01-31 20:41:43.517301+00:00
200,D,00003100,Fuhrpark,Fuhrpark,,,,L,False,2022-01-31 20:41:43.517301+00:00
250,D,00003100,Fuhrpark,Fuhrpark,,,,L,False,2022-01-31 20:41:43.517301+00:00
000,D,00001100,Gebäude,Gebäude,,,,L,False,2022-01-31 20:41:43.517301+00:00
001,D,00001100,Gebäude,Gebäude,,,,L,False,2022-01-31 20:41:43.517301+00:00
050,D,00001100,Gebäude,Gebäude,,,,L,False,2022-01-31 20:41:43.517301+00:00
100,D,00001100,Gebäude,Gebäude,,,,L,False,2022-01-31 20:41:43.517301+00:00
200,D,00001100,Gebäude,Gebäude,,,,L,False,2022-01-31 20:41:43.517301+00:00
250,D,00001100,Gebäude,Gebäude,,,,L,False,2022-01-31 20:41:43.517301+00:00
000,D,00008200,Goodwill,Goodwill,,,,L,False,2022-01-31 20:41:43.517301+00:00
000,E,00008200,Goodwill,Goodwill,,,,L,False,2022-01-31 20:41:43.517301+00:00
001,D,00008200,Goodwill,Goodwill,,,,L,False,2022-01-31 20:41:43.517301+00:00
001,E,00008200,Goodwill,Goodwill,,,,L,False,2022-01-31 20:41:43.517301+00:00
050,D,00008200,Goodwill,Goodwill,,,,L,False,2022-01-31 20:41:43.517301+00:00
050,E,00008200,Goodwill,Goodwill,,,,L,False,2022-01-31 20:41:43.517301+00:00
100,D,00008200,Goodwill,Goodwill,,,,L,False,2022-01-31 20:41:43.517301+00:00
100,E,00008200,Goodwill,Goodwill,,,,L,False,2022-01-31 20:41:43.517301+00:00
200,D,00008200,Goodwill,Goodwill,,,,L,False,2022-01-31 20:41:43.517301+00:00
200,E,00008200,Goodwill,Goodwill,,,,L,False,2022-01-31 20:41:43.517301+00:00
250,D,00008200,Goodwill,Goodwill,,,,L,False,2022-01-31 20:41:43.517301+00:00
250,E,00008200,Goodwill,Goodwill,,,,L,False,2022-01-31 20:41:43.517301+00:00
000,E,00003100,Vehicles,Vehicles,,,,L,False,2022-01-31 20:41:43.517301+00:00
001,E,00003100,Vehicles,Vehicles,,,,L,False,2022-01-31 20:41:43.517301+00:00
050,E,00003100,Vehicles,Vehicles,,,,L,False,2022-01-31 20:41:43.517301+00:00
100,E,00003100,Vehicles,Vehicles,,,,L,False,2022-01-31 20:41:43.517301+00:00
200,E,00003100,Vehicles,Vehicles,,,,L,False,2022-01-31 20:41:43.517301+00:00
250,E,00003100,Vehicles,Vehicles,,,,L,False,2022-01-31 20:41:43.517301+00:00
000,E,00001100,Buildings,Buildings,,,,L,False,2022-01-31 20:41:43.517301+00:00
001,E,00001100,Buildings,Buildings,,,,L,False,2022-01-31 20:41:43.517301+00:00
050,E,00001100,Buildings,Buildings,,,,L,False,2022-01-31 20:41:43.517301+00:00
100,E,00001100,Buildings,Buildings,,,,L,False,2022-01-31 20:41:43.517301+00:00
200,E,00001100,Buildings,Buildings,,,,L,False,2022-01-31 20:41:43.517301+00:00
250,E,00001100,Buildings,Buildings,,,,L,False,2022-01-31 20:41:43.517301+00:00
000,D,00002000,Maschinen,Maschinen,,,,L,False,2022-01-31 20:41:43.517301+00:00
001,D,00002000,Maschinen,Maschinen,,,,L,False,2022-01-31 20:41:43.517301+00:00
050,D,00002000,Maschinen,Maschinen,,,,L,False,2022-01-31 20:41:43.517301+00:00
100,D,00002000,Maschinen,Maschinen,,,,L,False,2022-01-31 20:41:43.517301+00:00
200,D,00002000,Maschinen,Maschinen,,,,L,False,2022-01-31 20:41:43.517301+00:00
250,D,00002000,Maschinen,Maschinen,,,,L,False,2022-01-31 20:41:43.517301+00:00
000,E,00001000,Real estate,Real estate and similar rights,,,,L,False,2022-01-31 20:41:43.517301+00:00
001,E,00001000,Real estate,Real estate and similar rights,,,,L,False,2022-01-31 20:41:43.517301+00:00
050,E,00001000,Real estate,Real estate and similar rights,,,,L,False,2022-01-31 20:41:43.517301+00:00
100,E,00001000,Real estate,Real estate and similar rights,,,,L,False,2022-01-31 20:41:43.517301+00:00
200,E,00001000,Real estate,Real estate and similar rights,,,,L,False,2022-01-31 20:41:43.517301+00:00
250,E,00001000,Real estate,Real estate and similar rights,,,,L,False,2022-01-31 20:41:43.517301+00:00
000,D,00008000,Kunstobjekte,Kunstobjekte,,,,L,False,2022-01-31 20:41:43.517301+00:00
001,D,00008000,Kunstobjekte,Kunstobjekte,,,,L,False,2022-01-31 20:41:43.517301+00:00
050,D,00008000,Kunstobjekte,Kunstobjekte,,,,L,False,2022-01-31 20:41:43.517301+00:00
100,D,00008000,Kunstobjekte,Kunstobjekte,,,,L,False,2022-01-31 20:41:43.517301+00:00
200,D,00008000,Kunstobjekte,Kunstobjekte,,,,L,False,2022-01-31 20:41:43.517301+00:00
250,D,00008000,Kunstobjekte,Kunstobjekte,,,,L,False,2022-01-31 20:41:43.517301+00:00
000,E,00003200,DP / Hardware,DP / Hardware,,,,L,False,2022-01-31 20:41:43.517301+00:00
001,E,00003200,DP / Hardware,DP / Hardware,,,,L,False,2022-01-31 20:41:43.517301+00:00
050,E,00003200,DP / Hardware,DP / Hardware,,,,L,False,2022-01-31 20:41:43.517301+00:00
100,E,00003200,DP / Hardware,DP / Hardware,,,,L,False,2022-01-31 20:41:43.517301+00:00
200,E,00003200,DP / Hardware,DP / Hardware,,,,L,False,2022-01-31 20:41:43.517301+00:00
250,E,00003200,DP / Hardware,DP / Hardware,,,,L,False,2022-01-31 20:41:43.517301+00:00
000,D,00004000,Anlagen im Bau,Anlagen im Bau,,,,L,False,2022-01-31 20:41:43.517301+00:00
001,D,00004000,Anlagen im Bau,Anlagen im Bau,,,,L,False,2022-01-31 20:41:43.517301+00:00
050,D,00004000,Anlagen im Bau,Anlagen im Bau,,,,L,False,2022-01-31 20:41:43.517301+00:00
100,D,00004000,Anlagen im Bau,Anlagen im Bau,,,,L,False,2022-01-31 20:41:43.517301+00:00
200,D,00004000,Anlagen im Bau,Anlagen im Bau,,,,L,False,2022-01-31 20:41:43.517301+00:00
250,D,00004000,Anlagen im Bau,Anlagen im Bau,,,,L,False,2022-01-31 20:41:43.517301+00:00
000,E,00008000,Objects of art,Objects of art,,,,L,False,2022-01-31 20:41:43.517301+00:00
001,E,00008000,Objects of art,Objects of art,,,,L,False,2022-01-31 20:41:43.517301+00:00
050,E,00008000,Objects of art,Objects of art,,,,L,False,2022-01-31 20:41:43.517301+00:00
100,E,00008000,Objects of art,Objects of art,,,,L,False,2022-01-31 20:41:43.517301+00:00
200,E,00008000,Objects of art,Objects of art,,,,L,False,2022-01-31 20:41:43.517301+00:00
250,E,00008000,Objects of art,Objects of art,,,,L,False,2022-01-31 20:41:43.517301+00:00
000,D,00006000,Leasing (Oper.),Geleaste Anlagen (Operational Lease),,,,L,False,2022-01-31 20:41:43.517301+00:00
001,D,00006000,Leasing (Oper.),Geleaste Anlagen (Operational Lease),,,,L,False,2022-01-31 20:41:43.517301+00:00
050,D,00006000,Leasing (Oper.),Geleaste Anlagen (Operational Lease),,,,L,False,2022-01-31 20:41:43.517301+00:00
100,D,00006000,Leasing (Oper.),Geleaste Anlagen (Operational Lease),,,,L,False,2022-01-31 20:41:43.517301+00:00
200,D,00006000,Leasing (Oper.),Geleaste Anlagen (Operational Lease),,,,L,False,2022-01-31 20:41:43.517301+00:00
250,D,00006000,Leasing (Oper.),Geleaste Anlagen (Operational Lease),,,,L,False,2022-01-31 20:41:43.517301+00:00
000,E,00006000,Leasing (oper.),Leased assets (operating lease),,,,L,False,2022-01-31 20:41:43.517301+00:00
001,E,00006000,Leasing (oper.),Leased assets (operating lease),,,,L,False,2022-01-31 20:41:43.517301+00:00
050,E,00006000,Leasing (oper.),Leased assets (operating lease),,,,L,False,2022-01-31 20:41:43.517301+00:00
100,E,00006000,Leasing (oper.),Leased assets (operating lease),,,,L,False,2022-01-31 20:41:43.517301+00:00
200,E,00006000,Leasing (oper.),Leased assets (operating lease),,,,L,False,2022-01-31 20:41:43.517301+00:00
250,E,00006000,Leasing (oper.),Leased assets (operating lease),,,,L,False,2022-01-31 20:41:43.517301+00:00
000,D,00008100,Vorauszahlungen,Vorauszahlungen,,,,L,False,2022-01-31 20:41:43.517301+00:00
001,D,00008100,Vorauszahlungen,Vorauszahlungen,,,,L,False,2022-01-31 20:41:43.517301+00:00
050,D,00008100,Vorauszahlungen,Vorauszahlungen,,,,L,False,2022-01-31 20:41:43.517301+00:00
100,D,00008100,Vorauszahlungen,Vorauszahlungen,,,,L,False,2022-01-31 20:41:43.517301+00:00
200,D,00008100,Vorauszahlungen,Vorauszahlungen,,,,L,False,2022-01-31 20:41:43.517301+00:00
250,D,00008100,Vorauszahlungen,Vorauszahlungen,,,,L,False,2022-01-31 20:41:43.517301+00:00
000,E,00008100,Advance payments,Advance payments,,,,L,False,2022-01-31 20:41:43.517301+00:00
001,E,00008100,Advance payments,Advance payments,,,,L,False,2022-01-31 20:41:43.517301+00:00
050,E,00008100,Advance payments,Advance payments,,,,L,False,2022-01-31 20:41:43.517301+00:00
100,E,00008100,Advance payments,Advance payments,,,,L,False,2022-01-31 20:41:43.517301+00:00
200,E,00008100,Advance payments,Advance payments,,,,L,False,2022-01-31 20:41:43.517301+00:00
250,E,00008100,Advance payments,Advance payments,,,,L,False,2022-01-31 20:41:43.517301+00:00
000,D,00007000,Gründungsaufwand,Gründungsaufwand,,,,L,False,2022-01-31 20:41:43.517301+00:00
001,D,00007000,Gründungsaufwand,Gründungsaufwand,,,,L,False,2022-01-31 20:41:43.517301+00:00
050,D,00007000,Gründungsaufwand,Gründungsaufwand,,,,L,False,2022-01-31 20:41:43.517301+00:00
100,D,00007000,Gründungsaufwand,Gründungsaufwand,,,,L,False,2022-01-31 20:41:43.517301+00:00
200,D,00007000,Gründungsaufwand,Gründungsaufwand,,,,L,False,2022-01-31 20:41:43.517301+00:00
250,D,00007000,Gründungsaufwand,Gründungsaufwand,,,,L,False,2022-01-31 20:41:43.517301+00:00
000,D,00006100,Leasing (Capital),Geleaste Anlagen (Capital Lease),,,,L,False,2022-01-31 20:41:43.517301+00:00
001,D,00006100,Leasing (Capital),Geleaste Anlagen (Capital Lease),,,,L,False,2022-01-31 20:41:43.517301+00:00
050,D,00006100,Leasing (Capital),Geleaste Anlagen (Capital Lease),,,,L,False,2022-01-31 20:41:43.517301+00:00
100,D,00006100,Leasing (Capital),Geleaste Anlagen (Capital Lease),,,,L,False,2022-01-31 20:41:43.517301+00:00
200,D,00006100,Leasing (Capital),Geleaste Anlagen (Capital Lease),,,,L,False,2022-01-31 20:41:43.517301+00:00
250,D,00006100,Leasing (Capital),Geleaste Anlagen (Capital Lease),,,,L,False,2022-01-31 20:41:43.517301+00:00
000,E,00006100,Leasing (capital),Leased assets (capital lease),,,,L,False,2022-01-31 20:41:43.517301+00:00
001,E,00006100,Leasing (capital),Leased assets (capital lease),,,,L,False,2022-01-31 20:41:43.517301+00:00
050,E,00006100,Leasing (capital),Leased assets (capital lease),,,,L,False,2022-01-31 20:41:43.517301+00:00
100,E,00006100,Leasing (capital),Leased assets (capital lease),,,,L,False,2022-01-31 20:41:43.517301+00:00
200,E,00006100,Leasing (capital),Leased assets (capital lease),,,,L,False,2022-01-31 20:41:43.517301+00:00
250,E,00006100,Leasing (capital),Leased assets (capital lease),,,,L,False,2022-01-31 20:41:43.517301+00:00
000,D,00004001,Investitionsmaßnahme,AiB als Investitionsmaßnahme,,,,L,False,2022-01-31 20:41:43.517301+00:00
001,D,00004001,Investitionsmaßnahme,AiB als Investitionsmaßnahme,,,,L,False,2022-01-31 20:41:43.517301+00:00
050,D,00004001,Investitionsmaßnahme,AiB als Investitionsmaßnahme,,,,L,False,2022-01-31 20:41:43.517301+00:00
100,D,00004001,Investitionsmaßnahme,AiB als Investitionsmaßnahme,,,,L,False,2022-01-31 20:41:43.517301+00:00
200,D,00004001,Investitionsmaßnahme,AiB als Investitionsmaßnahme,,,,L,False,2022-01-31 20:41:43.517301+00:00
250,D,00004001,Investitionsmaßnahme,AiB als Investitionsmaßnahme,,,,L,False,2022-01-31 20:41:43.517301+00:00
800,1,00008200,商誉,商誉,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,2000D,机械,机械,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,2000R,机械,机械,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,00009360,机械,机械,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,00002000,机械,机械,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,00001100,建筑物,建筑物,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,00007000,开办费,开办费,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,00002200,组资产,China / 集团资产（仅限加拿大）,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,00008100,预付款,预付款,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,UT200,Eam 资产,Eam 资产,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,NLM002,模拟 auc,模拟 auc,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,00003200,DP / 硬件,DP / 硬件,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,00003100,交通工具,交通工具,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,N4001,投资计量,在建工程资产作为投资计量,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,IN9520,投资计量,Auc 作为投资度量,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,00004001,投资计量,在建工程资产作为投资计量,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,NLM001,投资计量,在建工程资产作为投资计量,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,00008000,艺术对象,艺术对象,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,L6100,租赁(营业),已租赁资产(营业性租赁),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,00006000,租赁(营业),已租赁资产(营业性租赁),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,00006100,租赁(资本),已租赁资产(资本租赁),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,00005000,低值易耗品,低值易耗品,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,L5100,低值易耗品,低值易耗品,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,L5000,低值易耗品,低值易耗品,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,IN1600,住宅建筑物,住宅建筑,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,IN2000,工厂与机器,工厂和机械,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,IN9500,Auc （汇总）,在建资产（汇总）,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,00004000,在建工程资产,在建工程资产,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,L4000,在建工程资产,在建工程资产,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,4000R&D,在建工程资产,在建工程资产,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,IN1800,建筑物的工厂,Factory buildings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,L2220,机器，直线法,Straight-line-depr 计算机上。,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,L2210,机器，直线法,Straight-line-depr 计算机上。,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,00002100,机器，直线法,Straight-line-depr 计算机上。,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,00002110,机器，直线法,Straight-line-depr 计算机上。,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,L2000,机器，直线法,Straight-line-depr 计算机上。,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,IN4000,家具和固定装置,Furniture and fixtures,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,IN1000,自由土地保有权,自由土地保有权,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,IN9510,Auc （单个项目）,在建资产（单个项目）,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,00005001,Lva （托收管理）。,低值资产（集中管理）,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,00001100,อาคาร,อาคาร,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,00008000,งานศิลปะ,งานศิลปะ,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,00003100,ยานพาหนะ,ยานพาหนะ,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,L6100,ลีสซิ่ง (Oper.),สินทรัพย์เช่า (operational lease),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,00006000,ลีสซิ่ง (Oper.),สินทรัพย์เช่า (operational lease),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,00003200,DP/ ฮาร์ดแวร์,DP/ ฮาร์ดแวร์,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,00006100,ลีสซิ่ง (Capital),สินทรัพย์เช่า (Capital Lease),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,00008200,ค่าความนิยม,ค่าความนิยม,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,00002000,เครื่องจักร,เครื่องจักร,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,00004001,มาตรการการลงทุน,สินทรัพย์ระหว่างก่อสร้างที่ถือเป็นมาตรวัดการลงทุน,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,N4001,มาตรการการลงทุน,สินทรัพย์ระหว่างก่อสร้างที่ถือเป็นมาตรวัดการลงทุน,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,L4000,ส/ทระหว่างก่อสร้าง,สินทรัพย์ระหว่างก่อสร้าง,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,00004000,ส/ทระหว่างก่อสร้าง,สินทรัพย์ระหว่างก่อสร้าง,,,,L,False,2021-07-27 03:11:23.530644+00:00
