mandt,spras,msehi,mseh3,mseh6,mseht,msehl,operation_flag,is_deleted,recordstamp
100,E,A,A,A,A,Ampere,L,False,2022-01-31 20:43:45.179325+00:00
200,D,A,A,A,A,Ampere,L,False,2022-01-31 20:43:45.179325+00:00
200,E,A,A,A,A,Ampere,L,False,2022-01-31 20:43:45.179325+00:00
250,D,A,A,A,A,Ampere,L,False,2022-01-31 20:43:45.179325+00:00
250,E,A,A,A,A,Ampere,L,False,2022-01-31 20:43:45.179325+00:00
800,3,A,A,A,A,암페어,L,False,2021-08-06 04:20:55.078954+00:00
200,V,A,A,A,A,Ampere,L,False,2021-08-06 04:20:55.078954+00:00
200,1,A,A,A,A,安培,L,False,2021-08-06 04:20:55.078954+00:00
800,1,A,A,A,A,安培,L,False,2021-08-06 04:20:55.078954+00:00
800,H,A,A,A,A,Amper,L,False,2021-08-06 04:20:55.078954+00:00
800,6,A,A,A,A,Amper,L,False,2021-08-06 04:20:55.078954+00:00
800,Q,A,A,A,A,Ampér,L,False,2021-08-06 04:20:55.078954+00:00
800,d,A,A,A,A,Amper,L,False,2021-08-06 04:20:55.078954+00:00
200,O,A,A,A,A,Ampere,L,False,2021-08-06 04:20:55.078954+00:00
200,H,A,A,A,A,Amper,L,False,2021-08-06 04:20:55.078954+00:00
200,T,A,A,A,A,Amper,L,False,2021-08-06 04:20:55.078954+00:00
200,U,A,A,A,A,Ampeeri,L,False,2021-08-06 04:20:55.078954+00:00
200,3,A,A,A,A,암페어,L,False,2021-08-06 04:20:55.078954+00:00
800,D,A,A,A,A,Ampere,L,False,2021-08-06 04:20:55.078954+00:00
200,G,A,A,A,A,Αμπέρ,L,False,2021-08-06 04:20:55.078954+00:00
800,I,A,A,A,A,Ampere,L,False,2021-08-06 04:20:55.078954+00:00
200,5,A,A,A,A,Amper,L,False,2021-08-06 04:20:55.078954+00:00
800,W,A,A,A,A,Ампер,L,False,2021-08-06 04:20:55.078954+00:00
800,G,A,A,A,A,Αμπέρ,L,False,2021-08-06 04:20:55.078954+00:00
200,C,A,A,A,A,Ampér,L,False,2021-08-06 04:20:55.078954+00:00
800,B,A,A,A,A,אמפר,L,False,2021-08-06 04:20:55.078954+00:00
800,K,A,A,A,A,Ampere,L,False,2021-08-06 04:20:55.078954+00:00
800,L,A,A,A,A,Amper,L,False,2021-08-06 04:20:55.078954+00:00
200,6,A,A,A,A,Amper,L,False,2021-08-06 04:20:55.078954+00:00
800,5,A,A,A,A,Amper,L,False,2021-08-06 04:20:55.078954+00:00
200,K,A,A,A,A,Ampere,L,False,2021-08-06 04:20:55.078954+00:00
200,2,A,A,A,A,แอมแปร์,L,False,2021-08-06 04:20:55.078954+00:00
800,4,A,A,A,A,Amper,L,False,2021-08-06 04:20:55.078954+00:00
800,O,A,A,A,A,Ampere,L,False,2021-08-06 04:20:55.078954+00:00
200,B,A,A,A,A,אמפר,L,False,2021-08-06 04:20:55.078954+00:00
800,2,A,A,A,A,แอมแปร์,L,False,2021-08-06 04:20:55.078954+00:00
800,C,A,A,A,A,Ampér,L,False,2021-08-06 04:20:55.078954+00:00
200,W,A,A,A,A,Ампер,L,False,2021-08-06 04:20:55.078954+00:00
200,I,A,A,A,A,Ampere,L,False,2021-08-06 04:20:55.078954+00:00
200,D,A,A,A,A,Ampere,L,False,2021-08-06 04:20:55.078954+00:00
200,L,A,A,A,A,Amper,L,False,2021-08-06 04:20:55.078954+00:00
200,Q,A,A,A,A,Ampér,L,False,2021-08-06 04:20:55.078954+00:00
200,d,A,A,A,A,Amper,L,False,2021-08-06 04:20:55.078954+00:00
800,V,A,A,A,A,Ampere,L,False,2021-08-06 04:20:55.078954+00:00
800,T,A,A,A,A,Amper,L,False,2021-08-06 04:20:55.078954+00:00
800,U,A,A,A,A,Ampeeri,L,False,2021-08-06 04:20:55.078954+00:00
200,4,A,A,A,A,Amper,L,False,2021-08-06 04:20:55.078954+00:00
800,M,A,A,安培,A,安培,L,False,2021-08-06 04:20:55.078954+00:00
200,M,A,A,安培,A,安培,L,False,2021-08-06 04:20:55.078954+00:00
200,N,A,A,A,Ampere,Ampere,L,False,2021-08-06 04:20:55.078954+00:00
800,Z,A,A,A,Ampere,Ampere,L,False,2021-08-06 04:20:55.078954+00:00
800,N,A,A,A,Ampere,Ampere,L,False,2021-08-06 04:20:55.078954+00:00
200,E,A,A,A,Ampere,Ampere,L,False,2021-08-06 04:20:55.078954+00:00
200,Z,A,A,A,Ampere,Ampere,L,False,2021-08-06 04:20:55.078954+00:00
800,E,A,A,A,Ampere,Ampere,L,False,2021-08-06 04:20:55.078954+00:00
800,S,A,A,A,Amperio,Amperio,L,False,2021-08-06 04:20:55.078954+00:00
200,S,A,A,A,Amperio,Amperio,L,False,2021-08-06 04:20:55.078954+00:00
200,F,A,A,A,Ampère,Ampère,L,False,2021-08-06 04:20:55.078954+00:00
800,F,A,A,A,Ampère,Ampère,L,False,2021-08-06 04:20:55.078954+00:00
200,P,A,A,A,Ampères,Ampères,L,False,2021-08-06 04:20:55.078954+00:00
800,P,A,A,A,Ampères,Ampères,L,False,2021-08-06 04:20:55.078954+00:00
200,R,A,A,А,Ампер,Ампер,L,False,2021-08-06 04:20:55.078954+00:00
800,R,A,A,А,Ампер,Ампер,L,False,2021-08-06 04:20:55.078954+00:00
200,J,A,A,A,アンペア,アンペア,L,False,2021-08-06 04:20:55.078954+00:00
800,J,A,A,A,アンペア,アンペア,L,False,2021-08-06 04:20:55.078954+00:00
200,J,C,C,C,摂氏,摂氏,L,False,2021-08-06 04:20:55.078954+00:00
800,J,C,C,C,摂氏,摂氏,L,False,2021-08-06 04:20:55.078954+00:00
800,3,C,C,C,Celsius,Degrees Celsius,L,False,2021-08-06 04:20:55.078954+00:00
800,N,C,C,C,Celsius,Graden Celsius,L,False,2021-08-06 04:20:55.078954+00:00
200,3,C,C,C,Celsius,Degrees Celsius,L,False,2021-08-06 04:20:55.078954+00:00
200,5,C,C,C,Celsius,Degrees Celsius,L,False,2021-08-06 04:20:55.078954+00:00
200,E,C,C,C,Celsius,Degrees Celsius,L,False,2021-08-06 04:20:55.078954+00:00
200,F,C,C,C,Celsius,Degré Celsius,L,False,2021-08-06 04:20:55.078954+00:00
200,4,C,C,C,Celsius,Degrees Celsius,L,False,2021-08-06 04:20:55.078954+00:00
200,N,C,C,C,Celsius,Graden Celsius,L,False,2021-08-06 04:20:55.078954+00:00
800,Z,C,C,C,Celsius,Degrees Celsius,L,False,2021-08-06 04:20:55.078954+00:00
200,d,C,C,C,Celsius,Degrees Celsius,L,False,2021-08-06 04:20:55.078954+00:00
800,d,C,C,C,Celsius,Degrees Celsius,L,False,2021-08-06 04:20:55.078954+00:00
800,D,C,C,C,Celsius,Grad Celsius,L,False,2021-08-06 04:20:55.078954+00:00
200,G,C,C,C,Celsius,Degrees Celsius,L,False,2021-08-06 04:20:55.078954+00:00
800,G,C,C,C,Celsius,Degrees Celsius,L,False,2021-08-06 04:20:55.078954+00:00
800,5,C,C,C,Celsius,Degrees Celsius,L,False,2021-08-06 04:20:55.078954+00:00
800,F,C,C,C,Celsius,Degré Celsius,L,False,2021-08-06 04:20:55.078954+00:00
200,Z,C,C,C,Celsius,Degrees Celsius,L,False,2021-08-06 04:20:55.078954+00:00
200,D,C,C,C,Celsius,Grad Celsius,L,False,2021-08-06 04:20:55.078954+00:00
800,W,C,C,C,Celsius,Degrees Celsius,L,False,2021-08-06 04:20:55.078954+00:00
800,6,C,C,C,Celsius,Degrees Celsius,L,False,2021-08-06 04:20:55.078954+00:00
800,4,C,C,C,Celsius,Degrees Celsius,L,False,2021-08-06 04:20:55.078954+00:00
200,W,C,C,C,Celsius,Degrees Celsius,L,False,2021-08-06 04:20:55.078954+00:00
200,6,C,C,C,Celsius,Degrees Celsius,L,False,2021-08-06 04:20:55.078954+00:00
800,E,C,C,C,Celsius,Degrees Celsius,L,False,2021-08-06 04:20:55.078954+00:00
200,P,C,C,C,Graus cent,Grau centígrado,L,False,2021-08-06 04:20:55.078954+00:00
800,P,C,C,C,Graus cent,Grau centígrado,L,False,2021-08-06 04:20:55.078954+00:00
800,S,C,C,C,Centígrado,Grado centígrado,L,False,2021-08-06 04:20:55.078954+00:00
200,S,C,C,C,Centígrado,Grado centígrado,L,False,2021-08-06 04:20:55.078954+00:00
000,D,F,F,F,F,Farad,L,False,2022-01-31 20:43:45.179325+00:00
000,E,F,F,F,F,Farad,L,False,2022-01-31 20:43:45.179325+00:00
001,D,F,F,F,F,Farad,L,False,2022-01-31 20:43:45.179325+00:00
001,E,F,F,F,F,Farad,L,False,2022-01-31 20:43:45.179325+00:00
050,D,F,F,F,F,Farad,L,False,2022-01-31 20:43:45.179325+00:00
050,E,F,F,F,F,Farad,L,False,2022-01-31 20:43:45.179325+00:00
100,D,F,F,F,F,Farad,L,False,2022-01-31 20:43:45.179325+00:00
100,E,F,F,F,F,Farad,L,False,2022-01-31 20:43:45.179325+00:00
200,D,F,F,F,F,Farad,L,False,2022-01-31 20:43:45.179325+00:00
200,E,F,F,F,F,Farad,L,False,2022-01-31 20:43:45.179325+00:00
250,D,F,F,F,F,Farad,L,False,2022-01-31 20:43:45.179325+00:00
250,E,F,F,F,F,Farad,L,False,2022-01-31 20:43:45.179325+00:00
800,2,F,F,F,F,ฟาเรด,L,False,2021-08-06 04:20:55.078954+00:00
200,4,F,F,F,F,Farad,L,False,2021-08-06 04:20:55.078954+00:00
200,1,F,F,F,F,法拉,L,False,2021-08-06 04:20:55.078954+00:00
200,U,F,F,F,F,Faradi,L,False,2021-08-06 04:20:55.078954+00:00
200,2,F,F,F,F,ฟาเรด,L,False,2021-08-06 04:20:55.078954+00:00
200,D,F,F,F,F,Farad,L,False,2021-08-06 04:20:55.078954+00:00
200,M,F,F,F,F,法拉,L,False,2021-08-06 04:20:55.078954+00:00
800,M,F,F,F,F,法拉,L,False,2021-08-06 04:20:55.078954+00:00
200,6,F,F,F,F,Farad,L,False,2021-08-06 04:20:55.078954+00:00
200,I,F,F,F,F,Farad,L,False,2021-08-06 04:20:55.078954+00:00
800,4,F,F,F,F,Farad,L,False,2021-08-06 04:20:55.078954+00:00
800,d,F,F,F,F,Farad,L,False,2021-08-06 04:20:55.078954+00:00
200,O,F,F,F,F,Farad,L,False,2021-08-06 04:20:55.078954+00:00
200,5,F,F,F,F,Farad,L,False,2021-08-06 04:20:55.078954+00:00
200,B,F,F,F,F,פאראד,L,False,2021-08-06 04:20:55.078954+00:00
200,T,F,F,F,F,Farad,L,False,2021-08-06 04:20:55.078954+00:00
200,V,F,F,F,F,Farad,L,False,2021-08-06 04:20:55.078954+00:00
200,Q,F,F,F,F,Farad,L,False,2021-08-06 04:20:55.078954+00:00
800,1,F,F,F,F,法拉,L,False,2021-08-06 04:20:55.078954+00:00
200,G,F,F,F,F,Φαράντ,L,False,2021-08-06 04:20:55.078954+00:00
200,F,F,F,F,F,farad,L,False,2021-08-06 04:20:55.078954+00:00
800,G,F,F,F,F,Φαράντ,L,False,2021-08-06 04:20:55.078954+00:00
800,K,F,F,F,F,Farad,L,False,2021-08-06 04:20:55.078954+00:00
800,V,F,F,F,F,Farad,L,False,2021-08-06 04:20:55.078954+00:00
200,L,F,F,F,F,Farad,L,False,2021-08-06 04:20:55.078954+00:00
800,3,F,F,F,F,패럿,L,False,2021-08-06 04:20:55.078954+00:00
800,S,F,F,F,F,Faradio,L,False,2021-08-06 04:20:55.078954+00:00
200,3,F,F,F,F,패럿,L,False,2021-08-06 04:20:55.078954+00:00
200,W,F,F,F,F,Фарад,L,False,2021-08-06 04:20:55.078954+00:00
200,S,F,F,F,F,Faradio,L,False,2021-08-06 04:20:55.078954+00:00
200,K,F,F,F,F,Farad,L,False,2021-08-06 04:20:55.078954+00:00
200,C,F,F,F,F,Farad,L,False,2021-08-06 04:20:55.078954+00:00
800,Q,F,F,F,F,Farad,L,False,2021-08-06 04:20:55.078954+00:00
800,U,F,F,F,F,Faradi,L,False,2021-08-06 04:20:55.078954+00:00
800,B,F,F,F,F,פאראד,L,False,2021-08-06 04:20:55.078954+00:00
800,F,F,F,F,F,farad,L,False,2021-08-06 04:20:55.078954+00:00
800,L,F,F,F,F,Farad,L,False,2021-08-06 04:20:55.078954+00:00
800,W,F,F,F,F,Фарад,L,False,2021-08-06 04:20:55.078954+00:00
800,6,F,F,F,F,Farad,L,False,2021-08-06 04:20:55.078954+00:00
800,T,F,F,F,F,Farad,L,False,2021-08-06 04:20:55.078954+00:00
800,D,F,F,F,F,Farad,L,False,2021-08-06 04:20:55.078954+00:00
800,C,F,F,F,F,Farad,L,False,2021-08-06 04:20:55.078954+00:00
800,O,F,F,F,F,Farad,L,False,2021-08-06 04:20:55.078954+00:00
800,5,F,F,F,F,Farad,L,False,2021-08-06 04:20:55.078954+00:00
800,I,F,F,F,F,Farad,L,False,2021-08-06 04:20:55.078954+00:00
200,d,F,F,F,F,Farad,L,False,2021-08-06 04:20:55.078954+00:00
800,N,F,F,Feet,Feet,Feet,L,False,2021-08-06 04:20:55.078954+00:00
200,N,F,F,Feet,Feet,Feet,L,False,2021-08-06 04:20:55.078954+00:00
200,H,F,F.,F.,F.,Farad,L,False,2021-08-06 04:20:55.078954+00:00
800,H,F,F.,F.,F.,Farad,L,False,2021-08-06 04:20:55.078954+00:00
000,E,G,G,g,g,Gram,L,False,2022-01-31 20:43:45.179325+00:00
001,E,G,G,g,g,Gram,L,False,2022-01-31 20:43:45.179325+00:00
050,E,G,G,g,g,Gram,L,False,2022-01-31 20:43:45.179325+00:00
100,E,G,G,g,g,Gram,L,False,2022-01-31 20:43:45.179325+00:00
200,E,G,G,g,g,Gram,L,False,2022-01-31 20:43:45.179325+00:00
250,E,G,G,g,g,Gram,L,False,2022-01-31 20:43:45.179325+00:00
000,D,G,G,g,g,Gramm,L,False,2022-01-31 20:43:45.179325+00:00
001,D,G,G,g,g,Gramm,L,False,2022-01-31 20:43:45.179325+00:00
050,D,G,G,g,g,Gramm,L,False,2022-01-31 20:43:45.179325+00:00
100,D,G,G,g,g,Gramm,L,False,2022-01-31 20:43:45.179325+00:00
200,D,G,G,g,g,Gramm,L,False,2022-01-31 20:43:45.179325+00:00
250,D,G,G,g,g,Gramm,L,False,2022-01-31 20:43:45.179325+00:00
200,U,G,G,g,g,Gramma,L,False,2021-08-06 04:20:55.078954+00:00
800,O,G,G,g,g,Gram,L,False,2021-08-06 04:20:55.078954+00:00
800,C,G,G,g,g,Gram,L,False,2021-08-06 04:20:55.078954+00:00
800,I,G,G,g,g,Grammo,L,False,2021-08-06 04:20:55.078954+00:00
200,O,G,G,g,g,Gram,L,False,2021-08-06 04:20:55.078954+00:00
800,3,G,G,g,g,Gram,L,False,2021-08-06 04:20:55.078954+00:00
800,G,G,G,g,g,Γραμμάριο,L,False,2021-08-06 04:20:55.078954+00:00
200,d,G,G,g,g,Gram,L,False,2021-08-06 04:20:55.078954+00:00
200,5,G,G,g,g,Gram,L,False,2021-08-06 04:20:55.078954+00:00
200,H,G,G,g,g,Gramm,L,False,2021-08-06 04:20:55.078954+00:00
800,d,G,G,g,g,Gram,L,False,2021-08-06 04:20:55.078954+00:00
800,4,G,G,g,g,Gram,L,False,2021-08-06 04:20:55.078954+00:00
800,U,G,G,g,g,Gramma,L,False,2021-08-06 04:20:55.078954+00:00
800,H,G,G,g,g,Gramm,L,False,2021-08-06 04:20:55.078954+00:00
200,I,G,G,g,g,Grammo,L,False,2021-08-06 04:20:55.078954+00:00
200,K,G,G,g,g,Gram,L,False,2021-08-06 04:20:55.078954+00:00
200,V,G,G,g,g,Gram,L,False,2021-08-06 04:20:55.078954+00:00
200,Q,G,G,g,g,Gram,L,False,2021-08-06 04:20:55.078954+00:00
800,6,G,G,g,g,Gram,L,False,2021-08-06 04:20:55.078954+00:00
200,4,G,G,g,g,Gram,L,False,2021-08-06 04:20:55.078954+00:00
800,Q,G,G,g,g,Gram,L,False,2021-08-06 04:20:55.078954+00:00
800,K,G,G,g,g,Gram,L,False,2021-08-06 04:20:55.078954+00:00
800,V,G,G,g,g,Gram,L,False,2021-08-06 04:20:55.078954+00:00
200,3,G,G,g,g,Gram,L,False,2021-08-06 04:20:55.078954+00:00
200,G,G,G,g,g,Γραμμάριο,L,False,2021-08-06 04:20:55.078954+00:00
200,6,G,G,g,g,Gram,L,False,2021-08-06 04:20:55.078954+00:00
200,L,G,G,g,g,Gram,L,False,2021-08-06 04:20:55.078954+00:00
800,L,G,G,g,g,Gram,L,False,2021-08-06 04:20:55.078954+00:00
200,C,G,G,g,g,Gram,L,False,2021-08-06 04:20:55.078954+00:00
800,5,G,G,g,g,Gram,L,False,2021-08-06 04:20:55.078954+00:00
800,B,G,G,ג,ג,גרם,L,False,2021-08-06 04:20:55.078954+00:00
200,B,G,G,ג,ג,גרם,L,False,2021-08-06 04:20:55.078954+00:00
800,M,G,G,克,克,克,L,False,2021-08-06 04:20:55.078954+00:00
200,M,G,G,克,克,克,L,False,2021-08-06 04:20:55.078954+00:00
200,1,G,G,克,克,克,L,False,2021-08-06 04:20:55.078954+00:00
800,1,G,G,克,克,克,L,False,2021-08-06 04:20:55.078954+00:00
200,N,G,G,g,Gram,Gram,L,False,2021-08-06 04:20:55.078954+00:00
800,N,G,G,g,Gram,Gram,L,False,2021-08-06 04:20:55.078954+00:00
200,Z,G,G,g,Gram,Gram,L,False,2021-08-06 04:20:55.078954+00:00
800,Z,G,G,g,Gram,Gram,L,False,2021-08-06 04:20:55.078954+00:00
200,E,G,G,g,gram,Gram,L,False,2021-08-06 04:20:55.078954+00:00
800,E,G,G,g,gram,Gram,L,False,2021-08-06 04:20:55.078954+00:00
800,D,G,G,Gramm,Gramm,Gramm,L,False,2021-08-06 04:20:55.078954+00:00
200,D,G,G,Gramm,Gramm,Gramm,L,False,2021-08-06 04:20:55.078954+00:00
200,S,G,G,Gramo,Gramo,Gramo,L,False,2021-08-06 04:20:55.078954+00:00
800,S,G,G,Gramo,Gramo,Gramo,L,False,2021-08-06 04:20:55.078954+00:00
200,P,G,G,g,Gramas,Grama,L,False,2021-08-06 04:20:55.078954+00:00
800,P,G,G,g,Gramas,Grama,L,False,2021-08-06 04:20:55.078954+00:00
200,F,G,G,g,Gramme,Gramme,L,False,2021-08-06 04:20:55.078954+00:00
800,F,G,G,g,Gramme,Gramme,L,False,2021-08-06 04:20:55.078954+00:00
200,J,G,G,g,グラム,グラム,L,False,2021-08-06 04:20:55.078954+00:00
800,J,G,G,g,グラム,グラム,L,False,2021-08-06 04:20:55.078954+00:00
200,R,G,G,гр,грамм,Грамм,L,False,2021-08-06 04:20:55.078954+00:00
800,R,G,G,гр,грамм,Грамм,L,False,2021-08-06 04:20:55.078954+00:00
200,2,G,G,กรัม,กรัม,กรัม,L,False,2021-08-06 04:20:55.078954+00:00
800,2,G,G,กรัม,กรัม,กรัม,L,False,2021-08-06 04:20:55.078954+00:00
800,T,G,GR,gr,gr,Gram,L,False,2021-08-06 04:20:55.078954+00:00
200,T,G,GR,gr,gr,Gram,L,False,2021-08-06 04:20:55.078954+00:00
800,W,G,Г,г,г,Грам,L,False,2021-08-06 04:20:55.078954+00:00
200,W,G,Г,г,г,Грам,L,False,2021-08-06 04:20:55.078954+00:00
000,E,H,H,h,Hour,Hour,L,False,2022-01-31 20:43:45.179325+00:00
001,E,H,H,h,Hour,Hour,L,False,2022-01-31 20:43:45.179325+00:00
050,E,H,H,h,Hour,Hour,L,False,2022-01-31 20:43:45.179325+00:00
100,E,H,H,h,Hour,Hour,L,False,2022-01-31 20:43:45.179325+00:00
200,E,H,H,h,Hour,Hour,L,False,2022-01-31 20:43:45.179325+00:00
250,E,H,H,h,Hour,Hour,L,False,2022-01-31 20:43:45.179325+00:00
000,D,H,H,h,Stunde,Stunde,L,False,2022-01-31 20:43:45.179325+00:00
001,D,H,H,h,Stunde,Stunde,L,False,2022-01-31 20:43:45.179325+00:00
050,D,H,H,h,Stunde,Stunde,L,False,2022-01-31 20:43:45.179325+00:00
100,D,H,H,h,Stunde,Stunde,L,False,2022-01-31 20:43:45.179325+00:00
200,D,H,H,h,Stunde,Stunde,L,False,2022-01-31 20:43:45.179325+00:00
250,D,H,H,h,Stunde,Stunde,L,False,2022-01-31 20:43:45.179325+00:00
200,M,H,H,h,h,小時,L,False,2021-08-06 04:20:55.078954+00:00
800,M,H,H,h,h,小時,L,False,2021-08-06 04:20:55.078954+00:00
800,Q,H,H,h,h,Hodina,L,False,2021-08-06 04:20:55.078954+00:00
200,L,H,H,h,h,Godzina,L,False,2021-08-06 04:20:55.078954+00:00
800,L,H,H,h,h,Godzina,L,False,2021-08-06 04:20:55.078954+00:00
800,H,H,H,h,h,Óra,L,False,2021-08-06 04:20:55.078954+00:00
800,V,H,H,h,h,Timme,L,False,2021-08-06 04:20:55.078954+00:00
200,V,H,H,h,h,Timme,L,False,2021-08-06 04:20:55.078954+00:00
200,Q,H,H,h,h,Hodina,L,False,2021-08-06 04:20:55.078954+00:00
800,T,H,H,h,h,Saat,L,False,2021-08-06 04:20:55.078954+00:00
200,T,H,H,h,h,Saat,L,False,2021-08-06 04:20:55.078954+00:00
200,H,H,H,h,h,Óra,L,False,2021-08-06 04:20:55.078954+00:00
200,I,H,H,h,Ora,Ora,L,False,2021-08-06 04:20:55.078954+00:00
800,I,H,H,h,Ora,Ora,L,False,2021-08-06 04:20:55.078954+00:00
800,d,H,H,h,Sat,Sat,L,False,2021-08-06 04:20:55.078954+00:00
200,d,H,H,h,Sat,Sat,L,False,2021-08-06 04:20:55.078954+00:00
200,6,H,H,h,Sat,Sat,L,False,2021-08-06 04:20:55.078954+00:00
800,6,H,H,h,Sat,Sat,L,False,2021-08-06 04:20:55.078954+00:00
200,5,H,H,h,Ura,Ura,L,False,2021-08-06 04:20:55.078954+00:00
800,5,H,H,h,Ura,Ura,L,False,2021-08-06 04:20:55.078954+00:00
200,S,H,H,h,Hora,Hora,L,False,2021-08-06 04:20:55.078954+00:00
800,S,H,H,h,Hora,Hora,L,False,2021-08-06 04:20:55.078954+00:00
800,P,H,H,h,Hora,Hora,L,False,2021-08-06 04:20:55.078954+00:00
200,P,H,H,h,Hora,Hora,L,False,2021-08-06 04:20:55.078954+00:00
800,E,H,H,h,Hour,Hour,L,False,2021-08-06 04:20:55.078954+00:00
800,Z,H,H,h,Hour,Hour,L,False,2021-08-06 04:20:55.078954+00:00
200,Z,H,H,h,Hour,Hour,L,False,2021-08-06 04:20:55.078954+00:00
200,E,H,H,h,Hour,Hour,L,False,2021-08-06 04:20:55.078954+00:00
800,K,H,H,h,Time,Time,L,False,2021-08-06 04:20:55.078954+00:00
200,K,H,H,h,Time,Time,L,False,2021-08-06 04:20:55.078954+00:00
200,F,H,H,h,Heure,Heure,L,False,2021-08-06 04:20:55.078954+00:00
800,F,H,H,h,Heure,Heure,L,False,2021-08-06 04:20:55.078954+00:00
200,U,H,H,h,Tunti,Tunti,L,False,2021-08-06 04:20:55.078954+00:00
800,U,H,H,h,Tunti,Tunti,L,False,2021-08-06 04:20:55.078954+00:00
800,C,H,H,h,Hodina,Hodina,L,False,2021-08-06 04:20:55.078954+00:00
200,C,H,H,h,Hodina,Hodina,L,False,2021-08-06 04:20:55.078954+00:00
800,D,H,H,h,Stunde,Stunde,L,False,2021-08-06 04:20:55.078954+00:00
200,D,H,H,h,Stunde,Stunde,L,False,2021-08-06 04:20:55.078954+00:00
800,R,H,H,ч,Час,Час,L,False,2021-08-06 04:20:55.078954+00:00
200,R,H,H,ч,Час,Час,L,False,2021-08-06 04:20:55.078954+00:00
200,B,H,H,ש,שעה,שעה,L,False,2021-08-06 04:20:55.078954+00:00
800,B,H,H,ש,שעה,שעה,L,False,2021-08-06 04:20:55.078954+00:00
200,3,H,H,h,시간,시간,L,False,2021-08-06 04:20:55.078954+00:00
800,3,H,H,h,시간,시간,L,False,2021-08-06 04:20:55.078954+00:00
200,2,H,H,h,ชั่วโมง,ชั่วโมง,L,False,2021-08-06 04:20:55.078954+00:00
800,2,H,H,h,ชั่วโมง,ชั่วโมง,L,False,2021-08-06 04:20:55.078954+00:00
200,4,H,O,o,Oră,Oră,L,False,2021-08-06 04:20:55.078954+00:00
800,4,H,O,o,Oră,Oră,L,False,2021-08-06 04:20:55.078954+00:00
200,O,H,T,t,Time,Time,L,False,2021-08-06 04:20:55.078954+00:00
800,O,H,T,t,Time,Time,L,False,2021-08-06 04:20:55.078954+00:00
800,N,H,U,u,Uur,Uur,L,False,2021-08-06 04:20:55.078954+00:00
200,N,H,U,u,Uur,Uur,L,False,2021-08-06 04:20:55.078954+00:00
800,G,H,Η,h,Ωρα,Ωρα,L,False,2021-08-06 04:20:55.078954+00:00
200,G,H,Η,h,Ωρα,Ωρα,L,False,2021-08-06 04:20:55.078954+00:00
800,W,H,П,h,Час,Час,L,False,2021-08-06 04:20:55.078954+00:00
200,W,H,П,h,Час,Час,L,False,2021-08-06 04:20:55.078954+00:00
200,1,H,小时,小时,小时,小时,L,False,2021-08-06 04:20:55.078954+00:00
800,1,H,小时,小时,小时,小时,L,False,2021-08-06 04:20:55.078954+00:00
800,J,H,時間,時間,時間,時間,L,False,2021-08-06 04:20:55.078954+00:00
200,J,H,時間,時間,時間,時間,L,False,2021-08-06 04:20:55.078954+00:00
000,D,J,J,J,J,Joule,L,False,2022-01-31 20:43:45.179325+00:00
000,E,J,J,J,J,Joule,L,False,2022-01-31 20:43:45.179325+00:00
001,D,J,J,J,J,Joule,L,False,2022-01-31 20:43:45.179325+00:00
001,E,J,J,J,J,Joule,L,False,2022-01-31 20:43:45.179325+00:00
050,D,J,J,J,J,Joule,L,False,2022-01-31 20:43:45.179325+00:00
050,E,J,J,J,J,Joule,L,False,2022-01-31 20:43:45.179325+00:00
100,D,J,J,J,J,Joule,L,False,2022-01-31 20:43:45.179325+00:00
100,E,J,J,J,J,Joule,L,False,2022-01-31 20:43:45.179325+00:00
200,D,J,J,J,J,Joule,L,False,2022-01-31 20:43:45.179325+00:00
200,E,J,J,J,J,Joule,L,False,2022-01-31 20:43:45.179325+00:00
250,D,J,J,J,J,Joule,L,False,2022-01-31 20:43:45.179325+00:00
250,E,J,J,J,J,Joule,L,False,2022-01-31 20:43:45.179325+00:00
800,H,J,J,J,J,Joule,L,False,2021-08-06 04:20:55.078954+00:00
800,T,J,J,J,J,Jul,L,False,2021-08-06 04:20:55.078954+00:00
800,1,J,J,J,J,焦耳,L,False,2021-08-06 04:20:55.078954+00:00
800,d,J,J,J,J,Džul,L,False,2021-08-06 04:20:55.078954+00:00
200,d,J,J,J,J,Džul,L,False,2021-08-06 04:20:55.078954+00:00
800,O,J,J,J,J,Joule,L,False,2021-08-06 04:20:55.078954+00:00
200,I,J,J,J,J,Joule,L,False,2021-08-06 04:20:55.078954+00:00
800,I,J,J,J,J,Joule,L,False,2021-08-06 04:20:55.078954+00:00
800,2,J,J,J,J,จูล,L,False,2021-08-06 04:20:55.078954+00:00
800,4,J,J,J,J,Joule,L,False,2021-08-06 04:20:55.078954+00:00
200,D,J,J,J,J,Joule,L,False,2021-08-06 04:20:55.078954+00:00
800,K,J,J,J,J,Joule,L,False,2021-08-06 04:20:55.078954+00:00
800,F,J,J,J,J,Joule,L,False,2021-08-06 04:20:55.078954+00:00
800,Q,J,J,J,J,Joule,L,False,2021-08-06 04:20:55.078954+00:00
200,6,J,J,J,J,Jul,L,False,2021-08-06 04:20:55.078954+00:00
200,4,J,J,J,J,Joule,L,False,2021-08-06 04:20:55.078954+00:00
200,P,J,J,J,J,Joule,L,False,2021-08-06 04:20:55.078954+00:00
200,W,J,J,J,J,Джаул,L,False,2021-08-06 04:20:55.078954+00:00
200,1,J,J,J,J,焦耳,L,False,2021-08-06 04:20:55.078954+00:00
