mandt,spras,waers,ltext,ktext,operation_flag,is_deleted,recordstamp
001,E,GRD,Greek Drachma (Old --> EUR),Drachma,L,False,2022-01-31 20:43:53.037378+00:00
050,E,GRD,Greek Drachma (Old --> EUR),Drachma,L,False,2022-01-31 20:43:53.037378+00:00
100,E,GRD,Greek Drachma (Old --> EUR),Drachma,L,False,2022-01-31 20:43:53.037378+00:00
200,E,GRD,Greek Drachma (Old --> EUR),Drachma,L,False,2022-01-31 20:43:53.037378+00:00
250,E,GRD,Greek Drachma (Old --> EUR),Drachma,L,False,2022-01-31 20:43:53.037378+00:00
000,D,GRD,Griechische Drachme  (alt --> EUR),Drachme,L,False,2022-01-31 20:43:53.037378+00:00
001,D,GRD,Griechische Drachme  (alt --> EUR),Drachme,L,False,2022-01-31 20:43:53.037378+00:00
050,D,GRD,Griechische Drachme  (alt --> EUR),Drachme,L,False,2022-01-31 20:43:53.037378+00:00
100,D,GRD,Griechische Drachme  (alt --> EUR),Drachme,L,False,2022-01-31 20:43:53.037378+00:00
200,D,GRD,Griechische Drachme  (alt --> EUR),Drachme,L,False,2022-01-31 20:43:53.037378+00:00
250,D,GRD,Griechische Drachme  (alt --> EUR),Drachme,L,False,2022-01-31 20:43:53.037378+00:00
000,D,PTE,Portugiesische Escudos  (alt --> EUR),Escudos,L,False,2022-01-31 20:43:53.037378+00:00
001,D,PTE,Portugiesische Escudos  (alt --> EUR),Escudos,L,False,2022-01-31 20:43:53.037378+00:00
050,D,PTE,Portugiesische Escudos  (alt --> EUR),Escudos,L,False,2022-01-31 20:43:53.037378+00:00
100,D,PTE,Portugiesische Escudos  (alt --> EUR),Escudos,L,False,2022-01-31 20:43:53.037378+00:00
200,D,PTE,Portugiesische Escudos  (alt --> EUR),Escudos,L,False,2022-01-31 20:43:53.037378+00:00
250,D,PTE,Portugiesische Escudos  (alt --> EUR),Escudos,L,False,2022-01-31 20:43:53.037378+00:00
000,E,PYG,Paraguayan Guarani,Guarani,L,False,2022-01-31 20:43:53.037378+00:00
001,E,PYG,Paraguayan Guarani,Guarani,L,False,2022-01-31 20:43:53.037378+00:00
050,E,PYG,Paraguayan Guarani,Guarani,L,False,2022-01-31 20:43:53.037378+00:00
100,E,PYG,Paraguayan Guarani,Guarani,L,False,2022-01-31 20:43:53.037378+00:00
200,E,PYG,Paraguayan Guarani,Guarani,L,False,2022-01-31 20:43:53.037378+00:00
250,E,PYG,Paraguayan Guarani,Guarani,L,False,2022-01-31 20:43:53.037378+00:00
000,D,PYG,Paraguayische Guarani,Guarani,L,False,2022-01-31 20:43:53.037378+00:00
001,D,PYG,Paraguayische Guarani,Guarani,L,False,2022-01-31 20:43:53.037378+00:00
050,D,PYG,Paraguayische Guarani,Guarani,L,False,2022-01-31 20:43:53.037378+00:00
100,D,PYG,Paraguayische Guarani,Guarani,L,False,2022-01-31 20:43:53.037378+00:00
200,D,PYG,Paraguayische Guarani,Guarani,L,False,2022-01-31 20:43:53.037378+00:00
250,D,PYG,Paraguayische Guarani,Guarani,L,False,2022-01-31 20:43:53.037378+00:00
000,E,NLG,Dutch Guilder (Old --> EUR),Guilder,L,False,2022-01-31 20:43:53.037378+00:00
001,E,NLG,Dutch Guilder (Old --> EUR),Guilder,L,False,2022-01-31 20:43:53.037378+00:00
050,E,NLG,Dutch Guilder (Old --> EUR),Guilder,L,False,2022-01-31 20:43:53.037378+00:00
100,E,NLG,Dutch Guilder (Old --> EUR),Guilder,L,False,2022-01-31 20:43:53.037378+00:00
200,E,NLG,Dutch Guilder (Old --> EUR),Guilder,L,False,2022-01-31 20:43:53.037378+00:00
250,E,NLG,Dutch Guilder (Old --> EUR),Guilder,L,False,2022-01-31 20:43:53.037378+00:00
000,E,UAH,Ukraine Hryvnia,Hryvnia,L,False,2022-01-31 20:43:53.037378+00:00
001,E,UAH,Ukraine Hryvnia,Hryvnia,L,False,2022-01-31 20:43:53.037378+00:00
050,E,UAH,Ukraine Hryvnia,Hryvnia,L,False,2022-01-31 20:43:53.037378+00:00
100,E,UAH,Ukraine Hryvnia,Hryvnia,L,False,2022-01-31 20:43:53.037378+00:00
200,E,UAH,Ukraine Hryvnia,Hryvnia,L,False,2022-01-31 20:43:53.037378+00:00
250,E,UAH,Ukraine Hryvnia,Hryvnia,L,False,2022-01-31 20:43:53.037378+00:00
000,D,UAH,Ukrainische Hryvnia,Hryvnia,L,False,2022-01-31 20:43:53.037378+00:00
001,D,UAH,Ukrainische Hryvnia,Hryvnia,L,False,2022-01-31 20:43:53.037378+00:00
050,D,UAH,Ukrainische Hryvnia,Hryvnia,L,False,2022-01-31 20:43:53.037378+00:00
100,D,UAH,Ukrainische Hryvnia,Hryvnia,L,False,2022-01-31 20:43:53.037378+00:00
200,D,UAH,Ukrainische Hryvnia,Hryvnia,L,False,2022-01-31 20:43:53.037378+00:00
250,D,UAH,Ukrainische Hryvnia,Hryvnia,L,False,2022-01-31 20:43:53.037378+00:00
000,E,HNL,Honduran Lempira,Lempira,L,False,2022-01-31 20:43:53.037378+00:00
001,E,HNL,Honduran Lempira,Lempira,L,False,2022-01-31 20:43:53.037378+00:00
050,E,HNL,Honduran Lempira,Lempira,L,False,2022-01-31 20:43:53.037378+00:00
100,E,HNL,Honduran Lempira,Lempira,L,False,2022-01-31 20:43:53.037378+00:00
200,E,HNL,Honduran Lempira,Lempira,L,False,2022-01-31 20:43:53.037378+00:00
250,E,HNL,Honduran Lempira,Lempira,L,False,2022-01-31 20:43:53.037378+00:00
000,D,HNL,Honduranische Lempira,Lempira,L,False,2022-01-31 20:43:53.037378+00:00
001,D,HNL,Honduranische Lempira,Lempira,L,False,2022-01-31 20:43:53.037378+00:00
050,D,HNL,Honduranische Lempira,Lempira,L,False,2022-01-31 20:43:53.037378+00:00
100,D,HNL,Honduranische Lempira,Lempira,L,False,2022-01-31 20:43:53.037378+00:00
200,D,HNL,Honduranische Lempira,Lempira,L,False,2022-01-31 20:43:53.037378+00:00
250,D,HNL,Honduranische Lempira,Lempira,L,False,2022-01-31 20:43:53.037378+00:00
000,E,MZN,Mozambique Metical,Metical,L,False,2022-01-31 20:43:53.037378+00:00
001,E,MZN,Mozambique Metical,Metical,L,False,2022-01-31 20:43:53.037378+00:00
050,E,MZN,Mozambique Metical,Metical,L,False,2022-01-31 20:43:53.037378+00:00
100,E,MZN,Mozambique Metical,Metical,L,False,2022-01-31 20:43:53.037378+00:00
200,E,MZN,Mozambique Metical,Metical,L,False,2022-01-31 20:43:53.037378+00:00
250,E,MZN,Mozambique Metical,Metical,L,False,2022-01-31 20:43:53.037378+00:00
000,D,MZN,Mosambikanische Metical,Metical,L,False,2022-01-31 20:43:53.037378+00:00
001,D,MZN,Mosambikanische Metical,Metical,L,False,2022-01-31 20:43:53.037378+00:00
050,D,MZN,Mosambikanische Metical,Metical,L,False,2022-01-31 20:43:53.037378+00:00
100,D,MZN,Mosambikanische Metical,Metical,L,False,2022-01-31 20:43:53.037378+00:00
200,D,MZN,Mosambikanische Metical,Metical,L,False,2022-01-31 20:43:53.037378+00:00
250,D,MZN,Mosambikanische Metical,Metical,L,False,2022-01-31 20:43:53.037378+00:00
000,E,MZM,Mozambique Metical (Old),Metical,L,False,2022-01-31 20:43:53.037378+00:00
001,E,MZM,Mozambique Metical (Old),Metical,L,False,2022-01-31 20:43:53.037378+00:00
050,E,MZM,Mozambique Metical (Old),Metical,L,False,2022-01-31 20:43:53.037378+00:00
100,E,MZM,Mozambique Metical (Old),Metical,L,False,2022-01-31 20:43:53.037378+00:00
200,E,MZM,Mozambique Metical (Old),Metical,L,False,2022-01-31 20:43:53.037378+00:00
250,E,MZM,Mozambique Metical (Old),Metical,L,False,2022-01-31 20:43:53.037378+00:00
000,D,MZM,Mosambikanische Metical (alt),Metical,L,False,2022-01-31 20:43:53.037378+00:00
001,D,MZM,Mosambikanische Metical (alt),Metical,L,False,2022-01-31 20:43:53.037378+00:00
050,D,MZM,Mosambikanische Metical (alt),Metical,L,False,2022-01-31 20:43:53.037378+00:00
100,D,MZM,Mosambikanische Metical (alt),Metical,L,False,2022-01-31 20:43:53.037378+00:00
200,D,MZM,Mosambikanische Metical (alt),Metical,L,False,2022-01-31 20:43:53.037378+00:00
250,D,MZM,Mosambikanische Metical (alt),Metical,L,False,2022-01-31 20:43:53.037378+00:00
000,E,PEN,Peruvian New Sol,New Sol,L,False,2022-01-31 20:43:53.037378+00:00
001,E,PEN,Peruvian New Sol,New Sol,L,False,2022-01-31 20:43:53.037378+00:00
050,E,PEN,Peruvian New Sol,New Sol,L,False,2022-01-31 20:43:53.037378+00:00
100,E,PEN,Peruvian New Sol,New Sol,L,False,2022-01-31 20:43:53.037378+00:00
200,E,PEN,Peruvian New Sol,New Sol,L,False,2022-01-31 20:43:53.037378+00:00
250,E,PEN,Peruvian New Sol,New Sol,L,False,2022-01-31 20:43:53.037378+00:00
000,E,MRO,Mauritanian Ouguiya,Ouguiya,L,False,2022-01-31 20:43:53.037378+00:00
001,E,MRO,Mauritanian Ouguiya,Ouguiya,L,False,2022-01-31 20:43:53.037378+00:00
050,E,MRO,Mauritanian Ouguiya,Ouguiya,L,False,2022-01-31 20:43:53.037378+00:00
100,E,MRO,Mauritanian Ouguiya,Ouguiya,L,False,2022-01-31 20:43:53.037378+00:00
200,E,MRO,Mauritanian Ouguiya,Ouguiya,L,False,2022-01-31 20:43:53.037378+00:00
250,E,MRO,Mauritanian Ouguiya,Ouguiya,L,False,2022-01-31 20:43:53.037378+00:00
000,D,MRO,Mauretanische Ouguiya,Ouguiya,L,False,2022-01-31 20:43:53.037378+00:00
001,D,MRO,Mauretanische Ouguiya,Ouguiya,L,False,2022-01-31 20:43:53.037378+00:00
050,D,MRO,Mauretanische Ouguiya,Ouguiya,L,False,2022-01-31 20:43:53.037378+00:00
100,D,MRO,Mauretanische Ouguiya,Ouguiya,L,False,2022-01-31 20:43:53.037378+00:00
200,D,MRO,Mauretanische Ouguiya,Ouguiya,L,False,2022-01-31 20:43:53.037378+00:00
250,D,MRO,Mauretanische Ouguiya,Ouguiya,L,False,2022-01-31 20:43:53.037378+00:00
000,E,TOP,Tongan Pa'anga,Pa'anga,L,False,2022-01-31 20:43:53.037378+00:00
001,E,TOP,Tongan Pa'anga,Pa'anga,L,False,2022-01-31 20:43:53.037378+00:00
050,E,TOP,Tongan Pa'anga,Pa'anga,L,False,2022-01-31 20:43:53.037378+00:00
100,E,TOP,Tongan Pa'anga,Pa'anga,L,False,2022-01-31 20:43:53.037378+00:00
200,E,TOP,Tongan Pa'anga,Pa'anga,L,False,2022-01-31 20:43:53.037378+00:00
250,E,TOP,Tongan Pa'anga,Pa'anga,L,False,2022-01-31 20:43:53.037378+00:00
000,D,TOP,Tongaische Pa'anga,Pa'anga,L,False,2022-01-31 20:43:53.037378+00:00
001,D,TOP,Tongaische Pa'anga,Pa'anga,L,False,2022-01-31 20:43:53.037378+00:00
050,D,TOP,Tongaische Pa'anga,Pa'anga,L,False,2022-01-31 20:43:53.037378+00:00
100,D,TOP,Tongaische Pa'anga,Pa'anga,L,False,2022-01-31 20:43:53.037378+00:00
200,D,TOP,Tongaische Pa'anga,Pa'anga,L,False,2022-01-31 20:43:53.037378+00:00
250,D,TOP,Tongaische Pa'anga,Pa'anga,L,False,2022-01-31 20:43:53.037378+00:00
000,D,ESP,Spanische Peseten  (alt --> EUR),Peseten,L,False,2022-01-31 20:43:53.037378+00:00
001,D,ESP,Spanische Peseten  (alt --> EUR),Peseten,L,False,2022-01-31 20:43:53.037378+00:00
050,D,ESP,Spanische Peseten  (alt --> EUR),Peseten,L,False,2022-01-31 20:43:53.037378+00:00
100,D,ESP,Spanische Peseten  (alt --> EUR),Peseten,L,False,2022-01-31 20:43:53.037378+00:00
200,D,ESP,Spanische Peseten  (alt --> EUR),Peseten,L,False,2022-01-31 20:43:53.037378+00:00
250,D,ESP,Spanische Peseten  (alt --> EUR),Peseten,L,False,2022-01-31 20:43:53.037378+00:00
000,E,GTQ,Guatemalan Quetzal,Quetzal,L,False,2022-01-31 20:43:53.037378+00:00
001,E,GTQ,Guatemalan Quetzal,Quetzal,L,False,2022-01-31 20:43:53.037378+00:00
050,E,GTQ,Guatemalan Quetzal,Quetzal,L,False,2022-01-31 20:43:53.037378+00:00
100,E,GTQ,Guatemalan Quetzal,Quetzal,L,False,2022-01-31 20:43:53.037378+00:00
200,E,GTQ,Guatemalan Quetzal,Quetzal,L,False,2022-01-31 20:43:53.037378+00:00
250,E,GTQ,Guatemalan Quetzal,Quetzal,L,False,2022-01-31 20:43:53.037378+00:00
000,D,GTQ,Guatemalische Quetzal,Quetzal,L,False,2022-01-31 20:43:53.037378+00:00
001,D,GTQ,Guatemalische Quetzal,Quetzal,L,False,2022-01-31 20:43:53.037378+00:00
050,D,GTQ,Guatemalische Quetzal,Quetzal,L,False,2022-01-31 20:43:53.037378+00:00
100,D,GTQ,Guatemalische Quetzal,Quetzal,L,False,2022-01-31 20:43:53.037378+00:00
200,D,GTQ,Guatemalische Quetzal,Quetzal,L,False,2022-01-31 20:43:53.037378+00:00
250,D,GTQ,Guatemalische Quetzal,Quetzal,L,False,2022-01-31 20:43:53.037378+00:00
000,E,MYR,Malaysian Ringgit,Ringgit,L,False,2022-01-31 20:43:53.037378+00:00
001,E,MYR,Malaysian Ringgit,Ringgit,L,False,2022-01-31 20:43:53.037378+00:00
050,E,MYR,Malaysian Ringgit,Ringgit,L,False,2022-01-31 20:43:53.037378+00:00
100,E,MYR,Malaysian Ringgit,Ringgit,L,False,2022-01-31 20:43:53.037378+00:00
200,E,MYR,Malaysian Ringgit,Ringgit,L,False,2022-01-31 20:43:53.037378+00:00
250,E,MYR,Malaysian Ringgit,Ringgit,L,False,2022-01-31 20:43:53.037378+00:00
000,D,MYR,Malaysischer Ringgit,Ringgit,L,False,2022-01-31 20:43:53.037378+00:00
001,D,MYR,Malaysischer Ringgit,Ringgit,L,False,2022-01-31 20:43:53.037378+00:00
050,D,MYR,Malaysischer Ringgit,Ringgit,L,False,2022-01-31 20:43:53.037378+00:00
100,D,MYR,Malaysischer Ringgit,Ringgit,L,False,2022-01-31 20:43:53.037378+00:00
200,D,MYR,Malaysischer Ringgit,Ringgit,L,False,2022-01-31 20:43:53.037378+00:00
250,D,MYR,Malaysischer Ringgit,Ringgit,L,False,2022-01-31 20:43:53.037378+00:00
000,E,MVR,Maldive Rufiyaa,Rufiyaa,L,False,2022-01-31 20:43:53.037378+00:00
001,E,MVR,Maldive Rufiyaa,Rufiyaa,L,False,2022-01-31 20:43:53.037378+00:00
050,E,MVR,Maldive Rufiyaa,Rufiyaa,L,False,2022-01-31 20:43:53.037378+00:00
100,E,MVR,Maldive Rufiyaa,Rufiyaa,L,False,2022-01-31 20:43:53.037378+00:00
200,E,MVR,Maldive Rufiyaa,Rufiyaa,L,False,2022-01-31 20:43:53.037378+00:00
250,E,MVR,Maldive Rufiyaa,Rufiyaa,L,False,2022-01-31 20:43:53.037378+00:00
000,D,MVR,Maledivische Rufiyaa,Rufiyaa,L,False,2022-01-31 20:43:53.037378+00:00
001,D,MVR,Maledivische Rufiyaa,Rufiyaa,L,False,2022-01-31 20:43:53.037378+00:00
050,D,MVR,Maledivische Rufiyaa,Rufiyaa,L,False,2022-01-31 20:43:53.037378+00:00
100,D,MVR,Maledivische Rufiyaa,Rufiyaa,L,False,2022-01-31 20:43:53.037378+00:00
200,D,MVR,Maledivische Rufiyaa,Rufiyaa,L,False,2022-01-31 20:43:53.037378+00:00
250,D,MVR,Maledivische Rufiyaa,Rufiyaa,L,False,2022-01-31 20:43:53.037378+00:00
000,D,ILS,Israelische Schekel,Schekel,L,False,2022-01-31 20:43:53.037378+00:00
001,D,ILS,Israelische Schekel,Schekel,L,False,2022-01-31 20:43:53.037378+00:00
050,D,ILS,Israelische Schekel,Schekel,L,False,2022-01-31 20:43:53.037378+00:00
100,D,ILS,Israelische Schekel,Schekel,L,False,2022-01-31 20:43:53.037378+00:00
200,D,ILS,Israelische Schekel,Schekel,L,False,2022-01-31 20:43:53.037378+00:00
250,D,ILS,Israelische Schekel,Schekel,L,False,2022-01-31 20:43:53.037378+00:00
000,D,KPW,Nordkoreanische Won,N.K. Won,L,False,2022-01-31 20:43:53.037378+00:00
001,D,KPW,Nordkoreanische Won,N.K. Won,L,False,2022-01-31 20:43:53.037378+00:00
050,D,KPW,Nordkoreanische Won,N.K. Won,L,False,2022-01-31 20:43:53.037378+00:00
100,D,KPW,Nordkoreanische Won,N.K. Won,L,False,2022-01-31 20:43:53.037378+00:00
200,D,KPW,Nordkoreanische Won,N.K. Won,L,False,2022-01-31 20:43:53.037378+00:00
250,D,KPW,Nordkoreanische Won,N.K. Won,L,False,2022-01-31 20:43:53.037378+00:00
000,D,BTN,Bhutan Ngultrum,Ngultrum,L,False,2022-01-31 20:43:53.037378+00:00
000,E,BTN,Bhutan Ngultrum,Ngultrum,L,False,2022-01-31 20:43:53.037378+00:00
001,D,BTN,Bhutan Ngultrum,Ngultrum,L,False,2022-01-31 20:43:53.037378+00:00
001,E,BTN,Bhutan Ngultrum,Ngultrum,L,False,2022-01-31 20:43:53.037378+00:00
050,D,BTN,Bhutan Ngultrum,Ngultrum,L,False,2022-01-31 20:43:53.037378+00:00
050,E,BTN,Bhutan Ngultrum,Ngultrum,L,False,2022-01-31 20:43:53.037378+00:00
100,D,BTN,Bhutan Ngultrum,Ngultrum,L,False,2022-01-31 20:43:53.037378+00:00
100,E,BTN,Bhutan Ngultrum,Ngultrum,L,False,2022-01-31 20:43:53.037378+00:00
200,D,BTN,Bhutan Ngultrum,Ngultrum,L,False,2022-01-31 20:43:53.037378+00:00
200,E,BTN,Bhutan Ngultrum,Ngultrum,L,False,2022-01-31 20:43:53.037378+00:00
250,D,BTN,Bhutan Ngultrum,Ngultrum,L,False,2022-01-31 20:43:53.037378+00:00
250,E,BTN,Bhutan Ngultrum,Ngultrum,L,False,2022-01-31 20:43:53.037378+00:00
000,D,RMB,Chinesische RenMinBi Yuan,RMB Yuan,L,False,2022-01-31 20:43:53.037378+00:00
001,D,RMB,Chinesische RenMinBi Yuan,RMB Yuan,L,False,2022-01-31 20:43:53.037378+00:00
050,D,RMB,Chinesische RenMinBi Yuan,RMB Yuan,L,False,2022-01-31 20:43:53.037378+00:00
100,D,RMB,Chinesische RenMinBi Yuan,RMB Yuan,L,False,2022-01-31 20:43:53.037378+00:00
200,D,RMB,Chinesische RenMinBi Yuan,RMB Yuan,L,False,2022-01-31 20:43:53.037378+00:00
250,D,RMB,Chinesische RenMinBi Yuan,RMB Yuan,L,False,2022-01-31 20:43:53.037378+00:00
000,E,CNY,Chinese Renminbi,Renminbi,L,False,2022-01-31 20:43:53.037378+00:00
001,E,CNY,Chinese Renminbi,Renminbi,L,False,2022-01-31 20:43:53.037378+00:00
050,E,CNY,Chinese Renminbi,Renminbi,L,False,2022-01-31 20:43:53.037378+00:00
100,E,CNY,Chinese Renminbi,Renminbi,L,False,2022-01-31 20:43:53.037378+00:00
200,E,CNY,Chinese Renminbi,Renminbi,L,False,2022-01-31 20:43:53.037378+00:00
250,E,CNY,Chinese Renminbi,Renminbi,L,False,2022-01-31 20:43:53.037378+00:00
000,D,CNY,Chinesischer Renminbi,Renminbi,L,False,2022-01-31 20:43:53.037378+00:00
001,D,CNY,Chinesischer Renminbi,Renminbi,L,False,2022-01-31 20:43:53.037378+00:00
050,D,CNY,Chinesischer Renminbi,Renminbi,L,False,2022-01-31 20:43:53.037378+00:00
100,D,CNY,Chinesischer Renminbi,Renminbi,L,False,2022-01-31 20:43:53.037378+00:00
200,D,CNY,Chinesischer Renminbi,Renminbi,L,False,2022-01-31 20:43:53.037378+00:00
250,D,CNY,Chinesischer Renminbi,Renminbi,L,False,2022-01-31 20:43:53.037378+00:00
000,D,KRW,Südkoreanische Won,S.K. Won,L,False,2022-01-31 20:43:53.037378+00:00
001,D,KRW,Südkoreanische Won,S.K. Won,L,False,2022-01-31 20:43:53.037378+00:00
050,D,KRW,Südkoreanische Won,S.K. Won,L,False,2022-01-31 20:43:53.037378+00:00
100,D,KRW,Südkoreanische Won,S.K. Won,L,False,2022-01-31 20:43:53.037378+00:00
200,D,KRW,Südkoreanische Won,S.K. Won,L,False,2022-01-31 20:43:53.037378+00:00
250,D,KRW,Südkoreanische Won,S.K. Won,L,False,2022-01-31 20:43:53.037378+00:00
000,E,ILS,Israeli Scheckel,Scheckel,L,False,2022-01-31 20:43:53.037378+00:00
001,E,ILS,Israeli Scheckel,Scheckel,L,False,2022-01-31 20:43:53.037378+00:00
050,E,ILS,Israeli Scheckel,Scheckel,L,False,2022-01-31 20:43:53.037378+00:00
100,E,ILS,Israeli Scheckel,Scheckel,L,False,2022-01-31 20:43:53.037378+00:00
200,E,ILS,Israeli Scheckel,Scheckel,L,False,2022-01-31 20:43:53.037378+00:00
250,E,ILS,Israeli Scheckel,Scheckel,L,False,2022-01-31 20:43:53.037378+00:00
000,E,KES,Kenyan Shilling,Shilling,L,False,2022-01-31 20:43:53.037378+00:00
001,E,KES,Kenyan Shilling,Shilling,L,False,2022-01-31 20:43:53.037378+00:00
050,E,KES,Kenyan Shilling,Shilling,L,False,2022-01-31 20:43:53.037378+00:00
100,E,KES,Kenyan Shilling,Shilling,L,False,2022-01-31 20:43:53.037378+00:00
200,E,KES,Kenyan Shilling,Shilling,L,False,2022-01-31 20:43:53.037378+00:00
250,E,KES,Kenyan Shilling,Shilling,L,False,2022-01-31 20:43:53.037378+00:00
000,E,UGX,Ugandan Shilling,Shilling,L,False,2022-01-31 20:43:53.037378+00:00
001,E,UGX,Ugandan Shilling,Shilling,L,False,2022-01-31 20:43:53.037378+00:00
050,E,UGX,Ugandan Shilling,Shilling,L,False,2022-01-31 20:43:53.037378+00:00
100,E,UGX,Ugandan Shilling,Shilling,L,False,2022-01-31 20:43:53.037378+00:00
200,E,UGX,Ugandan Shilling,Shilling,L,False,2022-01-31 20:43:53.037378+00:00
250,E,UGX,Ugandan Shilling,Shilling,L,False,2022-01-31 20:43:53.037378+00:00
000,E,SOS,Somalian Shilling,Shilling,L,False,2022-01-31 20:43:53.037378+00:00
001,E,SOS,Somalian Shilling,Shilling,L,False,2022-01-31 20:43:53.037378+00:00
050,E,SOS,Somalian Shilling,Shilling,L,False,2022-01-31 20:43:53.037378+00:00
100,E,SOS,Somalian Shilling,Shilling,L,False,2022-01-31 20:43:53.037378+00:00
200,E,SOS,Somalian Shilling,Shilling,L,False,2022-01-31 20:43:53.037378+00:00
250,E,SOS,Somalian Shilling,Shilling,L,False,2022-01-31 20:43:53.037378+00:00
000,D,TZS,Tansania-Shilling,Shilling,L,False,2022-01-31 20:43:53.037378+00:00
001,D,TZS,Tansania-Shilling,Shilling,L,False,2022-01-31 20:43:53.037378+00:00
050,D,TZS,Tansania-Shilling,Shilling,L,False,2022-01-31 20:43:53.037378+00:00
100,D,TZS,Tansania-Shilling,Shilling,L,False,2022-01-31 20:43:53.037378+00:00
200,D,TZS,Tansania-Shilling,Shilling,L,False,2022-01-31 20:43:53.037378+00:00
250,D,TZS,Tansania-Shilling,Shilling,L,False,2022-01-31 20:43:53.037378+00:00
000,E,TZS,Tanzanian Shilling,Shilling,L,False,2022-01-31 20:43:53.037378+00:00
001,E,TZS,Tanzanian Shilling,Shilling,L,False,2022-01-31 20:43:53.037378+00:00
050,E,TZS,Tanzanian Shilling,Shilling,L,False,2022-01-31 20:43:53.037378+00:00
100,E,TZS,Tanzanian Shilling,Shilling,L,False,2022-01-31 20:43:53.037378+00:00
200,E,TZS,Tanzanian Shilling,Shilling,L,False,2022-01-31 20:43:53.037378+00:00
250,E,TZS,Tanzanian Shilling,Shilling,L,False,2022-01-31 20:43:53.037378+00:00
000,E,ATS,Austrian Schilling (Old --> EUR),Shilling,L,False,2022-01-31 20:43:53.037378+00:00
001,E,ATS,Austrian Schilling (Old --> EUR),Shilling,L,False,2022-01-31 20:43:53.037378+00:00
050,E,ATS,Austrian Schilling (Old --> EUR),Shilling,L,False,2022-01-31 20:43:53.037378+00:00
100,E,ATS,Austrian Schilling (Old --> EUR),Shilling,L,False,2022-01-31 20:43:53.037378+00:00
200,E,ATS,Austrian Schilling (Old --> EUR),Shilling,L,False,2022-01-31 20:43:53.037378+00:00
250,E,ATS,Austrian Schilling (Old --> EUR),Shilling,L,False,2022-01-31 20:43:53.037378+00:00
000,E,ARS,Argentine Peso,Arg. Peso,L,False,2022-01-31 20:43:53.037378+00:00
001,E,ARS,Argentine Peso,Arg. Peso,L,False,2022-01-31 20:43:53.037378+00:00
050,E,ARS,Argentine Peso,Arg. Peso,L,False,2022-01-31 20:43:53.037378+00:00
100,E,ARS,Argentine Peso,Arg. Peso,L,False,2022-01-31 20:43:53.037378+00:00
200,E,ARS,Argentine Peso,Arg. Peso,L,False,2022-01-31 20:43:53.037378+00:00
250,E,ARS,Argentine Peso,Arg. Peso,L,False,2022-01-31 20:43:53.037378+00:00
000,D,ARS,Argentinische Peso,Arg. Peso,L,False,2022-01-31 20:43:53.037378+00:00
001,D,ARS,Argentinische Peso,Arg. Peso,L,False,2022-01-31 20:43:53.037378+00:00
050,D,ARS,Argentinische Peso,Arg. Peso,L,False,2022-01-31 20:43:53.037378+00:00
100,D,ARS,Argentinische Peso,Arg. Peso,L,False,2022-01-31 20:43:53.037378+00:00
200,D,ARS,Argentinische Peso,Arg. Peso,L,False,2022-01-31 20:43:53.037378+00:00
250,D,ARS,Argentinische Peso,Arg. Peso,L,False,2022-01-31 20:43:53.037378+00:00
000,D,BOB,Boliviano,Boliviano,L,False,2022-01-31 20:43:53.037378+00:00
000,E,BOB,Boliviano,Boliviano,L,False,2022-01-31 20:43:53.037378+00:00
001,D,BOB,Boliviano,Boliviano,L,False,2022-01-31 20:43:53.037378+00:00
001,E,BOB,Boliviano,Boliviano,L,False,2022-01-31 20:43:53.037378+00:00
050,D,BOB,Boliviano,Boliviano,L,False,2022-01-31 20:43:53.037378+00:00
050,E,BOB,Boliviano,Boliviano,L,False,2022-01-31 20:43:53.037378+00:00
100,D,BOB,Boliviano,Boliviano,L,False,2022-01-31 20:43:53.037378+00:00
100,E,BOB,Boliviano,Boliviano,L,False,2022-01-31 20:43:53.037378+00:00
200,D,BOB,Boliviano,Boliviano,L,False,2022-01-31 20:43:53.037378+00:00
200,E,BOB,Boliviano,Boliviano,L,False,2022-01-31 20:43:53.037378+00:00
250,D,BOB,Boliviano,Boliviano,L,False,2022-01-31 20:43:53.037378+00:00
250,E,BOB,Boliviano,Boliviano,L,False,2022-01-31 20:43:53.037378+00:00
000,D,CRC,Costa-Rica-Colon,C-R Colon,L,False,2022-01-31 20:43:53.037378+00:00
001,D,CRC,Costa-Rica-Colon,C-R Colon,L,False,2022-01-31 20:43:53.037378+00:00
050,D,CRC,Costa-Rica-Colon,C-R Colon,L,False,2022-01-31 20:43:53.037378+00:00
100,D,CRC,Costa-Rica-Colon,C-R Colon,L,False,2022-01-31 20:43:53.037378+00:00
200,D,CRC,Costa-Rica-Colon,C-R Colon,L,False,2022-01-31 20:43:53.037378+00:00
250,D,CRC,Costa-Rica-Colon,C-R Colon,L,False,2022-01-31 20:43:53.037378+00:00
000,F,USD,Dollar américain,Dollar US,L,False,2022-01-31 20:43:53.037378+00:00
001,F,USD,Dollar américain,Dollar US,L,False,2022-01-31 20:43:53.037378+00:00
050,F,USD,Dollar américain,Dollar US,L,False,2022-01-31 20:43:53.037378+00:00
100,F,USD,Dollar américain,Dollar US,L,False,2022-01-31 20:43:53.037378+00:00
200,F,USD,Dollar américain,Dollar US,L,False,2022-01-31 20:43:53.037378+00:00
250,F,USD,Dollar américain,Dollar US,L,False,2022-01-31 20:43:53.037378+00:00
