mandt,spras,waers,ltext,ktext,operation_flag,is_deleted,recordstamp
000,E,EUR4,European Euro,,L,False,2022-01-31 20:43:53.037378+00:00
001,E,EUR4,European Euro,,L,False,2022-01-31 20:43:53.037378+00:00
050,E,EUR4,European Euro,,L,False,2022-01-31 20:43:53.037378+00:00
100,E,EUR4,European Euro,,L,False,2022-01-31 20:43:53.037378+00:00
200,E,EUR4,European Euro,,L,False,2022-01-31 20:43:53.037378+00:00
250,E,EUR4,European Euro,,L,False,2022-01-31 20:43:53.037378+00:00
000,D,EUR4,Europäischer Euro,,L,False,2022-01-31 20:43:53.037378+00:00
001,D,EUR4,Europäischer Euro,,L,False,2022-01-31 20:43:53.037378+00:00
050,D,EUR4,Europäischer Euro,,L,False,2022-01-31 20:43:53.037378+00:00
100,D,EUR4,Europäischer Euro,,L,False,2022-01-31 20:43:53.037378+00:00
200,D,EUR4,Europäischer Euro,,L,False,2022-01-31 20:43:53.037378+00:00
250,D,EUR4,Europäischer Euro,,L,False,2022-01-31 20:43:53.037378+00:00
000,E,LAK,Laotian Kip,Kip,L,False,2022-01-31 20:43:53.037378+00:00
001,E,LAK,Laotian Kip,Kip,L,False,2022-01-31 20:43:53.037378+00:00
050,E,LAK,Laotian Kip,Kip,L,False,2022-01-31 20:43:53.037378+00:00
100,E,LAK,Laotian Kip,Kip,L,False,2022-01-31 20:43:53.037378+00:00
200,E,LAK,Laotian Kip,Kip,L,False,2022-01-31 20:43:53.037378+00:00
250,E,LAK,Laotian Kip,Kip,L,False,2022-01-31 20:43:53.037378+00:00
000,D,LAK,Laotische Kip,Kip,L,False,2022-01-31 20:43:53.037378+00:00
001,D,LAK,Laotische Kip,Kip,L,False,2022-01-31 20:43:53.037378+00:00
050,D,LAK,Laotische Kip,Kip,L,False,2022-01-31 20:43:53.037378+00:00
100,D,LAK,Laotische Kip,Kip,L,False,2022-01-31 20:43:53.037378+00:00
200,D,LAK,Laotische Kip,Kip,L,False,2022-01-31 20:43:53.037378+00:00
250,D,LAK,Laotische Kip,Kip,L,False,2022-01-31 20:43:53.037378+00:00
000,E,LVL,Latvian Lat,Lat,L,False,2022-01-31 20:43:53.037378+00:00
001,E,LVL,Latvian Lat,Lat,L,False,2022-01-31 20:43:53.037378+00:00
050,E,LVL,Latvian Lat,Lat,L,False,2022-01-31 20:43:53.037378+00:00
100,E,LVL,Latvian Lat,Lat,L,False,2022-01-31 20:43:53.037378+00:00
200,E,LVL,Latvian Lat,Lat,L,False,2022-01-31 20:43:53.037378+00:00
250,E,LVL,Latvian Lat,Lat,L,False,2022-01-31 20:43:53.037378+00:00
000,D,LVL,Lettländische Lat,Lat,L,False,2022-01-31 20:43:53.037378+00:00
001,D,LVL,Lettländische Lat,Lat,L,False,2022-01-31 20:43:53.037378+00:00
050,D,LVL,Lettländische Lat,Lat,L,False,2022-01-31 20:43:53.037378+00:00
100,D,LVL,Lettländische Lat,Lat,L,False,2022-01-31 20:43:53.037378+00:00
200,D,LVL,Lettländische Lat,Lat,L,False,2022-01-31 20:43:53.037378+00:00
250,D,LVL,Lettländische Lat,Lat,L,False,2022-01-31 20:43:53.037378+00:00
000,D,MDL,Moldavische Lei,Lei,L,False,2022-01-31 20:43:53.037378+00:00
001,D,MDL,Moldavische Lei,Lei,L,False,2022-01-31 20:43:53.037378+00:00
050,D,MDL,Moldavische Lei,Lei,L,False,2022-01-31 20:43:53.037378+00:00
100,D,MDL,Moldavische Lei,Lei,L,False,2022-01-31 20:43:53.037378+00:00
200,D,MDL,Moldavische Lei,Lei,L,False,2022-01-31 20:43:53.037378+00:00
250,D,MDL,Moldavische Lei,Lei,L,False,2022-01-31 20:43:53.037378+00:00
000,D,RON,Rumänische Lei,Lei,L,False,2022-01-31 20:43:53.037378+00:00
001,D,RON,Rumänische Lei,Lei,L,False,2022-01-31 20:43:53.037378+00:00
050,D,RON,Rumänische Lei,Lei,L,False,2022-01-31 20:43:53.037378+00:00
100,D,RON,Rumänische Lei,Lei,L,False,2022-01-31 20:43:53.037378+00:00
200,D,RON,Rumänische Lei,Lei,L,False,2022-01-31 20:43:53.037378+00:00
250,D,RON,Rumänische Lei,Lei,L,False,2022-01-31 20:43:53.037378+00:00
000,E,ALL,Albanian Lek,Lek,L,False,2022-01-31 20:43:53.037378+00:00
001,E,ALL,Albanian Lek,Lek,L,False,2022-01-31 20:43:53.037378+00:00
050,E,ALL,Albanian Lek,Lek,L,False,2022-01-31 20:43:53.037378+00:00
100,E,ALL,Albanian Lek,Lek,L,False,2022-01-31 20:43:53.037378+00:00
200,E,ALL,Albanian Lek,Lek,L,False,2022-01-31 20:43:53.037378+00:00
250,E,ALL,Albanian Lek,Lek,L,False,2022-01-31 20:43:53.037378+00:00
000,D,ALL,Albanische Lek,Lek,L,False,2022-01-31 20:43:53.037378+00:00
001,D,ALL,Albanische Lek,Lek,L,False,2022-01-31 20:43:53.037378+00:00
050,D,ALL,Albanische Lek,Lek,L,False,2022-01-31 20:43:53.037378+00:00
100,D,ALL,Albanische Lek,Lek,L,False,2022-01-31 20:43:53.037378+00:00
200,D,ALL,Albanische Lek,Lek,L,False,2022-01-31 20:43:53.037378+00:00
250,D,ALL,Albanische Lek,Lek,L,False,2022-01-31 20:43:53.037378+00:00
000,E,RON,Romanian Leu,Leu,L,False,2022-01-31 20:43:53.037378+00:00
001,E,RON,Romanian Leu,Leu,L,False,2022-01-31 20:43:53.037378+00:00
050,E,RON,Romanian Leu,Leu,L,False,2022-01-31 20:43:53.037378+00:00
100,E,RON,Romanian Leu,Leu,L,False,2022-01-31 20:43:53.037378+00:00
200,E,RON,Romanian Leu,Leu,L,False,2022-01-31 20:43:53.037378+00:00
250,E,RON,Romanian Leu,Leu,L,False,2022-01-31 20:43:53.037378+00:00
000,E,MDL,Moldavian Leu,Leu,L,False,2022-01-31 20:43:53.037378+00:00
001,E,MDL,Moldavian Leu,Leu,L,False,2022-01-31 20:43:53.037378+00:00
050,E,MDL,Moldavian Leu,Leu,L,False,2022-01-31 20:43:53.037378+00:00
100,E,MDL,Moldavian Leu,Leu,L,False,2022-01-31 20:43:53.037378+00:00
200,E,MDL,Moldavian Leu,Leu,L,False,2022-01-31 20:43:53.037378+00:00
250,E,MDL,Moldavian Leu,Leu,L,False,2022-01-31 20:43:53.037378+00:00
000,E,BGN,Bulgarian Lev,Lev,L,False,2022-01-31 20:43:53.037378+00:00
001,E,BGN,Bulgarian Lev,Lev,L,False,2022-01-31 20:43:53.037378+00:00
050,E,BGN,Bulgarian Lev,Lev,L,False,2022-01-31 20:43:53.037378+00:00
100,E,BGN,Bulgarian Lev,Lev,L,False,2022-01-31 20:43:53.037378+00:00
200,E,BGN,Bulgarian Lev,Lev,L,False,2022-01-31 20:43:53.037378+00:00
250,E,BGN,Bulgarian Lev,Lev,L,False,2022-01-31 20:43:53.037378+00:00
000,D,BGN,Bulgarische Lew,Lew,L,False,2022-01-31 20:43:53.037378+00:00
001,D,BGN,Bulgarische Lew,Lew,L,False,2022-01-31 20:43:53.037378+00:00
050,D,BGN,Bulgarische Lew,Lew,L,False,2022-01-31 20:43:53.037378+00:00
100,D,BGN,Bulgarische Lew,Lew,L,False,2022-01-31 20:43:53.037378+00:00
200,D,BGN,Bulgarische Lew,Lew,L,False,2022-01-31 20:43:53.037378+00:00
250,D,BGN,Bulgarische Lew,Lew,L,False,2022-01-31 20:43:53.037378+00:00
000,E,KGS,Kyrgyzstan Som,Som,L,False,2022-01-31 20:43:53.037378+00:00
001,E,KGS,Kyrgyzstan Som,Som,L,False,2022-01-31 20:43:53.037378+00:00
050,E,KGS,Kyrgyzstan Som,Som,L,False,2022-01-31 20:43:53.037378+00:00
100,E,KGS,Kyrgyzstan Som,Som,L,False,2022-01-31 20:43:53.037378+00:00
200,E,KGS,Kyrgyzstan Som,Som,L,False,2022-01-31 20:43:53.037378+00:00
250,E,KGS,Kyrgyzstan Som,Som,L,False,2022-01-31 20:43:53.037378+00:00
000,D,KGS,Kirgisische Som,Som,L,False,2022-01-31 20:43:53.037378+00:00
001,D,KGS,Kirgisische Som,Som,L,False,2022-01-31 20:43:53.037378+00:00
050,D,KGS,Kirgisische Som,Som,L,False,2022-01-31 20:43:53.037378+00:00
100,D,KGS,Kirgisische Som,Som,L,False,2022-01-31 20:43:53.037378+00:00
200,D,KGS,Kirgisische Som,Som,L,False,2022-01-31 20:43:53.037378+00:00
250,D,KGS,Kirgisische Som,Som,L,False,2022-01-31 20:43:53.037378+00:00
000,D,UZS,Uzbekistan Sum,Sum,L,False,2022-01-31 20:43:53.037378+00:00
001,D,UZS,Uzbekistan Sum,Sum,L,False,2022-01-31 20:43:53.037378+00:00
050,D,UZS,Uzbekistan Sum,Sum,L,False,2022-01-31 20:43:53.037378+00:00
100,D,UZS,Uzbekistan Sum,Sum,L,False,2022-01-31 20:43:53.037378+00:00
200,D,UZS,Uzbekistan Sum,Sum,L,False,2022-01-31 20:43:53.037378+00:00
250,D,UZS,Uzbekistan Sum,Sum,L,False,2022-01-31 20:43:53.037378+00:00
000,E,JPY,Japanese Yen,Yen,L,False,2022-01-31 20:43:53.037378+00:00
001,E,JPY,Japanese Yen,Yen,L,False,2022-01-31 20:43:53.037378+00:00
050,E,JPY,Japanese Yen,Yen,L,False,2022-01-31 20:43:53.037378+00:00
100,E,JPY,Japanese Yen,Yen,L,False,2022-01-31 20:43:53.037378+00:00
200,E,JPY,Japanese Yen,Yen,L,False,2022-01-31 20:43:53.037378+00:00
250,E,JPY,Japanese Yen,Yen,L,False,2022-01-31 20:43:53.037378+00:00
000,F,JPY,Yen japonais,Yen,L,False,2022-01-31 20:43:53.037378+00:00
001,F,JPY,Yen japonais,Yen,L,False,2022-01-31 20:43:53.037378+00:00
050,F,JPY,Yen japonais,Yen,L,False,2022-01-31 20:43:53.037378+00:00
100,F,JPY,Yen japonais,Yen,L,False,2022-01-31 20:43:53.037378+00:00
200,F,JPY,Yen japonais,Yen,L,False,2022-01-31 20:43:53.037378+00:00
250,F,JPY,Yen japonais,Yen,L,False,2022-01-31 20:43:53.037378+00:00
000,D,JPY,Japanische Yen,Yen,L,False,2022-01-31 20:43:53.037378+00:00
001,D,JPY,Japanische Yen,Yen,L,False,2022-01-31 20:43:53.037378+00:00
050,D,JPY,Japanische Yen,Yen,L,False,2022-01-31 20:43:53.037378+00:00
100,D,JPY,Japanische Yen,Yen,L,False,2022-01-31 20:43:53.037378+00:00
200,D,JPY,Japanische Yen,Yen,L,False,2022-01-31 20:43:53.037378+00:00
250,D,JPY,Japanische Yen,Yen,L,False,2022-01-31 20:43:53.037378+00:00
000,E,THB,Thailand Baht,Baht,L,False,2022-01-31 20:43:53.037378+00:00
001,E,THB,Thailand Baht,Baht,L,False,2022-01-31 20:43:53.037378+00:00
050,E,THB,Thailand Baht,Baht,L,False,2022-01-31 20:43:53.037378+00:00
100,E,THB,Thailand Baht,Baht,L,False,2022-01-31 20:43:53.037378+00:00
200,E,THB,Thailand Baht,Baht,L,False,2022-01-31 20:43:53.037378+00:00
250,E,THB,Thailand Baht,Baht,L,False,2022-01-31 20:43:53.037378+00:00
000,D,THB,Thailand Bhat,Bhat,L,False,2022-01-31 20:43:53.037378+00:00
001,D,THB,Thailand Bhat,Bhat,L,False,2022-01-31 20:43:53.037378+00:00
050,D,THB,Thailand Bhat,Bhat,L,False,2022-01-31 20:43:53.037378+00:00
100,D,THB,Thailand Bhat,Bhat,L,False,2022-01-31 20:43:53.037378+00:00
200,D,THB,Thailand Bhat,Bhat,L,False,2022-01-31 20:43:53.037378+00:00
250,D,THB,Thailand Bhat,Bhat,L,False,2022-01-31 20:43:53.037378+00:00
000,F,THB,Bhat thailandais,Bhat,L,False,2022-01-31 20:43:53.037378+00:00
001,F,THB,Bhat thailandais,Bhat,L,False,2022-01-31 20:43:53.037378+00:00
050,F,THB,Bhat thailandais,Bhat,L,False,2022-01-31 20:43:53.037378+00:00
100,F,THB,Bhat thailandais,Bhat,L,False,2022-01-31 20:43:53.037378+00:00
200,F,THB,Bhat thailandais,Bhat,L,False,2022-01-31 20:43:53.037378+00:00
250,F,THB,Bhat thailandais,Bhat,L,False,2022-01-31 20:43:53.037378+00:00
000,E,ETB,Ethiopian Birr,Birr,L,False,2022-01-31 20:43:53.037378+00:00
001,E,ETB,Ethiopian Birr,Birr,L,False,2022-01-31 20:43:53.037378+00:00
050,E,ETB,Ethiopian Birr,Birr,L,False,2022-01-31 20:43:53.037378+00:00
100,E,ETB,Ethiopian Birr,Birr,L,False,2022-01-31 20:43:53.037378+00:00
200,E,ETB,Ethiopian Birr,Birr,L,False,2022-01-31 20:43:53.037378+00:00
250,E,ETB,Ethiopian Birr,Birr,L,False,2022-01-31 20:43:53.037378+00:00
000,D,ETB,Äthiopische Birr,Birr,L,False,2022-01-31 20:43:53.037378+00:00
001,D,ETB,Äthiopische Birr,Birr,L,False,2022-01-31 20:43:53.037378+00:00
050,D,ETB,Äthiopische Birr,Birr,L,False,2022-01-31 20:43:53.037378+00:00
100,D,ETB,Äthiopische Birr,Birr,L,False,2022-01-31 20:43:53.037378+00:00
200,D,ETB,Äthiopische Birr,Birr,L,False,2022-01-31 20:43:53.037378+00:00
250,D,ETB,Äthiopische Birr,Birr,L,False,2022-01-31 20:43:53.037378+00:00
000,E,GHS,Ghanian Cedi,Cedi,L,False,2022-01-31 20:43:53.037378+00:00
001,E,GHS,Ghanian Cedi,Cedi,L,False,2022-01-31 20:43:53.037378+00:00
050,E,GHS,Ghanian Cedi,Cedi,L,False,2022-01-31 20:43:53.037378+00:00
100,E,GHS,Ghanian Cedi,Cedi,L,False,2022-01-31 20:43:53.037378+00:00
200,E,GHS,Ghanian Cedi,Cedi,L,False,2022-01-31 20:43:53.037378+00:00
250,E,GHS,Ghanian Cedi,Cedi,L,False,2022-01-31 20:43:53.037378+00:00
000,D,GHS,Ghanesische Cedi,Cedi,L,False,2022-01-31 20:43:53.037378+00:00
001,D,GHS,Ghanesische Cedi,Cedi,L,False,2022-01-31 20:43:53.037378+00:00
050,D,GHS,Ghanesische Cedi,Cedi,L,False,2022-01-31 20:43:53.037378+00:00
100,D,GHS,Ghanesische Cedi,Cedi,L,False,2022-01-31 20:43:53.037378+00:00
200,D,GHS,Ghanesische Cedi,Cedi,L,False,2022-01-31 20:43:53.037378+00:00
250,D,GHS,Ghanesische Cedi,Cedi,L,False,2022-01-31 20:43:53.037378+00:00
000,E,GHC,Ghanaian Cedi (Old),Cedi,L,False,2022-01-31 20:43:53.037378+00:00
001,E,GHC,Ghanaian Cedi (Old),Cedi,L,False,2022-01-31 20:43:53.037378+00:00
050,E,GHC,Ghanaian Cedi (Old),Cedi,L,False,2022-01-31 20:43:53.037378+00:00
100,E,GHC,Ghanaian Cedi (Old),Cedi,L,False,2022-01-31 20:43:53.037378+00:00
200,E,GHC,Ghanaian Cedi (Old),Cedi,L,False,2022-01-31 20:43:53.037378+00:00
250,E,GHC,Ghanaian Cedi (Old),Cedi,L,False,2022-01-31 20:43:53.037378+00:00
000,D,GHC,Ghanesische Cedi (alt),Cedi,L,False,2022-01-31 20:43:53.037378+00:00
001,D,GHC,Ghanesische Cedi (alt),Cedi,L,False,2022-01-31 20:43:53.037378+00:00
050,D,GHC,Ghanesische Cedi (alt),Cedi,L,False,2022-01-31 20:43:53.037378+00:00
100,D,GHC,Ghanesische Cedi (alt),Cedi,L,False,2022-01-31 20:43:53.037378+00:00
200,D,GHC,Ghanesische Cedi (alt),Cedi,L,False,2022-01-31 20:43:53.037378+00:00
250,D,GHC,Ghanesische Cedi (alt),Cedi,L,False,2022-01-31 20:43:53.037378+00:00
000,E,VND,Vietnamese Dong,Dong,L,False,2022-01-31 20:43:53.037378+00:00
001,E,VND,Vietnamese Dong,Dong,L,False,2022-01-31 20:43:53.037378+00:00
050,E,VND,Vietnamese Dong,Dong,L,False,2022-01-31 20:43:53.037378+00:00
100,E,VND,Vietnamese Dong,Dong,L,False,2022-01-31 20:43:53.037378+00:00
200,E,VND,Vietnamese Dong,Dong,L,False,2022-01-31 20:43:53.037378+00:00
250,E,VND,Vietnamese Dong,Dong,L,False,2022-01-31 20:43:53.037378+00:00
000,D,VND,Vietnamesische Dong,Dong,L,False,2022-01-31 20:43:53.037378+00:00
001,D,VND,Vietnamesische Dong,Dong,L,False,2022-01-31 20:43:53.037378+00:00
050,D,VND,Vietnamesische Dong,Dong,L,False,2022-01-31 20:43:53.037378+00:00
100,D,VND,Vietnamesische Dong,Dong,L,False,2022-01-31 20:43:53.037378+00:00
200,D,VND,Vietnamesische Dong,Dong,L,False,2022-01-31 20:43:53.037378+00:00
250,D,VND,Vietnamesische Dong,Dong,L,False,2022-01-31 20:43:53.037378+00:00
000,E,AMD,Armenian Dram,Dram,L,False,2022-01-31 20:43:53.037378+00:00
001,E,AMD,Armenian Dram,Dram,L,False,2022-01-31 20:43:53.037378+00:00
050,E,AMD,Armenian Dram,Dram,L,False,2022-01-31 20:43:53.037378+00:00
100,E,AMD,Armenian Dram,Dram,L,False,2022-01-31 20:43:53.037378+00:00
200,E,AMD,Armenian Dram,Dram,L,False,2022-01-31 20:43:53.037378+00:00
250,E,AMD,Armenian Dram,Dram,L,False,2022-01-31 20:43:53.037378+00:00
000,D,AMD,Armenische Dram,Dram,L,False,2022-01-31 20:43:53.037378+00:00
001,D,AMD,Armenische Dram,Dram,L,False,2022-01-31 20:43:53.037378+00:00
050,D,AMD,Armenische Dram,Dram,L,False,2022-01-31 20:43:53.037378+00:00
100,D,AMD,Armenische Dram,Dram,L,False,2022-01-31 20:43:53.037378+00:00
200,D,AMD,Armenische Dram,Dram,L,False,2022-01-31 20:43:53.037378+00:00
250,D,AMD,Armenische Dram,Dram,L,False,2022-01-31 20:43:53.037378+00:00
000,E,EUR,European Euro,Euro,L,False,2022-01-31 20:43:53.037378+00:00
001,E,EUR,European Euro,Euro,L,False,2022-01-31 20:43:53.037378+00:00
050,E,EUR,European Euro,Euro,L,False,2022-01-31 20:43:53.037378+00:00
100,E,EUR,European Euro,Euro,L,False,2022-01-31 20:43:53.037378+00:00
200,E,EUR,European Euro,Euro,L,False,2022-01-31 20:43:53.037378+00:00
250,E,EUR,European Euro,Euro,L,False,2022-01-31 20:43:53.037378+00:00
000,D,EUR,Europäischer Euro,Euro,L,False,2022-01-31 20:43:53.037378+00:00
001,D,EUR,Europäischer Euro,Euro,L,False,2022-01-31 20:43:53.037378+00:00
050,D,EUR,Europäischer Euro,Euro,L,False,2022-01-31 20:43:53.037378+00:00
100,D,EUR,Europäischer Euro,Euro,L,False,2022-01-31 20:43:53.037378+00:00
200,D,EUR,Europäischer Euro,Euro,L,False,2022-01-31 20:43:53.037378+00:00
250,D,EUR,Europäischer Euro,Euro,L,False,2022-01-31 20:43:53.037378+00:00
000,E,PGK,Papua New Guinea Kina,Kina,L,False,2022-01-31 20:43:53.037378+00:00
001,E,PGK,Papua New Guinea Kina,Kina,L,False,2022-01-31 20:43:53.037378+00:00
050,E,PGK,Papua New Guinea Kina,Kina,L,False,2022-01-31 20:43:53.037378+00:00
100,E,PGK,Papua New Guinea Kina,Kina,L,False,2022-01-31 20:43:53.037378+00:00
200,E,PGK,Papua New Guinea Kina,Kina,L,False,2022-01-31 20:43:53.037378+00:00
250,E,PGK,Papua New Guinea Kina,Kina,L,False,2022-01-31 20:43:53.037378+00:00
000,D,PGK,Papua-Neuguineische Kina,Kina,L,False,2022-01-31 20:43:53.037378+00:00
001,D,PGK,Papua-Neuguineische Kina,Kina,L,False,2022-01-31 20:43:53.037378+00:00
050,D,PGK,Papua-Neuguineische Kina,Kina,L,False,2022-01-31 20:43:53.037378+00:00
100,D,PGK,Papua-Neuguineische Kina,Kina,L,False,2022-01-31 20:43:53.037378+00:00
200,D,PGK,Papua-Neuguineische Kina,Kina,L,False,2022-01-31 20:43:53.037378+00:00
250,D,PGK,Papua-Neuguineische Kina,Kina,L,False,2022-01-31 20:43:53.037378+00:00
000,E,HRK,Croatian Kuna,Kuna,L,False,2022-01-31 20:43:53.037378+00:00
001,E,HRK,Croatian Kuna,Kuna,L,False,2022-01-31 20:43:53.037378+00:00
050,E,HRK,Croatian Kuna,Kuna,L,False,2022-01-31 20:43:53.037378+00:00
100,E,HRK,Croatian Kuna,Kuna,L,False,2022-01-31 20:43:53.037378+00:00
200,E,HRK,Croatian Kuna,Kuna,L,False,2022-01-31 20:43:53.037378+00:00
250,E,HRK,Croatian Kuna,Kuna,L,False,2022-01-31 20:43:53.037378+00:00
000,D,HRK,Kroatische Kuna,Kuna,L,False,2022-01-31 20:43:53.037378+00:00
001,D,HRK,Kroatische Kuna,Kuna,L,False,2022-01-31 20:43:53.037378+00:00
050,D,HRK,Kroatische Kuna,Kuna,L,False,2022-01-31 20:43:53.037378+00:00
100,D,HRK,Kroatische Kuna,Kuna,L,False,2022-01-31 20:43:53.037378+00:00
200,D,HRK,Kroatische Kuna,Kuna,L,False,2022-01-31 20:43:53.037378+00:00
250,D,HRK,Kroatische Kuna,Kuna,L,False,2022-01-31 20:43:53.037378+00:00
000,D,MMK,Myanmar Kyat,Kyat,L,False,2022-01-31 20:43:53.037378+00:00
000,E,MMK,Myanmar Kyat,Kyat,L,False,2022-01-31 20:43:53.037378+00:00
001,D,MMK,Myanmar Kyat,Kyat,L,False,2022-01-31 20:43:53.037378+00:00
001,E,MMK,Myanmar Kyat,Kyat,L,False,2022-01-31 20:43:53.037378+00:00
050,D,MMK,Myanmar Kyat,Kyat,L,False,2022-01-31 20:43:53.037378+00:00
050,E,MMK,Myanmar Kyat,Kyat,L,False,2022-01-31 20:43:53.037378+00:00
100,D,MMK,Myanmar Kyat,Kyat,L,False,2022-01-31 20:43:53.037378+00:00
100,E,MMK,Myanmar Kyat,Kyat,L,False,2022-01-31 20:43:53.037378+00:00
200,D,MMK,Myanmar Kyat,Kyat,L,False,2022-01-31 20:43:53.037378+00:00
200,E,MMK,Myanmar Kyat,Kyat,L,False,2022-01-31 20:43:53.037378+00:00
250,D,MMK,Myanmar Kyat,Kyat,L,False,2022-01-31 20:43:53.037378+00:00
250,E,MMK,Myanmar Kyat,Kyat,L,False,2022-01-31 20:43:53.037378+00:00
000,E,GEL,Georgian Lari,Lari,L,False,2022-01-31 20:43:53.037378+00:00
001,E,GEL,Georgian Lari,Lari,L,False,2022-01-31 20:43:53.037378+00:00
050,E,GEL,Georgian Lari,Lari,L,False,2022-01-31 20:43:53.037378+00:00
100,E,GEL,Georgian Lari,Lari,L,False,2022-01-31 20:43:53.037378+00:00
200,E,GEL,Georgian Lari,Lari,L,False,2022-01-31 20:43:53.037378+00:00
250,E,GEL,Georgian Lari,Lari,L,False,2022-01-31 20:43:53.037378+00:00
000,D,GEL,Georgisches Lari,Lari,L,False,2022-01-31 20:43:53.037378+00:00
001,D,GEL,Georgisches Lari,Lari,L,False,2022-01-31 20:43:53.037378+00:00
050,D,GEL,Georgisches Lari,Lari,L,False,2022-01-31 20:43:53.037378+00:00
100,D,GEL,Georgisches Lari,Lari,L,False,2022-01-31 20:43:53.037378+00:00
200,D,GEL,Georgisches Lari,Lari,L,False,2022-01-31 20:43:53.037378+00:00
250,D,GEL,Georgisches Lari,Lari,L,False,2022-01-31 20:43:53.037378+00:00
000,E,TRY,Turkish Lira,Lira,L,False,2022-01-31 20:43:53.037378+00:00
001,E,TRY,Turkish Lira,Lira,L,False,2022-01-31 20:43:53.037378+00:00
050,E,TRY,Turkish Lira,Lira,L,False,2022-01-31 20:43:53.037378+00:00
100,E,TRY,Turkish Lira,Lira,L,False,2022-01-31 20:43:53.037378+00:00
200,E,TRY,Turkish Lira,Lira,L,False,2022-01-31 20:43:53.037378+00:00
250,E,TRY,Turkish Lira,Lira,L,False,2022-01-31 20:43:53.037378+00:00
000,I,ITL,Lira (Italia),Lira,L,False,2022-01-31 20:43:53.037378+00:00
001,I,ITL,Lira (Italia),Lira,L,False,2022-01-31 20:43:53.037378+00:00
050,I,ITL,Lira (Italia),Lira,L,False,2022-01-31 20:43:53.037378+00:00
100,I,ITL,Lira (Italia),Lira,L,False,2022-01-31 20:43:53.037378+00:00
200,I,ITL,Lira (Italia),Lira,L,False,2022-01-31 20:43:53.037378+00:00
250,I,ITL,Lira (Italia),Lira,L,False,2022-01-31 20:43:53.037378+00:00
000,D,TRY,Türkische Lira,Lira,L,False,2022-01-31 20:43:53.037378+00:00
001,D,TRY,Türkische Lira,Lira,L,False,2022-01-31 20:43:53.037378+00:00
050,D,TRY,Türkische Lira,Lira,L,False,2022-01-31 20:43:53.037378+00:00
100,D,TRY,Türkische Lira,Lira,L,False,2022-01-31 20:43:53.037378+00:00
200,D,TRY,Türkische Lira,Lira,L,False,2022-01-31 20:43:53.037378+00:00
250,D,TRY,Türkische Lira,Lira,L,False,2022-01-31 20:43:53.037378+00:00
000,E,MTL,Maltese Lira (Old --> EUR),Lira,L,False,2022-01-31 20:43:53.037378+00:00
001,E,MTL,Maltese Lira (Old --> EUR),Lira,L,False,2022-01-31 20:43:53.037378+00:00
050,E,MTL,Maltese Lira (Old --> EUR),Lira,L,False,2022-01-31 20:43:53.037378+00:00
100,E,MTL,Maltese Lira (Old --> EUR),Lira,L,False,2022-01-31 20:43:53.037378+00:00
200,E,MTL,Maltese Lira (Old --> EUR),Lira,L,False,2022-01-31 20:43:53.037378+00:00
250,E,MTL,Maltese Lira (Old --> EUR),Lira,L,False,2022-01-31 20:43:53.037378+00:00
000,D,MTL,Maltesische Lira  (alt --> EUR),Lira,L,False,2022-01-31 20:43:53.037378+00:00
001,D,MTL,Maltesische Lira  (alt --> EUR),Lira,L,False,2022-01-31 20:43:53.037378+00:00
050,D,MTL,Maltesische Lira  (alt --> EUR),Lira,L,False,2022-01-31 20:43:53.037378+00:00
100,D,MTL,Maltesische Lira  (alt --> EUR),Lira,L,False,2022-01-31 20:43:53.037378+00:00
200,D,MTL,Maltesische Lira  (alt --> EUR),Lira,L,False,2022-01-31 20:43:53.037378+00:00
250,D,MTL,Maltesische Lira  (alt --> EUR),Lira,L,False,2022-01-31 20:43:53.037378+00:00
000,F,ITL,Lire italienne,Lire,L,False,2022-01-31 20:43:53.037378+00:00
001,F,ITL,Lire italienne,Lire,L,False,2022-01-31 20:43:53.037378+00:00
050,F,ITL,Lire italienne,Lire,L,False,2022-01-31 20:43:53.037378+00:00
100,F,ITL,Lire italienne,Lire,L,False,2022-01-31 20:43:53.037378+00:00
200,F,ITL,Lire italienne,Lire,L,False,2022-01-31 20:43:53.037378+00:00
250,F,ITL,Lire italienne,Lire,L,False,2022-01-31 20:43:53.037378+00:00
000,E,ITL,Italian Lira (Old --> EUR),Lire,L,False,2022-01-31 20:43:53.037378+00:00
001,E,ITL,Italian Lira (Old --> EUR),Lire,L,False,2022-01-31 20:43:53.037378+00:00
050,E,ITL,Italian Lira (Old --> EUR),Lire,L,False,2022-01-31 20:43:53.037378+00:00
100,E,ITL,Italian Lira (Old --> EUR),Lire,L,False,2022-01-31 20:43:53.037378+00:00
200,E,ITL,Italian Lira (Old --> EUR),Lire,L,False,2022-01-31 20:43:53.037378+00:00
250,E,ITL,Italian Lira (Old --> EUR),Lire,L,False,2022-01-31 20:43:53.037378+00:00
000,D,ITL,Italienische Lire  (alt --> EUR),Lire,L,False,2022-01-31 20:43:53.037378+00:00
001,D,ITL,Italienische Lire  (alt --> EUR),Lire,L,False,2022-01-31 20:43:53.037378+00:00
050,D,ITL,Italienische Lire  (alt --> EUR),Lire,L,False,2022-01-31 20:43:53.037378+00:00
100,D,ITL,Italienische Lire  (alt --> EUR),Lire,L,False,2022-01-31 20:43:53.037378+00:00
200,D,ITL,Italienische Lire  (alt --> EUR),Lire,L,False,2022-01-31 20:43:53.037378+00:00
