mandt,land1,landk,lnplz,prplz,addrs,xplzs,xplpf,spras,xland,xaddr,nmfmt,xregs,xplst,intca,intca3,intcn3,xegld,xskfn,xmwsn,lnbkn,prbkn,lnblz,prblz,lnpsk,prpsk,xprbk,bnkey,lnbks,prbks,xprso,pruin,uinln,lnst1,prst1,lnst2,prst2,lnst3,prst3,lnst4,prst4,lnst5,prst5,landd,kalsm,landa,wechf,lkvrz,intcn,xdezp,datfm,curin,curha,waers,kurst,afapl,gwgwrt,umrwrt,kzrbwb,xanzum,ctnconcept,kzsrv,xxinve,xgccv,sureg,landgrp_vp,operation_flag,is_deleted,recordstamp
001,LA,LAO,,,,X,,,,X,,,,LA,LAO,418,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,449,,684,,LAOS,,,1,,,LAK,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,LA,LAO,,,,X,,,,X,,,,LA,LAO,418,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,449,,684,,LAOS,,,1,,,LAK,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,LA,LAO,,,,X,,,,X,,,,LA,LAO,418,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,449,,684,,LAOS,,,1,,,LAK,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,LA,LAO,,,,X,,,,X,,,,LA,LAO,418,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,449,,684,,LAOS,,,1,,,LAK,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,LA,LAO,,,,X,,,,X,,,,LA,LAO,418,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,449,,684,,LAOS,,,1,,,LAK,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,LA,LAO,,,,X,,,,X,,,,LA,LAO,418,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,449,,684,,LAOS,,,1,,,LAK,,,,,,,,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
000,LV,LV,07,1,,X,,Y,,X,,,,LV,LVA,428,X,,,,,15,5,,,,1,,,,3,11,,,,,,,,,,,139,,054,,LETTLD,,,1,,,LVL,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,LV,LV,07,1,,X,,Y,,X,,,,LV,LVA,428,X,,,,,15,5,,,,1,,,,3,11,,,,,,,,,,,139,,054,,LETTLD,,,1,,,LVL,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,LV,LV,07,1,,X,,Y,,X,,,,LV,LVA,428,X,,,,,15,5,,,,1,,,,3,11,,,,,,,,,,,139,,054,,LETTLD,,,1,,,LVL,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,LV,LV,07,1,,X,,Y,,X,,,,LV,LVA,428,X,,,,,15,5,,,,1,,,,3,11,,,,,,,,,,,139,,054,,LETTLD,,,1,,,LVL,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,LV,LV,07,1,,X,,Y,,X,,,,LV,LVA,428,X,,,,,15,5,,,,1,,,,3,11,,,,,,,,,,,139,,054,,LETTLD,,,1,,,LVL,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,LV,LV,07,1,,X,,Y,,X,,,,LV,LVA,428,X,,,,,15,5,,,,1,,,,3,11,,,,,,,,,,,139,,054,,LETTLD,,,1,,,LVL,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,LV,LV,07,1,,X,,Y,,X,,,,LV,LVA,428,X,,,,,15,5,,,,1,,,,3,11,,,,,,,,,,,139,,054,,LETTLD,,,1,,,LVL,,,,,,,,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
000,LT,LT,,,,X,,X,,X,,,,LT,LTU,440,X,,,,,15,5,,,,1,,,,3,09,,,,,,,,,,,142,,055,,LITAU,,,1,,,LTL,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,LT,LT,,,,X,,X,,X,,,,LT,LTU,440,X,,,,,15,5,,,,1,,,,3,09,,,,,,,,,,,142,,055,,LITAU,,,1,,,LTL,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,LT,LT,,,,X,,X,,X,,,,LT,LTU,440,X,,,,,15,5,,,,1,,,,3,09,,,,,,,,,,,142,,055,,LITAU,,,1,,,LTL,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,LT,LT,,,,X,,X,,X,,,,LT,LTU,440,X,,,,,15,5,,,,1,,,,3,09,,,,,,,,,,,142,,055,,LITAU,,,1,,,LTL,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,LT,LT,,,,X,,X,,X,,,,LT,LTU,440,X,,,,,15,5,,,,1,,,,3,09,,,,,,,,,,,142,,055,,LITAU,,,1,,,LTL,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,LT,LT,,,,X,,X,,X,,,,LT,LTU,440,X,,,,,15,5,,,,1,,,,3,09,,,,,,,,,,,142,,055,,LITAU,,,1,,,LTL,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,LT,LT,,,,X,,X,,X,,,,LT,LTU,440,X,,,,,15,5,,,,1,,,,3,09,,,,,,,,,,,142,,055,,LITAU,,,1,,,LTL,,,,,,,,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
000,PK,PK,,,,X,,E,,X,,,,PK,PAK,586,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,461,,662,,PAKIST,,,1,,,PKR,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,PK,PK,,,,X,,E,,X,,,,PK,PAK,586,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,461,,662,,PAKIST,,,1,,,PKR,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,PK,PK,,,,X,,E,,X,,,,PK,PAK,586,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,461,,662,,PAKIST,,,1,,,PKR,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,PK,PK,,,,X,,E,,X,,,,PK,PAK,586,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,461,,662,,PAKIST,,,1,,,PKR,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,PK,PK,,,,X,,E,,X,,,,PK,PAK,586,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,461,,662,,PAKIST,,,1,,,PKR,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,PK,PK,,,,X,,E,,X,,,,PK,PAK,586,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,461,,662,,PAKIST,,,1,,,PKR,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,PK,PK,,,,X,,E,,X,,,,PK,PAK,586,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,461,,662,,PAKIST,,,1,,,PKR,,,,,,,,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
000,SM,RSM,,,,X,,I,,,,,,SM,SMR,674,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,156,,047,,MARINO,,,1,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,SM,RSM,,,,X,,I,,,,,,SM,SMR,674,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,156,,047,,MARINO,,,1,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,SM,RSM,,,,X,,I,,,,,,SM,SMR,674,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,156,,047,,MARINO,,,1,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,SM,RSM,,,,X,,I,,,,,,SM,SMR,674,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,156,,047,,MARINO,,,1,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,SM,RSM,,,,X,,I,,,,,,SM,SMR,674,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,156,,047,,MARINO,,,1,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,SM,RSM,,,,X,,I,,,,,,SM,SMR,674,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,156,,047,,MARINO,,,1,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,SM,RSM,,,,X,,I,,,,,,SM,SMR,674,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,156,,047,,MARINO,,,1,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
000,SN,SN,,,,X,,F,,X,,,,SN,SEN,686,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,269,,248,,SENEG,,,1,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,SN,SN,,,,X,,F,,X,,,,SN,SEN,686,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,269,,248,,SENEG,,,1,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,SN,SN,,,,X,,F,,X,,,,SN,SEN,686,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,269,,248,,SENEG,,,1,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,SN,SN,,,,X,,F,,X,,,,SN,SEN,686,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,269,,248,,SENEG,,,1,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,SN,SN,,,,X,,F,,X,,,,SN,SEN,686,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,269,,248,,SENEG,,,1,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,SN,SN,,,,X,,F,,X,,,,SN,SEN,686,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,269,,248,,SENEG,,,1,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,SN,SN,,,,X,,F,,X,,,,SN,SEN,686,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,269,,248,,SENEG,,,1,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
000,VN,VN,06,4,029,X,,,,X,,,,VN,VNM,704,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,432,,690,,VIETN,,,1,,,VND,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,VN,VN,06,4,029,X,,,,X,,,,VN,VNM,704,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,432,,690,,VIETN,,,1,,,VND,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,VN,VN,06,4,029,X,,,,X,,,,VN,VNM,704,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,432,,690,,VIETN,,,1,,,VND,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,VN,VN,06,4,029,X,,,,X,,,,VN,VNM,704,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,432,,690,,VIETN,,,1,,,VND,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,VN,VN,06,4,029,X,,,,X,,,,VN,VNM,704,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,432,,690,,VIETN,,,1,,,VND,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,VN,VN,06,4,029,X,,,,X,,,,VN,VNM,704,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,432,,690,,VIETN,,,1,,,VND,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,VN,VN,06,4,029,X,,,,X,,,,VN,VNM,704,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,432,,690,,VIETN,,,1,,,VND,,,,,,,,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
000,TH,TH,05,4,004,,,2,X,X,,,,TH,THA,764,,X,,15,1,15,5,,,,1,,,,,,13,4,,,,,,,,,476,TAXTH,680,,THAIL,,,1,,,THB,,,,,,,K004,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,TH,TH,05,4,004,,,2,X,X,,,,TH,THA,764,,X,,15,1,15,5,,,,1,,,,,,13,4,,,,,,,,,476,TAXTH,680,,THAIL,,,1,,,THB,,,,,,,K004,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,TH,TH,05,4,004,,,2,X,X,,,,TH,THA,764,,X,,15,1,15,5,,,,1,,,,,,13,4,,,,,,,,,476,TAXTH,680,,THAIL,,,1,,,THB,,,,,,,K004,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,TH,TH,05,4,004,,,2,X,X,,,,TH,THA,764,,X,,15,1,15,5,,,,1,,,,,,13,4,,,,,,,,,476,TAXTH,680,,THAIL,,,1,,,THB,,,,,,,K004,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,TH,TH,05,4,004,,,2,X,X,,,,TH,THA,764,,X,,15,1,15,5,,,,1,,,,,,13,4,,,,,,,,,476,TAXTH,680,,THAIL,,,1,,,THB,,,,,,,K004,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,TH,TH,05,4,004,,,2,X,X,,,,TH,THA,764,,X,,15,1,15,5,,,,1,,,,,,13,4,,,,,,,,,476,TAXTH,680,,THAIL,,,1,,,THB,,,,,,,K004,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,TH,TH,05,4,004,,,2,X,X,,,,TH,THA,764,,X,,15,1,15,5,,,,1,,,,,,13,4,,,,,,,,,476,TAXTH,680,,THAIL,,,1,,,THB,,,,,,,K004,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
000,TT,TT,,,,X,,E,,X,,,,TT,TTO,780,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,371,,472,,TRINID,,,1,,,TTD,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,TT,TT,,,,X,,E,,X,,,,TT,TTO,780,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,371,,472,,TRINID,,,1,,,TTD,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,TT,TT,,,,X,,E,,X,,,,TT,TTO,780,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,371,,472,,TRINID,,,1,,,TTD,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,TT,TT,,,,X,,E,,X,,,,TT,TTO,780,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,371,,472,,TRINID,,,1,,,TTD,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,TT,TT,,,,X,,E,,X,,,,TT,TTO,780,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,371,,472,,TRINID,,,1,,,TTD,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,TT,TT,,,,X,,E,,X,,,,TT,TTO,780,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,371,,472,,TRINID,,,1,,,TTD,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,TT,TT,,,,X,,E,,X,,,,TT,TTO,780,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,371,,472,,TRINID,,,1,,,TTD,,,,,,,,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
000,TR,TR,05,4,001,,,T,X,,,,,TR,TUR,792,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,163,TAXTR,052,,TUERK,,,1,,USD,TRL,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,TR,TR,05,4,001,,,T,X,,,,,TR,TUR,792,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,163,TAXTR,052,,TUERK,,,1,,USD,TRL,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,TR,TR,05,4,001,,,T,X,,,,,TR,TUR,792,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,163,TAXTR,052,,TUERK,,,1,,USD,TRL,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,TR,TR,05,4,001,,,T,X,,,,,TR,TUR,792,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,163,TAXTR,052,,TUERK,,,1,,USD,TRL,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,TR,TR,05,4,001,,,T,X,,,,,TR,TUR,792,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,163,TAXTR,052,,TUERK,,,1,,USD,TRL,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,TR,TR,05,4,001,,,T,X,,,,,TR,TUR,792,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,163,TAXTR,052,,TUERK,,,1,,USD,TRL,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,TR,TR,05,4,001,,,T,X,,,,,TR,TUR,792,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,163,TAXTR,052,,TUERK,,,1,,USD,TRL,,,,,,,,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
000,TM,TUR,,,,X,,R,,X,,,,TM,TKM,795,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,471,,080,,TURKM,,,1,,,TMM,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,TM,TUR,,,,X,,R,,X,,,,TM,TKM,795,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,471,,080,,TURKM,,,1,,,TMM,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,TM,TUR,,,,X,,R,,X,,,,TM,TKM,795,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,471,,080,,TURKM,,,1,,,TMM,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,TM,TUR,,,,X,,R,,X,,,,TM,TKM,795,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,471,,080,,TURKM,,,1,,,TMM,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,TM,TUR,,,,X,,R,,X,,,,TM,TKM,795,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,471,,080,,TURKM,,,1,,,TMM,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,TM,TUR,,,,X,,R,,X,,,,TM,TKM,795,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,471,,080,,TURKM,,,1,,,TMM,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,TM,TUR,,,,X,,R,,X,,,,TM,TKM,795,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,471,,080,,TURKM,,,1,,,TMM,,,,,,,,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
000,UY,ROU,,,,,,S,,X,,,,UY,URY,858,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,365,,524,,URUGU,,,1,,,UYU,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,UY,ROU,,,,,,S,,X,,,,UY,URY,858,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,365,,524,,URUGU,,,1,,,UYU,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,UY,ROU,,,,,,S,,X,,,,UY,URY,858,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,365,,524,,URUGU,,,1,,,UYU,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,UY,ROU,,,,,,S,,X,,,,UY,URY,858,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,365,,524,,URUGU,,,1,,,UYU,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,UY,ROU,,,,,,S,,X,,,,UY,URY,858,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,365,,524,,URUGU,,,1,,,UYU,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,UY,ROU,,,,,,S,,X,,,,UY,URY,858,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,365,,524,,URUGU,,,1,,,UYU,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,UY,ROU,,,,,,S,,X,,,,UY,URY,858,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,365,,524,,URUGU,,,1,,,UYU,,,,,,,,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
000,UZ,UZ,06,4,,X,,R,,X,,,,UZ,UZB,860,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,477,,081,,USBEK,,,1,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,UZ,UZ,06,4,,X,,R,,X,,,,UZ,UZB,860,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,477,,081,,USBEK,,,1,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,UZ,UZ,06,4,,X,,R,,X,,,,UZ,UZB,860,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,477,,081,,USBEK,,,1,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,UZ,UZ,06,4,,X,,R,,X,,,,UZ,UZB,860,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,477,,081,,USBEK,,,1,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,UZ,UZ,06,4,,X,,R,,X,,,,UZ,UZB,860,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,477,,081,,USBEK,,,1,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,UZ,UZ,06,4,,X,,R,,X,,,,UZ,UZB,860,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,477,,081,,USBEK,,,1,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,UZ,UZ,06,4,,X,,R,,X,,,,UZ,UZB,860,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,477,,081,,USBEK,,,1,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
000,WS,WS,,,,,,E,,X,,,,WS,WSM,882,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,543,,819,,WSAMOA,,,1,,,WST,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,WS,WS,,,,,,E,,X,,,,WS,WSM,882,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,543,,819,,WSAMOA,,,1,,,WST,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,WS,WS,,,,,,E,,X,,,,WS,WSM,882,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,543,,819,,WSAMOA,,,1,,,WST,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,WS,WS,,,,,,E,,X,,,,WS,WSM,882,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,543,,819,,WSAMOA,,,1,,,WST,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,WS,WS,,,,,,E,,X,,,,WS,WSM,882,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,543,,819,,WSAMOA,,,1,,,WST,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,WS,WS,,,,,,E,,X,,,,WS,WSM,882,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,543,,819,,WSAMOA,,,1,,,WST,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,WS,WS,,,,,,E,,X,,,,WS,WSM,882,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,543,,819,,WSAMOA,,,1,,,WST,,,,,,,,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
000,AO,ANG,,,,X,,P,,X,,,,AO,AGO,024,,,,,,,,,,,4,11,1,,,,,,,,,,,,,,223,,330,,ANGOLA,,,1,,,AON,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,AO,ANG,,,,X,,P,,X,,,,AO,AGO,024,,,,,,,,,,,4,11,1,,,,,,,,,,,,,,223,,330,,ANGOLA,,,1,,,AON,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,AO,ANG,,,,X,,P,,X,,,,AO,AGO,024,,,,,,,,,,,4,11,1,,,,,,,,,,,,,,223,,330,,ANGOLA,,,1,,,AON,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,AO,ANG,,,,X,,P,,X,,,,AO,AGO,024,,,,,,,,,,,4,11,1,,,,,,,,,,,,,,223,,330,,ANGOLA,,,1,,,AON,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,AO,ANG,,,,X,,P,,X,,,,AO,AGO,024,,,,,,,,,,,4,11,1,,,,,,,,,,,,,,223,,330,,ANGOLA,,,1,,,AON,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,AO,ANG,,,,X,,P,,X,,,,AO,AGO,024,,,,,,,,,,,4,11,1,,,,,,,,,,,,,,223,,330,,ANGOLA,,,1,,,AON,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,AO,ANG,,,,X,,P,,X,,,,AO,AGO,024,,,,,,,,,,,4,11,1,,,,,,,,,,,,,,223,,330,,ANGOLA,,,1,,,AON,,,,,,,,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
000,BB,BDS,,,,X,,E,,X,,,,BB,BRB,052,,,,,,,,,,,4,11,1,,,,,,,,,,,,,,322,,469,003,BARBAD,,,1,,,BBD,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,BB,BDS,,,,X,,E,,X,,,,BB,BRB,052,,,,,,,,,,,4,11,1,,,,,,,,,,,,,,322,,469,003,BARBAD,,,1,,,BBD,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,BB,BDS,,,,X,,E,,X,,,,BB,BRB,052,,,,,,,,,,,4,11,1,,,,,,,,,,,,,,322,,469,003,BARBAD,,,1,,,BBD,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,BB,BDS,,,,X,,E,,X,,,,BB,BRB,052,,,,,,,,,,,4,11,1,,,,,,,,,,,,,,322,,469,003,BARBAD,,,1,,,BBD,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,BB,BDS,,,,X,,E,,X,,,,BB,BRB,052,,,,,,,,,,,4,11,1,,,,,,,,,,,,,,322,,469,003,BARBAD,,,1,,,BBD,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,BB,BDS,,,,X,,E,,X,,,,BB,BRB,052,,,,,,,,,,,4,11,1,,,,,,,,,,,,,,322,,469,003,BARBAD,,,1,,,BBD,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,BB,BDS,,,,X,,E,,X,,,,BB,BRB,052,,,,,,,,,,,4,11,1,,,,,,,,,,,,,,322,,469,003,BARBAD,,,1,,,BBD,,,,,,,,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
000,HK,HOK,,,,X,,E,X,X,,,,HK,HKG,344,,,,12,1,,,,,,4,03,1,,,,,,,,,,,,,,479,,740,,HONGK,,,1,,,HKD,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,HK,HOK,,,,X,,E,X,X,,,,HK,HKG,344,,,,12,1,,,,,,4,03,1,,,,,,,,,,,,,,479,,740,,HONGK,,,1,,,HKD,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,HK,HOK,,,,X,,E,X,X,,,,HK,HKG,344,,,,12,1,,,,,,4,03,1,,,,,,,,,,,,,,479,,740,,HONGK,,,1,,,HKD,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
