mandt,spras,mtart,mtbez,operation_flag,is_deleted,recordstamp
800,H,NOF1,Nem élelmiszer,L,False,2021-08-06 04:10:50.356760+00:00
800,H,ZMDG,Késztermék,L,False,2021-08-06 04:10:50.356760+00:00
800,H,ZHT1,Késztermék,L,False,2021-08-06 04:10:50.356760+00:00
800,H,MPO,Anyagtervezési objektum,L,False,2021-08-06 04:10:50.356760+00:00
800,H,PROC,Folyamatanyag,L,False,2021-08-06 04:10:50.356760+00:00
800,H,KMAT,Konfigurálható anyag,L,False,2021-08-06 04:10:50.356760+00:00
800,H,WETT,Konkurens termék,L,False,2021-08-06 04:10:50.356760+00:00
800,H,ZHTI,Késztermék,L,False,2021-08-06 04:10:50.356760+00:00
800,H,DOCU,Félkésztermék,L,False,2021-08-06 04:10:50.356760+00:00
800,H,PROD,Termékcsoport,L,False,2021-08-06 04:10:50.356760+00:00
800,H,UNBW,Nem értékelt anyag,L,False,2021-08-06 04:10:50.356760+00:00
800,H,FOOD,Élelmiszer(excl.frissáru),L,False,2021-08-06 04:10:50.356760+00:00
800,H,ZTTP,Késztermék,L,False,2021-08-06 04:10:50.356760+00:00
800,H,CONU,KANBAN-tároló,L,False,2021-08-06 04:10:50.356760+00:00
800,H,FERT,Késztermék,L,False,2021-08-06 04:10:50.356760+00:00
800,H,EPA,Felszereléscsomag,L,False,2021-08-06 04:10:50.356760+00:00
800,I,COUP,Coupon,L,False,2021-08-06 04:10:50.356760+00:00
800,I,CBAU,Unità compatibile,L,False,2021-08-06 04:10:50.356760+00:00
800,I,ZMDG,Prodotto finito,L,False,2021-08-06 04:10:50.356760+00:00
800,I,UNBW,Materiale non valor.,L,False,2021-08-06 04:10:50.356760+00:00
800,I,ROH,Materia prima,L,False,2021-08-06 04:10:50.356760+00:00
800,I,FGTR,Bevande,L,False,2021-08-06 04:10:50.356760+00:00
800,I,HAWA,Articoli commerciali,L,False,2021-08-06 04:10:50.356760+00:00
800,I,LEER,Vuoti,L,False,2021-08-06 04:10:50.356760+00:00
800,I,ZIEN,Prest. di servizio,L,False,2021-08-06 04:10:50.356760+00:00
800,I,ZPCT,Prodotto finito,L,False,2021-08-06 04:10:50.356760+00:00
800,I,NLAG,Mat. non gest. a mag.,L,False,2021-08-06 04:10:50.356760+00:00
800,I,FHMI,Mezzi/attr. di prod.,L,False,2021-08-06 04:10:50.356760+00:00
800,I,BLG,Vuoti,L,False,2021-08-06 04:10:50.356760+00:00
800,I,ERSA,Pezzi di ricambio,L,False,2021-08-06 04:10:50.356760+00:00
800,I,PLAN,Articolo comm. (pian.),L,False,2021-08-06 04:10:50.356760+00:00
800,I,PROD,Gruppo prodotti,L,False,2021-08-06 04:10:50.356760+00:00
800,I,DIEN,Prest. di servizio,L,False,2021-08-06 04:10:50.356760+00:00
800,I,FERT,Prodotto finito,L,False,2021-08-06 04:10:50.356760+00:00
800,I,PROC,Materiale proc.,L,False,2021-08-06 04:10:50.356760+00:00
800,I,HERS,Componente costruttore,L,False,2021-08-06 04:10:50.356760+00:00
800,I,ZHT1,Prodotto finito,L,False,2021-08-06 04:10:50.356760+00:00
800,I,ABF,Rifiuti,L,False,2021-08-06 04:10:50.356760+00:00
800,I,MODE,Moda (stagionale),L,False,2021-08-06 04:10:50.356760+00:00
800,I,LGUT,Vuoto Retail,L,False,2021-08-06 04:10:50.356760+00:00
800,I,HALB,Prod. semilavorato,L,False,2021-08-06 04:10:50.356760+00:00
800,I,ZPKG,Imballaggio,L,False,2021-08-06 04:10:50.356760+00:00
800,I,HIBE,Mat. ausil./Mat. es.,L,False,2021-08-06 04:10:50.356760+00:00
800,I,KMAT,Materiale configurabile,L,False,2021-08-06 04:10:50.356760+00:00
800,I,VERP,Imballaggio,L,False,2021-08-06 04:10:50.356760+00:00
800,I,WETT,Prodotto concorr.,L,False,2021-08-06 04:10:50.356760+00:00
800,I,WERB,Mezzo pubblicitario,L,False,2021-08-06 04:10:50.356760+00:00
800,I,FRIP,Deperibili,L,False,2021-08-06 04:10:50.356760+00:00
800,I,NOF1,Non alimentare,L,False,2021-08-06 04:10:50.356760+00:00
800,I,PIPE,Materiale pipeline,L,False,2021-08-06 04:10:50.356760+00:00
800,I,DOCU,Prod. semilavorato,L,False,2021-08-06 04:10:50.356760+00:00
800,I,LEIH,Mat. imb. vuoto a rend.,L,False,2021-08-06 04:10:50.356760+00:00
800,I,ZHTI,Prodotto finito,L,False,2021-08-06 04:10:50.356760+00:00
800,I,IBAU,Assemblaggio manutenzione,L,False,2021-08-06 04:10:50.356760+00:00
800,I,WERT,Materiale a valore,L,False,2021-08-06 04:10:50.356760+00:00
800,I,MPO,Ogg. pian. materiale,L,False,2021-08-06 04:10:50.356760+00:00
800,I,BLGA,Vuoti,L,False,2021-08-06 04:10:50.356760+00:00
800,I,VKHM,Supporto vendite,L,False,2021-08-06 04:10:50.356760+00:00
800,I,ZTTP,Prodotto finito,L,False,2021-08-06 04:10:50.356760+00:00
800,I,CONU,Contenitore Kanban,L,False,2021-08-06 04:10:50.356760+00:00
800,I,EPA,Pacchetto di dotazioni,L,False,2021-08-06 04:10:50.356760+00:00
800,I,CH00,Gestione contratto CH,L,False,2021-08-06 04:10:50.356760+00:00
800,I,FOOD,Alim. (escl.deperibili),L,False,2021-08-06 04:10:50.356760+00:00
800,I,INTR,Intra material,L,False,2021-08-06 04:10:50.356760+00:00
800,I,CONT,Contenitore Kanban,L,False,2021-08-06 04:10:50.356760+00:00
800,I,VOLL,Art. + vuoto,L,False,2021-08-06 04:10:50.356760+00:00
800,J,HERS,メーカー部品,L,False,2021-08-06 04:10:50.356760+00:00
800,J,PROD,製品グループ,L,False,2021-08-06 04:10:50.356760+00:00
800,J,EPA,設備パッケージ,L,False,2021-08-06 04:10:50.356760+00:00
800,J,WERB,製品カタログ,L,False,2021-08-06 04:10:50.356760+00:00
800,J,ZSER,SP: サービス,L,False,2021-08-06 04:10:50.356760+00:00
800,J,CONU,価値無コンテナ,L,False,2021-08-06 04:10:50.356760+00:00
800,J,FOOD,食品 (生鮮を除く),L,False,2021-08-06 04:10:50.356760+00:00
800,J,LGUT,エンプティ (小売),L,False,2021-08-06 04:10:50.356760+00:00
800,J,ABF,廃棄物,L,False,2021-08-06 04:10:50.356760+00:00
800,J,IBAU,保守用機器,L,False,2021-08-06 04:10:50.356760+00:00
800,J,PROC,プロセス品目,L,False,2021-08-06 04:10:50.356760+00:00
800,J,CH00,CH 契約処理,L,False,2021-08-06 04:10:50.356760+00:00
800,J,COUP,クーポン,L,False,2021-08-06 04:10:50.356760+00:00
800,J,CBAU,互換ユニット,L,False,2021-08-06 04:10:50.356760+00:00
800,J,FGTR,飲料,L,False,2021-08-06 04:10:50.356760+00:00
800,J,PLAN,商品 (計画),L,False,2021-08-06 04:10:50.356760+00:00
800,J,1000,内製,L,False,2021-08-06 04:10:50.356760+00:00
800,J,200,半製品,L,False,2021-08-06 04:10:50.356760+00:00
800,J,DIEN,サービス,L,False,2021-08-06 04:10:50.356760+00:00
800,J,DOCU,文書バッチ,L,False,2021-08-06 04:10:50.356760+00:00
800,J,SEMI,半製品,L,False,2021-08-06 04:10:50.356760+00:00
800,J,UNBW,非評価品目,L,False,2021-08-06 04:10:50.356760+00:00
800,J,COMP,製品割当、購買,L,False,2021-08-06 04:10:50.356760+00:00
800,J,XLMT,サービス,L,False,2021-08-06 04:10:50.356760+00:00
800,J,ZPCT,臨床試験ダミー,L,False,2021-08-06 04:10:50.356760+00:00
800,J,ZTTP,製品,L,False,2021-08-06 04:10:50.356760+00:00
800,J,BLG,BLG エンプティ　外部,L,False,2021-08-06 04:10:50.356760+00:00
800,J,CONT,カンバンコンテナ,L,False,2021-08-06 04:10:50.356760+00:00
800,J,YCON,選定可能品目 MPW,L,False,2021-08-06 04:10:50.356760+00:00
800,J,FHMI,生産資源/工具,L,False,2021-08-06 04:10:50.356760+00:00
800,J,ROH,原材料,L,False,2021-08-06 04:10:50.356760+00:00
800,J,VOLL,全商品,L,False,2021-08-06 04:10:50.356760+00:00
800,J,PIPE,パイプライン品目,L,False,2021-08-06 04:10:50.356760+00:00
800,J,FERT,製品,L,False,2021-08-06 04:10:50.356760+00:00
800,J,PLM,PLM  最小限の品目タイプ,L,False,2021-08-06 04:10:50.356760+00:00
800,J,ZMDG,製品,L,False,2021-08-06 04:10:50.356760+00:00
800,J,HAWA,商品,L,False,2021-08-06 04:10:50.356760+00:00
800,J,KMAT,設置可能品目,L,False,2021-08-06 04:10:50.356760+00:00
800,J,ZHTI,製品,L,False,2021-08-06 04:10:50.356760+00:00
800,J,VKHM,付属品,L,False,2021-08-06 04:10:50.356760+00:00
800,J,ZIEN,LSP サービス,L,False,2021-08-06 04:10:50.356760+00:00
800,J,HIBE,運用資材,L,False,2021-08-06 04:10:50.356760+00:00
800,J,MSFT,製品サンプル,L,False,2021-08-06 04:10:50.356760+00:00
800,J,MODE,アパレル（季節商品）,L,False,2021-08-06 04:10:50.356760+00:00
800,J,NOF1,非食品,L,False,2021-08-06 04:10:50.356760+00:00
800,J,FRIP,生鮮食品,L,False,2021-08-06 04:10:50.356760+00:00
800,J,LEER,エンプティ,L,False,2021-08-06 04:10:50.356760+00:00
800,J,LEIH,要返却梱包材,L,False,2021-08-06 04:10:50.356760+00:00
800,J,VERP,梱包材,L,False,2021-08-06 04:10:50.356760+00:00
800,J,ZPKG,梱包材,L,False,2021-08-06 04:10:50.356760+00:00
800,J,HALB,半製品,L,False,2021-08-06 04:10:50.356760+00:00
800,J,NLAG,非在庫品目,L,False,2021-08-06 04:10:50.356760+00:00
800,J,ERSA,スペアパーツ,L,False,2021-08-06 04:10:50.356760+00:00
800,J,ZHT1,製品,L,False,2021-08-06 04:10:50.356760+00:00
800,J,100,購買品目,L,False,2021-08-06 04:10:50.356760+00:00
800,J,MPO,資材計画対象,L,False,2021-08-06 04:10:50.356760+00:00
800,J,INTR,内部品目,L,False,2021-08-06 04:10:50.356760+00:00
800,J,WETT,競合品,L,False,2021-08-06 04:10:50.356760+00:00
800,J,BLGA,BLGA　エンプティ　固定資産,L,False,2021-08-06 04:10:50.356760+00:00
800,J,AEM,サンプル,L,False,2021-08-06 04:10:50.356760+00:00
800,J,WERT,価格(商品のみ),L,False,2021-08-06 04:10:50.356760+00:00
800,K,ROH,Råstof,L,False,2021-08-06 04:10:50.356760+00:00
800,K,MPO,Materialeplanl.objekt,L,False,2021-08-06 04:10:50.356760+00:00
800,K,FRIP,Ferskvarer,L,False,2021-08-06 04:10:50.356760+00:00
800,K,FOOD,Fødevarer (eksk. ferskv.),L,False,2021-08-06 04:10:50.356760+00:00
800,K,PIPE,Pipelinemateriale,L,False,2021-08-06 04:10:50.356760+00:00
800,K,UNBW,Uvurderet materiale,L,False,2021-08-06 04:10:50.356760+00:00
800,K,CBAU,Kompatibel enhed,L,False,2021-08-06 04:10:50.356760+00:00
800,K,CH00,CH aftaleadministration,L,False,2021-08-06 04:10:50.356760+00:00
800,K,ZHT1,Færdigvare,L,False,2021-08-06 04:10:50.356760+00:00
800,K,LGUT,Tomgods varestyring,L,False,2021-08-06 04:10:50.356760+00:00
800,K,PROD,Produktgruppe,L,False,2021-08-06 04:10:50.356760+00:00
800,K,FERT,Færdigvare,L,False,2021-08-06 04:10:50.356760+00:00
800,K,FHMI,Produktionshjælpemiddel,L,False,2021-08-06 04:10:50.356760+00:00
800,K,DOCU,Halvfabrikat,L,False,2021-08-06 04:10:50.356760+00:00
800,K,FGTR,Drikkevarer,L,False,2021-08-06 04:10:50.356760+00:00
800,K,CONU,Kanbancontainer,L,False,2021-08-06 04:10:50.356760+00:00
800,K,BLG,Tomgods,L,False,2021-08-06 04:10:50.356760+00:00
800,K,NOF1,Non-food,L,False,2021-08-06 04:10:50.356760+00:00
800,K,ZIEN,Serviceydelse,L,False,2021-08-06 04:10:50.356760+00:00
800,K,HIBE,Hjælpe-/driftsmaterialer,L,False,2021-08-06 04:10:50.356760+00:00
800,K,VOLL,Fuldgods,L,False,2021-08-06 04:10:50.356760+00:00
800,K,HERS,Producentdel,L,False,2021-08-06 04:10:50.356760+00:00
800,K,WETT,Konkurrerende produkt,L,False,2021-08-06 04:10:50.356760+00:00
800,K,HAWA,Handelsvare,L,False,2021-08-06 04:10:50.356760+00:00
800,K,PLAN,Handelsvare (planlagt),L,False,2021-08-06 04:10:50.356760+00:00
800,K,WERT,Værdimateriale,L,False,2021-08-06 04:10:50.356760+00:00
800,K,ABF,Affald,L,False,2021-08-06 04:10:50.356760+00:00
800,K,BLGA,Tomgods,L,False,2021-08-06 04:10:50.356760+00:00
800,K,IBAU,Montagegrp. for vedlgh.,L,False,2021-08-06 04:10:50.356760+00:00
800,K,ERSA,Reservedele,L,False,2021-08-06 04:10:50.356760+00:00
800,K,LEER,Tomgods,L,False,2021-08-06 04:10:50.356760+00:00
800,K,ZPKG,Emballage,L,False,2021-08-06 04:10:50.356760+00:00
800,K,EPA,Udrustningspakke,L,False,2021-08-06 04:10:50.356760+00:00
800,K,INTR,Fiktivt materiale,L,False,2021-08-06 04:10:50.356760+00:00
800,K,LEIH,Returemballeringsmat.,L,False,2021-08-06 04:10:50.356760+00:00
800,K,VKHM,POS-materialer,L,False,2021-08-06 04:10:50.356760+00:00
800,K,WERB,Produktkatalog,L,False,2021-08-06 04:10:50.356760+00:00
800,K,CONT,Kanbancontainer,L,False,2021-08-06 04:10:50.356760+00:00
800,K,KMAT,Konfigurerbart materiale,L,False,2021-08-06 04:10:50.356760+00:00
800,K,VERP,Emballage,L,False,2021-08-06 04:10:50.356760+00:00
800,K,DIEN,Serviceydelse,L,False,2021-08-06 04:10:50.356760+00:00
800,K,PROC,Procesmateriale,L,False,2021-08-06 04:10:50.356760+00:00
800,K,ZPCT,Færdigvare,L,False,2021-08-06 04:10:50.356760+00:00
800,K,ZTTP,Færdigvare,L,False,2021-08-06 04:10:50.356760+00:00
800,K,HALB,Halvfabrikat,L,False,2021-08-06 04:10:50.356760+00:00
800,K,ZHTI,Færdigvare,L,False,2021-08-06 04:10:50.356760+00:00
800,K,MODE,Mode (sæsonbestemt),L,False,2021-08-06 04:10:50.356760+00:00
800,K,ZMDG,Færdigvare,L,False,2021-08-06 04:10:50.356760+00:00
800,K,COUP,Kupon,L,False,2021-08-06 04:10:50.356760+00:00
800,K,NLAG,Ikke-lagerført materiale,L,False,2021-08-06 04:10:50.356760+00:00
800,L,ZHT1,Produkt gotowy,L,False,2021-08-06 04:10:50.356760+00:00
800,L,CH00,CH Zarządzanie umową,L,False,2021-08-06 04:10:50.356760+00:00
800,L,EPA,Pakiet wyposażenia,L,False,2021-08-06 04:10:50.356760+00:00
800,L,PIPE,Mater. przesył. rurociąg.,L,False,2021-08-06 04:10:50.356760+00:00
800,L,KMAT,Materiał konfigurowalny,L,False,2021-08-06 04:10:50.356760+00:00
800,L,MPO,Obiekt planow. mater.,L,False,2021-08-06 04:10:50.356760+00:00
800,L,VERP,Opakowanie,L,False,2021-08-06 04:10:50.356760+00:00
800,L,WERB,Środki reklamy,L,False,2021-08-06 04:10:50.356760+00:00
800,L,FRIP,Produkty nietrwałe,L,False,2021-08-06 04:10:50.356760+00:00
800,L,LEIH,Opak. zwr.- śr. opakow.,L,False,2021-08-06 04:10:50.356760+00:00
800,L,PROC,Materiał procesu,L,False,2021-08-06 04:10:50.356760+00:00
800,L,HIBE,Mat. pomocn./prod.,L,False,2021-08-06 04:10:50.356760+00:00
800,L,WERT,Mat. ewid. wg wart.,L,False,2021-08-06 04:10:50.356760+00:00
800,L,BLGA,Puste opakowania,L,False,2021-08-06 04:10:50.356760+00:00
800,L,IBAU,Zespół PM,L,False,2021-08-06 04:10:50.356760+00:00
800,L,HALB,Półfabrykat,L,False,2021-08-06 04:10:50.356760+00:00
800,L,FERT,Produkt gotowy,L,False,2021-08-06 04:10:50.356760+00:00
800,L,CONU,Pojemnik KANBAN,L,False,2021-08-06 04:10:50.356760+00:00
800,L,DOCU,Półfabrykat,L,False,2021-08-06 04:10:50.356760+00:00
800,L,WETT,Produkt konkurencyjny,L,False,2021-08-06 04:10:50.356760+00:00
800,L,ZPKG,Opakowanie,L,False,2021-08-06 04:10:50.356760+00:00
800,L,UNBW,Niewyceniony materiał,L,False,2021-08-06 04:10:50.356760+00:00
800,L,COUP,Kupon,L,False,2021-08-06 04:10:50.356760+00:00
800,L,INTR,Materiał tymczasowy,L,False,2021-08-06 04:10:50.356760+00:00
800,L,PLM,Produkt gotowy,L,False,2021-08-06 04:10:50.356760+00:00
800,L,LGUT,Puste opak. (Sprz. detal),L,False,2021-08-06 04:10:50.356760+00:00
800,L,ZTTP,Produkt gotowy,L,False,2021-08-06 04:10:50.356760+00:00
800,L,ZMDG,Produkt gotowy,L,False,2021-08-06 04:10:50.356760+00:00
800,L,LEER,Puste opakowania,L,False,2021-08-06 04:10:50.356760+00:00
800,L,CBAU,Jednostka kompatyb.,L,False,2021-08-06 04:10:50.356760+00:00
800,L,ZPCT,Produkt gotowy,L,False,2021-08-06 04:10:50.356760+00:00
800,L,VOLL,Opakowania pełne,L,False,2021-08-06 04:10:50.356760+00:00
800,L,HERS,Część producenta,L,False,2021-08-06 04:10:50.356760+00:00
800,L,MODE,Moda (sezonowa),L,False,2021-08-06 04:10:50.356760+00:00
800,L,ABF,Odpady,L,False,2021-08-06 04:10:50.356760+00:00
800,L,ZIEN,Usługa,L,False,2021-08-06 04:10:50.356760+00:00
800,L,FGTR,Napoje,L,False,2021-08-06 04:10:50.356760+00:00
800,L,ZHTI,Produkt gotowy,L,False,2021-08-06 04:10:50.356760+00:00
800,L,ERSA,Części zamienne,L,False,2021-08-06 04:10:50.356760+00:00
800,L,ROH,Surowiec,L,False,2021-08-06 04:10:50.356760+00:00
800,L,BLG,Puste opakowania,L,False,2021-08-06 04:10:50.356760+00:00
800,L,DIEN,Usługa,L,False,2021-08-06 04:10:50.356760+00:00
800,L,FHMI,Środki pomocn. produkcji,L,False,2021-08-06 04:10:50.356760+00:00
800,L,FOOD,Żywność (z wyj. świeżej),L,False,2021-08-06 04:10:50.356760+00:00
800,L,PLAN,Towar handl. (zaplan.),L,False,2021-08-06 04:10:50.356760+00:00
800,L,CONT,Pojemnik KANBAN,L,False,2021-08-06 04:10:50.356760+00:00
800,L,NOF1,Bez żywności,L,False,2021-08-06 04:10:50.356760+00:00
800,L,PROD,Grupa produktów,L,False,2021-08-06 04:10:50.356760+00:00
800,L,HAWA,Towar handlowy,L,False,2021-08-06 04:10:50.356760+00:00
800,L,VKHM,Śr. pomocn. sprzed.,L,False,2021-08-06 04:10:50.356760+00:00
800,L,NLAG,Materiał niemagazynowany,L,False,2021-08-06 04:10:50.356760+00:00
800,M,NOF1,非食物,L,False,2021-08-06 04:10:50.356760+00:00
800,M,ZIEN,服務,L,False,2021-08-06 04:10:50.356760+00:00
800,M,CH00,CH 契約處理,L,False,2021-08-06 04:10:50.356760+00:00
800,M,FRIP,易腐物,L,False,2021-08-06 04:10:50.356760+00:00
800,M,WETT,同業產品,L,False,2021-08-06 04:10:50.356760+00:00
800,M,ZPKG,包裝,L,False,2021-08-06 04:10:50.356760+00:00
800,M,CONU,看板容器,L,False,2021-08-06 04:10:50.356760+00:00
800,M,MPO,物料規劃物件,L,False,2021-08-06 04:10:50.356760+00:00
800,M,HERS,製造商零件,L,False,2021-08-06 04:10:50.356760+00:00
800,M,IBAU,維護裝配,L,False,2021-08-06 04:10:50.356760+00:00
800,M,UNBW,無價值物料,L,False,2021-08-06 04:10:50.356760+00:00
800,M,CONT,看板容器,L,False,2021-08-06 04:10:50.356760+00:00
800,M,CBAU,相容單位,L,False,2021-08-06 04:10:50.356760+00:00
800,M,LEER,空箱,L,False,2021-08-06 04:10:50.356760+00:00
800,M,ROH,原料,L,False,2021-08-06 04:10:50.356760+00:00
800,M,LEIH,可退包裝,L,False,2021-08-06 04:10:50.356760+00:00
800,M,PROD,產品群組,L,False,2021-08-06 04:10:50.356760+00:00
800,M,HAWA,貿易商品,L,False,2021-08-06 04:10:50.356760+00:00
800,M,VERP,包裝,L,False,2021-08-06 04:10:50.356760+00:00
800,M,MODE,衣服（季節性的）,L,False,2021-08-06 04:10:50.356760+00:00
800,M,NLAG,非庫存物料,L,False,2021-08-06 04:10:50.356760+00:00
800,M,VKHM,附加項,L,False,2021-08-06 04:10:50.356760+00:00
800,M,COUP,優惠券,L,False,2021-08-06 04:10:50.356760+00:00
800,M,FHMI,生產資源 / 工具,L,False,2021-08-06 04:10:50.356760+00:00
800,M,LGUT,空罐（零售）,L,False,2021-08-06 04:10:50.356760+00:00
800,M,PROC,製程物料,L,False,2021-08-06 04:10:50.356760+00:00
800,M,FOOD,食物 (不含易腐食物),L,False,2021-08-06 04:10:50.356760+00:00
800,M,PLAN,貿易貨物〈計劃〉,L,False,2021-08-06 04:10:50.356760+00:00
800,M,DIEN,服務,L,False,2021-08-06 04:10:50.356760+00:00
800,M,EPA,設備套件,L,False,2021-08-06 04:10:50.356760+00:00
800,M,BLG,空箱,L,False,2021-08-06 04:10:50.356760+00:00
800,M,WERT,僅值物料,L,False,2021-08-06 04:10:50.356760+00:00
800,M,HIBE,作業供應品,L,False,2021-08-06 04:10:50.356760+00:00
800,M,WERB,產品目錄,L,False,2021-08-06 04:10:50.356760+00:00
800,M,DOCU,半成品,L,False,2021-08-06 04:10:50.356760+00:00
800,M,BLGA,空箱,L,False,2021-08-06 04:10:50.356760+00:00
800,M,HALB,半成品,L,False,2021-08-06 04:10:50.356760+00:00
800,M,KMAT,可設定的物料,L,False,2021-08-06 04:10:50.356760+00:00
800,M,ERSA,備件,L,False,2021-08-06 04:10:50.356760+00:00
800,M,FGTR,飲料,L,False,2021-08-06 04:10:50.356760+00:00
800,M,INTR,內部間物料,L,False,2021-08-06 04:10:50.356760+00:00
800,M,ABF,廢棄物,L,False,2021-08-06 04:10:50.356760+00:00
800,M,PIPE,管線物料,L,False,2021-08-06 04:10:50.356760+00:00
800,M,VOLL,全產品,L,False,2021-08-06 04:10:50.356760+00:00
800,M,ZTTP,成品,L,False,2021-08-06 04:10:50.356760+00:00
800,M,ZPCT,成品,L,False,2021-08-06 04:10:50.356760+00:00
800,M,PLM,成品,L,False,2021-08-06 04:10:50.356760+00:00
800,M,ZHTI,成品,L,False,2021-08-06 04:10:50.356760+00:00
800,M,ZHT1,成品,L,False,2021-08-06 04:10:50.356760+00:00
800,M,ZMDG,成品,L,False,2021-08-06 04:10:50.356760+00:00
800,M,FERT,成品,L,False,2021-08-06 04:10:50.356760+00:00
800,N,KMAT,Configureerbaar artikel,L,False,2021-08-06 04:10:50.356760+00:00
800,N,LGUT,Emballage Retail,L,False,2021-08-06 04:10:50.356760+00:00
800,N,VERP,Verpakking,L,False,2021-08-06 04:10:50.356760+00:00
800,N,WERT,Waardeartikel,L,False,2021-08-06 04:10:50.356760+00:00
800,N,ZPKG,Verpakking,L,False,2021-08-06 04:10:50.356760+00:00
800,N,FRIP,Verswaren,L,False,2021-08-06 04:10:50.356760+00:00
800,N,ZHTI,Gereed product,L,False,2021-08-06 04:10:50.356760+00:00
800,N,CH00,CH Contractbeheer,L,False,2021-08-06 04:10:50.356760+00:00
800,N,MPO,Materiaalplanningsobject,L,False,2021-08-06 04:10:50.356760+00:00
800,N,EPA,Uitrustingspakket,L,False,2021-08-06 04:10:50.356760+00:00
800,N,HAWA,Handelsartikelen,L,False,2021-08-06 04:10:50.356760+00:00
800,N,UNBW,Ongewaardeerd artikel,L,False,2021-08-06 04:10:50.356760+00:00
800,N,ZTTP,Gereed product,L,False,2021-08-06 04:10:50.356760+00:00
800,N,ZHT1,Gereed product,L,False,2021-08-06 04:10:50.356760+00:00
800,N,ERSA,Reserveonderdelen,L,False,2021-08-06 04:10:50.356760+00:00
800,N,FERT,Gereed product,L,False,2021-08-06 04:10:50.356760+00:00
800,N,BLG,Emballage,L,False,2021-08-06 04:10:50.356760+00:00
800,N,VKHM,Verkoophulpmiddel,L,False,2021-08-06 04:10:50.356760+00:00
800,N,ZMDG,Gereed product,L,False,2021-08-06 04:10:50.356760+00:00
800,N,CONU,KANBAN-container,L,False,2021-08-06 04:10:50.356760+00:00
800,N,FOOD,Food (excl. verswaren),L,False,2021-08-06 04:10:50.356760+00:00
800,N,IBAU,Onderhouds-bouwgroep,L,False,2021-08-06 04:10:50.356760+00:00
800,N,CBAU,Compatibele eenheid,L,False,2021-08-06 04:10:50.356760+00:00
800,N,PLAN,Handelsgoederen (gepland),L,False,2021-08-06 04:10:50.356760+00:00
800,N,NLAG,Niet-voorraadartikel,L,False,2021-08-06 04:10:50.356760+00:00
800,N,WETT,Concurrentieproduct,L,False,2021-08-06 04:10:50.356760+00:00
800,N,FHMI,Productiehulpmiddelen,L,False,2021-08-06 04:10:50.356760+00:00
800,N,PIPE,Pijplijnartikel,L,False,2021-08-06 04:10:50.356760+00:00
800,N,VOLL,Emballageart. met inhoud,L,False,2021-08-06 04:10:50.356760+00:00
800,N,NOF1,Non food,L,False,2021-08-06 04:10:50.356760+00:00
800,N,LEER,Emballage,L,False,2021-08-06 04:10:50.356760+00:00
800,N,DOCU,Halffabrikaat,L,False,2021-08-06 04:10:50.356760+00:00
800,N,DIEN,Service,L,False,2021-08-06 04:10:50.356760+00:00
800,N,WERB,Reclamemedium,L,False,2021-08-06 04:10:50.356760+00:00
800,N,LEIH,Retouremballage-VHM,L,False,2021-08-06 04:10:50.356760+00:00
800,N,CONT,KANBAN-container,L,False,2021-08-06 04:10:50.356760+00:00
800,N,COUP,Coupon,L,False,2021-08-06 04:10:50.356760+00:00
800,N,INTR,Intramateriaal,L,False,2021-08-06 04:10:50.356760+00:00
800,N,PROD,Productgroep,L,False,2021-08-06 04:10:50.356760+00:00
800,N,ABF,Afval,L,False,2021-08-06 04:10:50.356760+00:00
800,N,HIBE,Hulp-/bedrijfsstof,L,False,2021-08-06 04:10:50.356760+00:00
800,N,HALB,Halffabrikaat,L,False,2021-08-06 04:10:50.356760+00:00
800,N,BLGA,Emballage,L,False,2021-08-06 04:10:50.356760+00:00
800,N,ZPCT,Gereed product,L,False,2021-08-06 04:10:50.356760+00:00
800,N,PROC,Procesartikel,L,False,2021-08-06 04:10:50.356760+00:00
800,N,FGTR,Dranken,L,False,2021-08-06 04:10:50.356760+00:00
800,N,HERS,Producentcomponent,L,False,2021-08-06 04:10:50.356760+00:00
800,N,ZIEN,Service,L,False,2021-08-06 04:10:50.356760+00:00
800,N,MODE,Mode (seizoengebonden),L,False,2021-08-06 04:10:50.356760+00:00
800,N,ROH,Grondstof,L,False,2021-08-06 04:10:50.356760+00:00
800,O,CONU,Kanban-beholder,L,False,2021-08-06 04:10:50.356760+00:00
800,O,DIEN,Tjeneste,L,False,2021-08-06 04:10:50.356760+00:00
800,O,FOOD,Matvarer (u/ferskvarer),L,False,2021-08-06 04:10:50.356760+00:00
800,O,WETT,Konkurrentprodukt,L,False,2021-08-06 04:10:50.356760+00:00
800,O,HAWA,Handelsvare,L,False,2021-08-06 04:10:50.356760+00:00
800,O,EPA,Utstyrspakke,L,False,2021-08-06 04:10:50.356760+00:00
800,O,PIPE,Pipeline-material,L,False,2021-08-06 04:10:50.356760+00:00
800,O,ZHTI,Ferdigvare,L,False,2021-08-06 04:10:50.356760+00:00
800,O,HALB,Halvfabrikat,L,False,2021-08-06 04:10:50.356760+00:00
800,O,PROD,Produktgruppe,L,False,2021-08-06 04:10:50.356760+00:00
800,O,ZHT1,Ferdigvare,L,False,2021-08-06 04:10:50.356760+00:00
800,O,FERT,Ferdigvare,L,False,2021-08-06 04:10:50.356760+00:00
800,O,PLAN,Handelsvare (planlagt),L,False,2021-08-06 04:10:50.356760+00:00
800,O,VERP,Emballasje,L,False,2021-08-06 04:10:50.356760+00:00
