mandt,spras,mtart,mtbez,operation_flag,is_deleted,recordstamp
800,B,FRIP,מוצרים מתכלים,L,False,2021-08-06 04:10:50.356760+00:00
800,B,LEER,לרוקן,L,False,2021-08-06 04:10:50.356760+00:00
800,B,LEIH,אריזה ניתנת להחזרה,L,False,2021-08-06 04:10:50.356760+00:00
800,B,WETT,מוצרי מתחרה,L,False,2021-08-06 04:10:50.356760+00:00
800,B,VOLL,מוצרים מלאים,L,False,2021-08-06 04:10:50.356760+00:00
800,C,DIEN,Služba,L,False,2021-08-06 04:10:50.356760+00:00
800,C,FGTR,Nápoje,L,False,2021-08-06 04:10:50.356760+00:00
800,C,PROC,Proces.mater.,L,False,2021-08-06 04:10:50.356760+00:00
800,C,IBAU,Konstrukční celek údržby,L,False,2021-08-06 04:10:50.356760+00:00
800,C,CONT,Kontejner kanbanu,L,False,2021-08-06 04:10:50.356760+00:00
800,C,VERP,Obal,L,False,2021-08-06 04:10:50.356760+00:00
800,C,COUP,Kupón,L,False,2021-08-06 04:10:50.356760+00:00
800,C,NLAG,Neskladový materiál,L,False,2021-08-06 04:10:50.356760+00:00
800,C,WERB,Reklamní prostředek,L,False,2021-08-06 04:10:50.356760+00:00
800,C,DOCU,Polotovar,L,False,2021-08-06 04:10:50.356760+00:00
800,C,ROH,Surovina,L,False,2021-08-06 04:10:50.356760+00:00
800,C,HERS,Díl výrobce,L,False,2021-08-06 04:10:50.356760+00:00
800,C,VKHM,Pom.prostř.prodeje,L,False,2021-08-06 04:10:50.356760+00:00
800,C,FOOD,Potraviny (exkl.čerstvé),L,False,2021-08-06 04:10:50.356760+00:00
800,C,ABF,Odpad,L,False,2021-08-06 04:10:50.356760+00:00
800,C,FERT,Hotový výrobek,L,False,2021-08-06 04:10:50.356760+00:00
800,C,MPO,Objekt plánování mater.,L,False,2021-08-06 04:10:50.356760+00:00
800,C,ERSA,Náhradní díly,L,False,2021-08-06 04:10:50.356760+00:00
800,C,HIBE,Pom./provoz.mater.,L,False,2021-08-06 04:10:50.356760+00:00
800,C,WERT,Hodnotový materiál,L,False,2021-08-06 04:10:50.356760+00:00
800,C,EPA,Paket vybavení,L,False,2021-08-06 04:10:50.356760+00:00
800,C,NOF1,Žádné potraviny,L,False,2021-08-06 04:10:50.356760+00:00
800,C,PLAN,Obchodní zboží(plánováno),L,False,2021-08-06 04:10:50.356760+00:00
800,C,PROD,Skupina výrobků,L,False,2021-08-06 04:10:50.356760+00:00
800,C,ZHTI,Hotový výrobek,L,False,2021-08-06 04:10:50.356760+00:00
800,C,ZPCT,Hotový výrobek,L,False,2021-08-06 04:10:50.356760+00:00
800,C,PIPE,Neskladovatelné médium,L,False,2021-08-06 04:10:50.356760+00:00
800,C,ZIEN,Služba,L,False,2021-08-06 04:10:50.356760+00:00
800,C,HAWA,Obchodní zboží,L,False,2021-08-06 04:10:50.356760+00:00
800,C,LGUT,Vrat.obaly: Mat.hospodář.,L,False,2021-08-06 04:10:50.356760+00:00
800,C,ZMDG,Hotový výrobek,L,False,2021-08-06 04:10:50.356760+00:00
800,C,FRIP,Čerstvé výrobky,L,False,2021-08-06 04:10:50.356760+00:00
800,C,MODE,Režim (sezónně),L,False,2021-08-06 04:10:50.356760+00:00
800,C,VOLL,Plné vratné obaly,L,False,2021-08-06 04:10:50.356760+00:00
800,C,UNBW,Neoceněný materiál,L,False,2021-08-06 04:10:50.356760+00:00
800,C,ZHT1,Hotový výrobek,L,False,2021-08-06 04:10:50.356760+00:00
800,C,CONU,Kontejner kanbanu,L,False,2021-08-06 04:10:50.356760+00:00
800,C,FHMI,Pomocné výrob.prostředky,L,False,2021-08-06 04:10:50.356760+00:00
800,C,ZPKG,Obal,L,False,2021-08-06 04:10:50.356760+00:00
800,C,CBAU,Prvek plánování,L,False,2021-08-06 04:10:50.356760+00:00
800,C,KMAT,Konfigurovatelný materiál,L,False,2021-08-06 04:10:50.356760+00:00
800,C,WETT,Konkurenční výrobek,L,False,2021-08-06 04:10:50.356760+00:00
800,C,INTR,Intramateriál,L,False,2021-08-06 04:10:50.356760+00:00
800,C,CH00,CH Správa smluv,L,False,2021-08-06 04:10:50.356760+00:00
800,C,HALB,Polotovar,L,False,2021-08-06 04:10:50.356760+00:00
800,C,ZTTP,Hotový výrobek,L,False,2021-08-06 04:10:50.356760+00:00
800,C,LEIH,Vratné obaly,L,False,2021-08-06 04:10:50.356760+00:00
800,C,LEER,Vratné obaly,L,False,2021-08-06 04:10:50.356760+00:00
800,C,BLG,Vratné obaly,L,False,2021-08-06 04:10:50.356760+00:00
800,C,BLGA,Vratné obaly,L,False,2021-08-06 04:10:50.356760+00:00
800,D,200,Halbfabrikat,L,False,2021-08-06 04:10:50.356760+00:00
800,D,PLAN,Handelsware (geplant),L,False,2021-08-06 04:10:50.356760+00:00
800,D,VKHM,Verkaufshilfsmittel,L,False,2021-08-06 04:10:50.356760+00:00
800,D,LEER,Leergut,L,False,2021-08-06 04:10:50.356760+00:00
800,D,WETT,Wettbewerberprodukt M.,L,False,2021-08-06 04:10:50.356760+00:00
800,D,BLGA,BLGA Lg. Anlagevermögen,L,False,2021-08-06 04:10:50.356760+00:00
800,D,HAWA,Handelsware,L,False,2021-08-06 04:10:50.356760+00:00
800,D,ZSER,SP: Dienstleistungen,L,False,2021-08-06 04:10:50.356760+00:00
800,D,HIBE,Hilfs-/Betriebsstoff,L,False,2021-08-06 04:10:50.356760+00:00
800,D,1000,Eigenfertigung,L,False,2021-08-06 04:10:50.356760+00:00
800,D,PROC,Prozeß-Material,L,False,2021-08-06 04:10:50.356760+00:00
800,D,HALB,Halbfabrikat,L,False,2021-08-06 04:10:50.356760+00:00
800,D,ZTTP,Fertigerzeugnis,L,False,2021-08-06 04:10:50.356760+00:00
800,D,WERT,Wertmaterial,L,False,2021-08-06 04:10:50.356760+00:00
800,D,ZHTI,Titel,L,False,2021-08-06 04:10:50.356760+00:00
800,D,LGUT,Leergut Warenwirtschaft,L,False,2021-08-06 04:10:50.356760+00:00
800,D,COUP,Coupon,L,False,2021-08-06 04:10:50.356760+00:00
800,D,MODE,Mode (saisonal),L,False,2021-08-06 04:10:50.356760+00:00
800,D,YCON,MPW Konfigurierb. Mat.,L,False,2021-08-06 04:10:50.356760+00:00
800,D,ERSA,Ersatzteile,L,False,2021-08-06 04:10:50.356760+00:00
800,D,FERT,Fertigerzeugnis,L,False,2021-08-06 04:10:50.356760+00:00
800,D,NLAG,Nichtlagermaterial,L,False,2021-08-06 04:10:50.356760+00:00
800,D,INTR,Intramaterial,L,False,2021-08-06 04:10:50.356760+00:00
800,D,KMAT,Konfigurierbares Material,L,False,2021-08-06 04:10:50.356760+00:00
800,D,FGTR,Getränke,L,False,2021-08-06 04:10:50.356760+00:00
800,D,PLM,PLM-Minimal-Materialart,L,False,2021-08-06 04:10:50.356760+00:00
800,D,MPO,Materialplanungsobjekt,L,False,2021-08-06 04:10:50.356760+00:00
800,D,ABF,Abfall,L,False,2021-08-06 04:10:50.356760+00:00
800,D,DOCU,Halbfabrikat (Dokucharge),L,False,2021-08-06 04:10:50.356760+00:00
800,D,FOOD,Food (excl. Frische),L,False,2021-08-06 04:10:50.356760+00:00
800,D,HERS,Herstellerteil,L,False,2021-08-06 04:10:50.356760+00:00
800,D,PROD,Produktgruppe,L,False,2021-08-06 04:10:50.356760+00:00
800,D,ZHT1,Titelstamm,L,False,2021-08-06 04:10:50.356760+00:00
800,D,ZPCT,ZPCT Fertigerzeugnis,L,False,2021-08-06 04:10:50.356760+00:00
800,D,CH00,CH Vertragsverwaltung,L,False,2021-08-06 04:10:50.356760+00:00
800,D,EPA,Ausstattungspaket,L,False,2021-08-06 04:10:50.356760+00:00
800,D,LEIH,Leihgut-Packmittel,L,False,2021-08-06 04:10:50.356760+00:00
800,D,VOLL,Vollgut,L,False,2021-08-06 04:10:50.356760+00:00
800,D,DIEN,Dienstleistung,L,False,2021-08-06 04:10:50.356760+00:00
800,D,ROH,Rohstoff,L,False,2021-08-06 04:10:50.356760+00:00
800,D,BLG,Leergut  Fremd,L,False,2021-08-06 04:10:50.356760+00:00
800,D,CONU,Container unbewertet,L,False,2021-08-06 04:10:50.356760+00:00
800,D,NOF1,Non Food,L,False,2021-08-06 04:10:50.356760+00:00
800,D,PIPE,Pipeline-Material,L,False,2021-08-06 04:10:50.356760+00:00
800,D,XLMT,Dienstleistung,L,False,2021-08-06 04:10:50.356760+00:00
800,D,VERP,Verpackung,L,False,2021-08-06 04:10:50.356760+00:00
800,D,AEM,Muster,L,False,2021-08-06 04:10:50.356760+00:00
800,D,FRIP,Frischprodukte,L,False,2021-08-06 04:10:50.356760+00:00
800,D,ZMDG,Fertigerzeugnis,L,False,2021-08-06 04:10:50.356760+00:00
800,D,FHMI,Fertigungshilfsmittel,L,False,2021-08-06 04:10:50.356760+00:00
800,D,100,Gekauftes Material,L,False,2021-08-06 04:10:50.356760+00:00
800,D,CBAU,Compatible unit,L,False,2021-08-06 04:10:50.356760+00:00
800,D,UNBW,Unbewertetes Material,L,False,2021-08-06 04:10:50.356760+00:00
800,D,MSFT,Fertigprodukt - Muster,L,False,2021-08-06 04:10:50.356760+00:00
800,D,COMP,"Komponenten, zugekauft",L,False,2021-08-06 04:10:50.356760+00:00
800,D,WERB,Werbemittel,L,False,2021-08-06 04:10:50.356760+00:00
800,D,SEMI,Halbfabrikat,L,False,2021-08-06 04:10:50.356760+00:00
800,D,CONT,KANBAN-Behälter,L,False,2021-08-06 04:10:50.356760+00:00
800,D,IBAU,Instandhaltungs-Baugruppe,L,False,2021-08-06 04:10:50.356760+00:00
800,D,ZIEN,Dienstleistung,L,False,2021-08-06 04:10:50.356760+00:00
800,D,ZPKG,Verpackung,L,False,2021-08-06 04:10:50.356760+00:00
800,E,ZPCT,Clinical Trial Dummy,L,False,2021-08-06 04:10:50.356760+00:00
800,E,ZTTP,Finished products - ATTP,L,False,2021-08-06 04:10:50.356760+00:00
800,E,COUP,Coupons,L,False,2021-08-06 04:10:50.356760+00:00
800,E,WERT,Value-only materials,L,False,2021-08-06 04:10:50.356760+00:00
800,E,PIPE,Pipeline material,L,False,2021-08-06 04:10:50.356760+00:00
800,E,ZHT1,Device master,L,False,2021-08-06 04:10:50.356760+00:00
800,E,HAWA,Trading goods,L,False,2021-08-06 04:10:50.356760+00:00
800,E,PROD,Product group,L,False,2021-08-06 04:10:50.356760+00:00
800,E,ZIEN,LSP Service,L,False,2021-08-06 04:10:50.356760+00:00
800,E,DOCU,documentary batch,L,False,2021-08-06 04:10:50.356760+00:00
800,E,VKHM,Additionals,L,False,2021-08-06 04:10:50.356760+00:00
800,E,CONT,KANBAN Container,L,False,2021-08-06 04:10:50.356760+00:00
800,E,ABF,Waste,L,False,2021-08-06 04:10:50.356760+00:00
800,E,DIEN,Service,L,False,2021-08-06 04:10:50.356760+00:00
800,E,IBAU,Maintenance assembly,L,False,2021-08-06 04:10:50.356760+00:00
800,E,ZHTI,Device,L,False,2021-08-06 04:10:50.356760+00:00
800,E,VERP,Packaging,L,False,2021-08-06 04:10:50.356760+00:00
800,E,PROC,Process material,L,False,2021-08-06 04:10:50.356760+00:00
800,E,FRIP,Perishables,L,False,2021-08-06 04:10:50.356760+00:00
800,E,LEIH,Returnable packaging,L,False,2021-08-06 04:10:50.356760+00:00
800,E,NOF1,Nonfoods,L,False,2021-08-06 04:10:50.356760+00:00
800,E,VOLL,Full products,L,False,2021-08-06 04:10:50.356760+00:00
800,E,BLG,BLG Empties  External,L,False,2021-08-06 04:10:50.356760+00:00
800,E,PLM,PLM Minimal Material Type,L,False,2021-08-06 04:10:50.356760+00:00
800,E,FGTR,Drinks,L,False,2021-08-06 04:10:50.356760+00:00
800,E,FOOD,Foods (excl. perishables),L,False,2021-08-06 04:10:50.356760+00:00
800,E,ROH,Raw material,L,False,2021-08-06 04:10:50.356760+00:00
800,E,MODE,Apparel (seasonal),L,False,2021-08-06 04:10:50.356760+00:00
800,E,ZPKG,Sensitive Packaging,L,False,2021-08-06 04:10:50.356760+00:00
800,E,UNBW,Non-valuated material,L,False,2021-08-06 04:10:50.356760+00:00
800,E,HIBE,Operating supplies,L,False,2021-08-06 04:10:50.356760+00:00
800,E,HERS,Manufacturer parts,L,False,2021-08-06 04:10:50.356760+00:00
800,E,MPO,Material Planning Object,L,False,2021-08-06 04:10:50.356760+00:00
800,E,XLMT,Service,L,False,2021-08-06 04:10:50.356760+00:00
800,E,BLGA,BLGAEmpties  Fixed assets,L,False,2021-08-06 04:10:50.356760+00:00
800,E,ERSA,Spare parts,L,False,2021-08-06 04:10:50.356760+00:00
800,E,KMAT,Configurable material,L,False,2021-08-06 04:10:50.356760+00:00
800,E,WERB,Product catalogs,L,False,2021-08-06 04:10:50.356760+00:00
800,E,CH00,CH Contract Handling,L,False,2021-08-06 04:10:50.356760+00:00
800,E,LEER,Empties,L,False,2021-08-06 04:10:50.356760+00:00
800,E,LGUT,Empties (retail),L,False,2021-08-06 04:10:50.356760+00:00
800,E,CBAU,Compatible Unit,L,False,2021-08-06 04:10:50.356760+00:00
800,E,NLAG,Non-stock material,L,False,2021-08-06 04:10:50.356760+00:00
800,E,PLAN,Trading goods (planned),L,False,2021-08-06 04:10:50.356760+00:00
800,E,CONU,Container non-value,L,False,2021-08-06 04:10:50.356760+00:00
800,E,EPA,Equipment Package,L,False,2021-08-06 04:10:50.356760+00:00
800,E,FHMI,Prod. resources/tools,L,False,2021-08-06 04:10:50.356760+00:00
800,E,INTR,Intra material,L,False,2021-08-06 04:10:50.356760+00:00
800,E,WETT,Competitive product,L,False,2021-08-06 04:10:50.356760+00:00
800,E,AEM,Samples,L,False,2021-08-06 04:10:50.356760+00:00
800,E,ZSER,SP: Services,L,False,2021-08-06 04:10:50.356760+00:00
800,E,ZMDG,Finished product,L,False,2021-08-06 04:10:50.356760+00:00
800,E,FERT,Finished product,L,False,2021-08-06 04:10:50.356760+00:00
800,E,100,Purchased material,L,False,2021-08-06 04:10:50.356760+00:00
800,E,1000,In-house production,L,False,2021-08-06 04:10:50.356760+00:00
800,E,YCON,Configurable matl MPW,L,False,2021-08-06 04:10:50.356760+00:00
800,E,200,Semi-finished product,L,False,2021-08-06 04:10:50.356760+00:00
800,E,SEMI,Semi-finished product,L,False,2021-08-06 04:10:50.356760+00:00
800,E,HALB,Semi-finished product,L,False,2021-08-06 04:10:50.356760+00:00
800,E,MSFT,Finished Product Sample,L,False,2021-08-06 04:10:50.356760+00:00
800,E,COMP,"Prod. alloc., purchased",L,False,2021-08-06 04:10:50.356760+00:00
800,F,WERT,Article val.,L,False,2021-08-06 04:10:50.356760+00:00
800,F,NLAG,Article non géré en stock,L,False,2021-08-06 04:10:50.356760+00:00
800,F,CBAU,Unité compatible,L,False,2021-08-06 04:10:50.356760+00:00
800,F,PLAN,Art. commer. (planifié),L,False,2021-08-06 04:10:50.356760+00:00
800,F,LGUT,Vides - Distribution,L,False,2021-08-06 04:10:50.356760+00:00
800,F,SEMI,Produit semi-fini,L,False,2021-08-06 04:10:50.356760+00:00
800,F,ABF,Déchet,L,False,2021-08-06 04:10:50.356760+00:00
800,F,NOF1,Produits non alimentaires,L,False,2021-08-06 04:10:50.356760+00:00
800,F,PROC,Article process,L,False,2021-08-06 04:10:50.356760+00:00
800,F,LEIH,Emballages consignés,L,False,2021-08-06 04:10:50.356760+00:00
800,F,WETT,Produit concurrentiel,L,False,2021-08-06 04:10:50.356760+00:00
800,F,ZHTI,Produit fini,L,False,2021-08-06 04:10:50.356760+00:00
800,F,DIEN,Prestation de services,L,False,2021-08-06 04:10:50.356760+00:00
800,F,ZPKG,Emballage,L,False,2021-08-06 04:10:50.356760+00:00
800,F,ZSER,SP : services,L,False,2021-08-06 04:10:50.356760+00:00
800,F,YCON,Article MPW configurable,L,False,2021-08-06 04:10:50.356760+00:00
800,F,COUP,Coupon,L,False,2021-08-06 04:10:50.356760+00:00
800,F,EPA,Paquet de dotation,L,False,2021-08-06 04:10:50.356760+00:00
800,F,HAWA,Produit commercialisable,L,False,2021-08-06 04:10:50.356760+00:00
800,F,BLG,Emballage consigné,L,False,2021-08-06 04:10:50.356760+00:00
800,F,CH00,CH Gestion des contrats,L,False,2021-08-06 04:10:50.356760+00:00
800,F,VOLL,Articles pleins,L,False,2021-08-06 04:10:50.356760+00:00
800,F,MSFT,Produit fini Echantillon,L,False,2021-08-06 04:10:50.356760+00:00
800,F,VERP,Emballage,L,False,2021-08-06 04:10:50.356760+00:00
800,F,ZPCT,Produit fini,L,False,2021-08-06 04:10:50.356760+00:00
800,F,MPO,Objet planif. matériel,L,False,2021-08-06 04:10:50.356760+00:00
800,F,100,Article acheté,L,False,2021-08-06 04:10:50.356760+00:00
800,F,UNBW,Article non valorisé,L,False,2021-08-06 04:10:50.356760+00:00
800,F,XLMT,Prestation de services,L,False,2021-08-06 04:10:50.356760+00:00
800,F,BLGA,Emballage consigné,L,False,2021-08-06 04:10:50.356760+00:00
800,F,KMAT,Article configurable,L,False,2021-08-06 04:10:50.356760+00:00
800,F,VKHM,Accessoires de vente,L,False,2021-08-06 04:10:50.356760+00:00
800,F,ZTTP,Produit fini,L,False,2021-08-06 04:10:50.356760+00:00
800,F,INTR,Article Intra,L,False,2021-08-06 04:10:50.356760+00:00
800,F,WERB,Moyen publicitaire,L,False,2021-08-06 04:10:50.356760+00:00
800,F,ZMDG,Produit fini,L,False,2021-08-06 04:10:50.356760+00:00
800,F,200,Produit semi-fini,L,False,2021-08-06 04:10:50.356760+00:00
800,F,CONT,Conteneurs kanban,L,False,2021-08-06 04:10:50.356760+00:00
800,F,LEER,Emballage consigné,L,False,2021-08-06 04:10:50.356760+00:00
800,F,FHMI,Outil de fabrication,L,False,2021-08-06 04:10:50.356760+00:00
800,F,ERSA,Pièces de rechange,L,False,2021-08-06 04:10:50.356760+00:00
800,F,PLM,Produit fini,L,False,2021-08-06 04:10:50.356760+00:00
800,F,PROD,Famille de produits,L,False,2021-08-06 04:10:50.356760+00:00
800,F,ZIEN,Prestation de services,L,False,2021-08-06 04:10:50.356760+00:00
800,F,COMP,Composant acheté,L,False,2021-08-06 04:10:50.356760+00:00
800,F,MODE,Mode (saisonnière),L,False,2021-08-06 04:10:50.356760+00:00
800,F,FERT,Produit fini,L,False,2021-08-06 04:10:50.356760+00:00
800,F,FOOD,Aliment.(sauf prod.frais),L,False,2021-08-06 04:10:50.356760+00:00
800,F,ROH,Matière première,L,False,2021-08-06 04:10:50.356760+00:00
800,F,ZHT1,Produit fini,L,False,2021-08-06 04:10:50.356760+00:00
800,F,FGTR,Boissons,L,False,2021-08-06 04:10:50.356760+00:00
800,F,PIPE,Article pipeline,L,False,2021-08-06 04:10:50.356760+00:00
800,F,IBAU,Sous-ensemble de mainten.,L,False,2021-08-06 04:10:50.356760+00:00
800,F,HIBE,Matière/prod. consommable,L,False,2021-08-06 04:10:50.356760+00:00
800,F,AEM,Produit commercialisable,L,False,2021-08-06 04:10:50.356760+00:00
800,F,CONU,Conteneurs kanban,L,False,2021-08-06 04:10:50.356760+00:00
800,F,DOCU,Produit semi-fini,L,False,2021-08-06 04:10:50.356760+00:00
800,F,HALB,Produit semi-fini,L,False,2021-08-06 04:10:50.356760+00:00
800,F,1000,Fabrication interne,L,False,2021-08-06 04:10:50.356760+00:00
800,F,HERS,Pièce fabricant,L,False,2021-08-06 04:10:50.356760+00:00
800,F,FRIP,Produits frais,L,False,2021-08-06 04:10:50.356760+00:00
800,G,BLGA,BLGAEmpties  Fixed assets,L,False,2021-08-06 04:10:50.356760+00:00
800,G,FHMI,Πόροι/Εργαλεία Παραγωγής,L,False,2021-08-06 04:10:50.356760+00:00
800,G,FGTR,Ποτά,L,False,2021-08-06 04:10:50.356760+00:00
800,G,HAWA,Εμπορεύσιμα Είδη,L,False,2021-08-06 04:10:50.356760+00:00
800,G,DOCU,documentary batch,L,False,2021-08-06 04:10:50.356760+00:00
800,G,PLM,PLM Minimal Material Type,L,False,2021-08-06 04:10:50.356760+00:00
800,G,IBAU,Εξαρτήματα συντήρησης,L,False,2021-08-06 04:10:50.356760+00:00
800,G,PROD,Ομάδες προϊόντων,L,False,2021-08-06 04:10:50.356760+00:00
800,G,ZTTP,Τελικό Προϊόν,L,False,2021-08-06 04:10:50.356760+00:00
800,G,HERS,Εξάρτημα Κατασκευαστή,L,False,2021-08-06 04:10:50.356760+00:00
800,G,DIEN,Υπηρεσία,L,False,2021-08-06 04:10:50.356760+00:00
800,G,WERB,Κατάλογοι προϊόντων,L,False,2021-08-06 04:10:50.356760+00:00
800,G,ZHT1,Τελικό Προϊόν,L,False,2021-08-06 04:10:50.356760+00:00
800,G,NLAG,Μη αποθηκευόμενα υλικά,L,False,2021-08-06 04:10:50.356760+00:00
800,G,CH00,Διαχείριση Συμβάσεων CH,L,False,2021-08-06 04:10:50.356760+00:00
800,G,ABF,Απορρίματα,L,False,2021-08-06 04:10:50.356760+00:00
800,G,MODE,Είδη ενδυμασίας (εποχ.),L,False,2021-08-06 04:10:50.356760+00:00
800,G,ERSA,Ανταλλακτικά,L,False,2021-08-06 04:10:50.356760+00:00
800,G,FRIP,Ευπαθή προϊόντα,L,False,2021-08-06 04:10:50.356760+00:00
800,G,LEER,Κενές συσκευασίες,L,False,2021-08-06 04:10:50.356760+00:00
800,G,EPA,Πακέτο Εξοπλισμού,L,False,2021-08-06 04:10:50.356760+00:00
800,G,LGUT,Κενά συσκευασιών (λιαν.),L,False,2021-08-06 04:10:50.356760+00:00
800,G,VERP,Συσκευασία,L,False,2021-08-06 04:10:50.356760+00:00
800,G,FERT,Τελικό Προϊόν,L,False,2021-08-06 04:10:50.356760+00:00
800,G,ZMDG,Τελικό Προϊόν,L,False,2021-08-06 04:10:50.356760+00:00
800,G,ZPKG,Συσκευασία,L,False,2021-08-06 04:10:50.356760+00:00
800,G,NOF1,Οχι τρόφιμα,L,False,2021-08-06 04:10:50.356760+00:00
800,G,VOLL,Πλήρη προϊόντα,L,False,2021-08-06 04:10:50.356760+00:00
800,G,WERT,Υλικά αξίας μόνο,L,False,2021-08-06 04:10:50.356760+00:00
800,G,VKHM,Επιπρόσθετα,L,False,2021-08-06 04:10:50.356760+00:00
800,G,ZIEN,LSP Service,L,False,2021-08-06 04:10:50.356760+00:00
800,G,HIBE,Λειτουργικές προμήθειες,L,False,2021-08-06 04:10:50.356760+00:00
800,G,MPO,Αντικ.Προγ/μού Υλικών,L,False,2021-08-06 04:10:50.356760+00:00
800,G,UNBW,Μη αποτιμημένα υλικά,L,False,2021-08-06 04:10:50.356760+00:00
800,G,PROC,Υλικά επεξεργασίας,L,False,2021-08-06 04:10:50.356760+00:00
800,G,WETT,Ανταγωνιστικά προϊόντα,L,False,2021-08-06 04:10:50.356760+00:00
800,G,COUP,Κουπόνια,L,False,2021-08-06 04:10:50.356760+00:00
800,G,FOOD,Τρόφιμα (αποκλ. αλλοιώσ.),L,False,2021-08-06 04:10:50.356760+00:00
800,G,PIPE,Υλικά αγωγού,L,False,2021-08-06 04:10:50.356760+00:00
800,G,CONU,Container non-value,L,False,2021-08-06 04:10:50.356760+00:00
800,G,BLG,BLG Empties  External,L,False,2021-08-06 04:10:50.356760+00:00
800,G,CBAU,Συμβατή Μονάδα,L,False,2021-08-06 04:10:50.356760+00:00
800,G,ZHTI,Τελικό Προϊόν,L,False,2021-08-06 04:10:50.356760+00:00
800,G,PLAN,Εμπορεύσ.αγαθά (προγραμ.),L,False,2021-08-06 04:10:50.356760+00:00
800,G,INTR,Υλικά προσωρινής χρήσης,L,False,2021-08-06 04:10:50.356760+00:00
800,G,KMAT,Διαμορφώσιμα υλικά,L,False,2021-08-06 04:10:50.356760+00:00
800,G,LEIH,Επιστρεφόμενη συσκευασία,L,False,2021-08-06 04:10:50.356760+00:00
800,G,ROH,Πρώτες ύλες,L,False,2021-08-06 04:10:50.356760+00:00
800,G,CONT,Kanban Container,L,False,2021-08-06 04:10:50.356760+00:00
800,G,HALB,Ημιτελές Προιόν,L,False,2021-08-06 04:10:50.356760+00:00
800,G,ZPCT,Clinical Trial Dummy,L,False,2021-08-06 04:10:50.356760+00:00
800,G,AEM,Samples,L,False,2021-08-06 04:10:50.356760+00:00
800,G,ZSER,SP: Services,L,False,2021-08-06 04:10:50.356760+00:00
800,G,100,Purchased material,L,False,2021-08-06 04:10:50.356760+00:00
800,G,1000,In-house production,L,False,2021-08-06 04:10:50.356760+00:00
800,G,YCON,Configurable matl MPW,L,False,2021-08-06 04:10:50.356760+00:00
800,G,SEMI,Semi-finished product,L,False,2021-08-06 04:10:50.356760+00:00
800,G,200,Semi-finished product,L,False,2021-08-06 04:10:50.356760+00:00
800,G,MSFT,Finished Product Sample,L,False,2021-08-06 04:10:50.356760+00:00
800,G,COMP,"Prod. alloc., purchased",L,False,2021-08-06 04:10:50.356760+00:00
800,H,HAWA,Kereskedelmi áru,L,False,2021-08-06 04:10:50.356760+00:00
800,H,VKHM,Eladási segédeszköz,L,False,2021-08-06 04:10:50.356760+00:00
800,H,VOLL,Göngyöleges árucikk,L,False,2021-08-06 04:10:50.356760+00:00
800,H,CH00,CH szerződéskezelés,L,False,2021-08-06 04:10:50.356760+00:00
800,H,ROH,Nyersanyag,L,False,2021-08-06 04:10:50.356760+00:00
800,H,LEER,Göngyöleg,L,False,2021-08-06 04:10:50.356760+00:00
800,H,ERSA,Pótalkatr.,L,False,2021-08-06 04:10:50.356760+00:00
800,H,HALB,Félkésztermék,L,False,2021-08-06 04:10:50.356760+00:00
800,H,NLAG,Nem raktári anyag,L,False,2021-08-06 04:10:50.356760+00:00
800,H,PLM,Késztermék,L,False,2021-08-06 04:10:50.356760+00:00
800,H,ZPKG,Csomagolás,L,False,2021-08-06 04:10:50.356760+00:00
800,H,WERT,Értékanyag,L,False,2021-08-06 04:10:50.356760+00:00
800,H,CBAU,Kompatibilis egység,L,False,2021-08-06 04:10:50.356760+00:00
800,H,ZPCT,Késztermék,L,False,2021-08-06 04:10:50.356760+00:00
800,H,FRIP,Frisstermékek,L,False,2021-08-06 04:10:50.356760+00:00
800,H,HERS,Gyártói részek,L,False,2021-08-06 04:10:50.356760+00:00
800,H,LGUT,Göngyöleg - kereskedelem,L,False,2021-08-06 04:10:50.356760+00:00
800,H,BLGA,Göngyöleg,L,False,2021-08-06 04:10:50.356760+00:00
800,H,PLAN,Keresk. áru (tervezett),L,False,2021-08-06 04:10:50.356760+00:00
800,H,FHMI,Gyártási segédeszközök,L,False,2021-08-06 04:10:50.356760+00:00
800,H,IBAU,Karbantart.szerelt egység,L,False,2021-08-06 04:10:50.356760+00:00
800,H,INTR,Gyártásközi anyag,L,False,2021-08-06 04:10:50.356760+00:00
800,H,VERP,Csomagolás,L,False,2021-08-06 04:10:50.356760+00:00
800,H,DIEN,Szolgáltatás,L,False,2021-08-06 04:10:50.356760+00:00
800,H,WERB,Reklámeszközök,L,False,2021-08-06 04:10:50.356760+00:00
800,H,LEIH,Gyöngyöleg csomagolóeszk.,L,False,2021-08-06 04:10:50.356760+00:00
800,H,ABF,Hulladék,L,False,2021-08-06 04:10:50.356760+00:00
800,H,ZIEN,Szolgáltatás,L,False,2021-08-06 04:10:50.356760+00:00
800,H,HIBE,Segéd-/üzemi anyag,L,False,2021-08-06 04:10:50.356760+00:00
800,H,PIPE,Vezetékes anyag,L,False,2021-08-06 04:10:50.356760+00:00
800,H,FGTR,Italok,L,False,2021-08-06 04:10:50.356760+00:00
800,H,COUP,Kupon,L,False,2021-08-06 04:10:50.356760+00:00
800,H,MODE,Divatcikkek (szezonális),L,False,2021-08-06 04:10:50.356760+00:00
800,H,BLG,Göngyöleg,L,False,2021-08-06 04:10:50.356760+00:00
800,H,CONT,KANBAN-tároló,L,False,2021-08-06 04:10:50.356760+00:00
